job_id,job,profile,requested_partition,requested_resources,dependency,state,exit_code,node,actual_alloc_tres,evidence,scientific_admissibility
"918886","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918885","CANCELLED_DEPENDENCY_NEVER_SATISFIED","unavailable","unavailable","unavailable","reports/slurm/submissions/918886.json;reports/slurm/control_plane_audit.md","failure_or_cancellation_evidence_only_not_scientific"
"918887","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu04","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918887.json;reports/environments/eeg2025/jobs/918887/status.json;reports/environments/eeg2025/jobs/918887/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918888","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918887","failed","1","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918888.json;reports/environments/icml/jobs/918888/status.json;reports/environments/icml/jobs/918888/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918899","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu09","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918899.json;reports/control_plane_validation/jobs/918899/status.json;reports/control_plane_validation/jobs/918899/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918900","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu09","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918900.json;reports/environments/eeg2025/jobs/918900/status.json;reports/environments/eeg2025/jobs/918900/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918901","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918900","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918901.json;reports/environments/icml/jobs/918901/status.json;reports/environments/icml/jobs/918901/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918902","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu09","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918902.json;reports/control_plane_validation/jobs/918902/status.json;reports/control_plane_validation/jobs/918902/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918903","review_attachments","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918901","parent_attachment_phase_complete_pending_registered_pdf_renderers_and_full_read","0","nodecpu09","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918903.json;reports/attachment_jobs/918903/status.json;reports/attachment_jobs/918903/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918904","extract_pdf","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918903","failed","3","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918904.json;reports/attachment_jobs/918904/status.json;reports/attachment_jobs/918904/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918907","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu09","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918907.json;reports/control_plane_validation/jobs/918907/status.json;reports/control_plane_validation/jobs/918907/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918908","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu09","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918908.json;reports/environments/eeg2025/jobs/918908/status.json;reports/environments/eeg2025/jobs/918908/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918909","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918908","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918909.json;reports/environments/icml/jobs/918909/status.json;reports/environments/icml/jobs/918909/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918915","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu09","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918915.json;reports/control_plane_validation/jobs/918915/status.json;reports/control_plane_validation/jobs/918915/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918916","review_attachments","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918909","parent_attachment_phase_complete_pending_registered_pdf_renderers_and_full_read","0","nodecpu09","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918916.json;reports/attachment_jobs/918916/status.json;reports/attachment_jobs/918916/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918917","extract_pdf","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918916","failed","3","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918917.json;reports/attachment_jobs/918917/status.json;reports/attachment_jobs/918917/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918918","inventory_data","cpu-high","cpu-high","cpu=8;mem=64G;gres=null;time=5-00:00:00;account=c2s;qos=normal","afterok:918908","PENDING_PRIORITY;scheduler_estimated_start=2026-08-05T00:40:00","unavailable","unavailable","unavailable","reports/slurm/submissions/918918.json;live_scontrol_snapshot_2026-08-01T08:20:40+02:00","pending_or_unavailable_not_scientific"
