attacker,cross_entropy,feature,fold,method,participant,same_different_verification_auroc,seed,subject_recall
adaptive_mlp,0.9309647679328918,A_HZ,0,Fiber-SANDiff,2,0.536992106464562,20260921,0.6284722222222222
adaptive_mlp,1.0457091331481934,A_HZ,0,Fiber-SANDiff,3,0.5164394789926705,20260921,0.4444444444444444
adaptive_mlp,1.0458331108093262,A_HU,0,Fiber-SANDiff,1,0.5101485125577998,20260921,0.4444444444444444
adaptive_mlp,1.0283955335617065,A_HU,0,Fiber-SANDiff,2,0.5287921258613226,20260921,0.4791666666666667
adaptive_mlp,1.149366021156311,A_HU,0,Fiber-SANDiff,3,0.5129509448658385,20260921,0.34375
linear,1.074286475702239,A_H,0,Fiber-Stratified-Resample,1,0.5105668457700184,20260921,0.34375
linear,0.9322125455262705,A_H,0,Fiber-Stratified-Resample,2,0.5816184941017288,20260921,0.6319444444444444
linear,1.0116350017481708,A_H,0,Fiber-Stratified-Resample,3,0.5311415975245762,20260921,0.3958333333333333
linear,1.308997043656315,A_Z,0,Fiber-Stratified-Resample,1,0.5102478834607312,20260921,0.3506944444444444
linear,1.0913229142028147,A_Z,0,Fiber-Stratified-Resample,2,0.5137421318932421,20260921,0.4722222222222222
linear,1.2123065170172242,A_Z,0,Fiber-Stratified-Resample,3,0.4946804555315194,20260921,0.4097222222222222
linear,1.308944569736582,A_HZ,0,Fiber-Stratified-Resample,1,0.5107600398751657,20260921,0.3541666666666667
linear,1.0915726050960235,A_HZ,0,Fiber-Stratified-Resample,2,0.5200018450577291,20260921,0.4722222222222222
linear,1.2119036223252195,A_HZ,0,Fiber-Stratified-Resample,3,0.49768783981549936,20260921,0.4131944444444444
linear,1.3082398451109667,A_HU,0,Fiber-Stratified-Resample,1,0.507942112730254,20260921,0.3541666666666667
linear,1.0908626633373666,A_HU,0,Fiber-Stratified-Resample,2,0.5118829405489284,20260921,0.4722222222222222
linear,1.2119481140658452,A_HU,0,Fiber-Stratified-Resample,3,0.4969582348305752,20260921,0.4097222222222222
adaptive_mlp,1.0585880279541016,A_H,0,Fiber-Stratified-Resample,1,0.5105668457700184,20260921,0.3611111111111111
adaptive_mlp,0.8429659605026245,A_H,0,Fiber-Stratified-Resample,2,0.5816184941017288,20260921,0.7881944444444444
adaptive_mlp,1.0014688968658447,A_H,0,Fiber-Stratified-Resample,3,0.5311415975245762,20260921,0.4513888888888889
adaptive_mlp,1.3833603858947754,A_Z,0,Fiber-Stratified-Resample,1,0.5102478834607312,20260921,0.3993055555555556
adaptive_mlp,1.3045622110366821,A_Z,0,Fiber-Stratified-Resample,2,0.5137421318932421,20260921,0.4201388888888889
adaptive_mlp,1.4986402988433838,A_Z,0,Fiber-Stratified-Resample,3,0.4946804555315194,20260921,0.3402777777777778
adaptive_mlp,1.15453040599823,A_HZ,0,Fiber-Stratified-Resample,1,0.5107600398751657,20260921,0.3993055555555556
adaptive_mlp,1.0375308990478516,A_HZ,0,Fiber-Stratified-Resample,2,0.5200018450577291,20260921,0.5277777777777778
adaptive_mlp,1.1143279075622559,A_HZ,0,Fiber-Stratified-Resample,3,0.49768783981549936,20260921,0.40625
adaptive_mlp,1.2693642377853394,A_HU,0,Fiber-Stratified-Resample,1,0.507942112730254,20260921,0.3229166666666667
adaptive_mlp,0.9426658153533936,A_HU,0,Fiber-Stratified-Resample,2,0.5118829405489284,20260921,0.5486111111111112
adaptive_mlp,1.1969479322433472,A_HU,0,Fiber-Stratified-Resample,3,0.4969582348305752,20260921,0.3333333333333333
linear,0.7889863566602983,A_H,1,RAW,4,0.5216492524478782,20260920,0.6284722222222222
linear,0.5291976369889193,A_H,1,RAW,5,0.8619423324637656,20260920,0.7916666666666666
linear,0.8659141657317849,A_H,1,RAW,6,0.7403863091955253,20260920,0.6805555555555556
linear,0.35279685211408274,A_Z,1,RAW,4,0.5697874737434032,20260920,0.8854166666666666
linear,0.20106845659682537,A_Z,1,RAW,5,0.8536034092288257,20260920,0.9513888888888888
linear,0.45053725291218466,A_Z,1,RAW,6,0.7498310757178253,20260920,0.8854166666666666
linear,0.35497654064057854,A_HZ,1,RAW,4,0.5690845602515222,20260920,0.8854166666666666
linear,0.20403323621956754,A_HZ,1,RAW,5,0.8591128730464512,20260920,0.9513888888888888
linear,0.44938894399655926,A_HZ,1,RAW,6,0.7531293032182046,20260920,0.8854166666666666
linear,0.37402211602491553,A_HU,1,RAW,4,0.5760717256791932,20260920,0.8645833333333334
linear,0.19955651484880044,A_HU,1,RAW,5,0.8355192287059319,20260920,0.9513888888888888
linear,0.48814393970011466,A_HU,1,RAW,6,0.7560173616296695,20260920,0.8888888888888888
adaptive_mlp,0.7277839183807373,A_H,1,RAW,4,0.5216492524478782,20260920,0.6840277777777778
adaptive_mlp,0.55764240026474,A_H,1,RAW,5,0.8619423324637656,20260920,0.8090277777777778
adaptive_mlp,0.7972633242607117,A_H,1,RAW,6,0.7403863091955253,20260920,0.625
adaptive_mlp,0.33045339584350586,A_Z,1,RAW,4,0.5697874737434032,20260920,0.8645833333333334
adaptive_mlp,0.1650370955467224,A_Z,1,RAW,5,0.8536034092288257,20260920,0.9444444444444444
adaptive_mlp,0.5346759557723999,A_Z,1,RAW,6,0.7498310757178253,20260920,0.8125
adaptive_mlp,0.3860219419002533,A_HZ,1,RAW,4,0.5690845602515222,20260920,0.8715277777777778
adaptive_mlp,0.24031049013137817,A_HZ,1,RAW,5,0.8591128730464512,20260920,0.8923611111111112
adaptive_mlp,0.4857473373413086,A_HZ,1,RAW,6,0.7531293032182046,20260920,0.8472222222222222
adaptive_mlp,0.3354305028915405,A_HU,1,RAW,4,0.5760717256791932,20260920,0.8784722222222222
adaptive_mlp,0.20241372287273407,A_HU,1,RAW,5,0.8355192287059319,20260920,0.9201388888888888
adaptive_mlp,0.5229822397232056,A_HU,1,RAW,6,0.7560173616296695,20260920,0.84375
linear,0.7889863566602983,A_H,1,HEAD_ONLY,4,0.5216492524478782,20260920,0.6284722222222222
linear,0.5291976369889193,A_H,1,HEAD_ONLY,5,0.8619423324637656,20260920,0.7916666666666666
linear,0.8659141657317849,A_H,1,HEAD_ONLY,6,0.7403863091955253,20260920,0.6805555555555556
linear,0.7883646159654822,A_Z,1,HEAD_ONLY,4,0.521296708722311,20260920,0.6284722222222222
linear,0.5292414812384766,A_Z,1,HEAD_ONLY,5,0.8534762397389345,20260920,0.7916666666666666
linear,0.8709279585890667,A_Z,1,HEAD_ONLY,6,0.7178277736685086,20260920,0.6770833333333334
linear,0.7883907688213527,A_HZ,1,HEAD_ONLY,4,0.5213434488462557,20260920,0.6284722222222222
linear,0.5292872166408075,A_HZ,1,HEAD_ONLY,5,0.8539072578837985,20260920,0.7916666666666666
linear,0.8708439496371996,A_HZ,1,HEAD_ONLY,6,0.718695619963287,20260920,0.6770833333333334
linear,1.2316169926842468,A_HU,1,HEAD_ONLY,4,0.5016415807872244,20260920,0.5416666666666666
linear,0.6045516708256755,A_HU,1,HEAD_ONLY,5,0.5924536390043394,20260920,0.75
linear,1.3998191393686037,A_HU,1,HEAD_ONLY,6,0.5538463347605368,20260920,0.5798611111111112
adaptive_mlp,0.7277839183807373,A_H,1,HEAD_ONLY,4,0.5216492524478782,20260920,0.6840277777777778
adaptive_mlp,0.55764240026474,A_H,1,HEAD_ONLY,5,0.8619423324637656,20260920,0.8090277777777778
adaptive_mlp,0.7972633242607117,A_H,1,HEAD_ONLY,6,0.7403863091955253,20260920,0.625
adaptive_mlp,0.886941134929657,A_Z,1,HEAD_ONLY,4,0.521296708722311,20260920,0.6041666666666666
adaptive_mlp,0.5166027545928955,A_Z,1,HEAD_ONLY,5,0.8534762397389345,20260920,0.8715277777777778
adaptive_mlp,0.7255154848098755,A_Z,1,HEAD_ONLY,6,0.7178277736685086,20260920,0.6388888888888888
adaptive_mlp,0.7872354388237,A_HZ,1,HEAD_ONLY,4,0.5213434488462557,20260920,0.6458333333333334
adaptive_mlp,0.6242789030075073,A_HZ,1,HEAD_ONLY,5,0.8539072578837985,20260920,0.8159722222222222
adaptive_mlp,0.7732656002044678,A_HZ,1,HEAD_ONLY,6,0.718695619963287,20260920,0.6111111111111112
adaptive_mlp,1.0122838020324707,A_HU,1,HEAD_ONLY,4,0.5016415807872244,20260920,0.5555555555555556
adaptive_mlp,0.7020818591117859,A_HU,1,HEAD_ONLY,5,0.5924536390043394,20260920,0.6770833333333334
adaptive_mlp,0.9721152186393738,A_HU,1,HEAD_ONLY,6,0.5538463347605368,20260920,0.59375
linear,0.7889863566602983,A_H,1,LEACE,4,0.5216492524478782,20260920,0.6284722222222222
linear,0.5291976369889193,A_H,1,LEACE,5,0.8619423324637656,20260920,0.7916666666666666
linear,0.8659141657317849,A_H,1,LEACE,6,0.7403863091955253,20260920,0.6805555555555556
linear,0.5346733845766268,A_Z,1,LEACE,4,0.5336149657287401,20260920,0.8055555555555556
linear,0.2865987986717758,A_Z,1,LEACE,5,0.7795709498955913,20260920,0.90625
linear,0.7669460661728302,A_Z,1,LEACE,6,0.6439347774703339,20260920,0.8020833333333334
linear,0.4115801105599517,A_HZ,1,LEACE,4,0.5344442104083372,20260920,0.8541666666666666
linear,0.24989944493674818,A_HZ,1,LEACE,5,0.7931349958460024,20260920,0.9131944444444444
linear,0.5141373043585961,A_HZ,1,LEACE,6,0.6583357342179564,20260920,0.8611111111111112
linear,0.4787938906690776,A_HU,1,LEACE,4,0.5298462865877342,20260920,0.8368055555555556
linear,0.2649043125675066,A_HU,1,LEACE,5,0.7487377193473069,20260920,0.9131944444444444
linear,0.5678950371321118,A_HU,1,LEACE,6,0.6319960111996857,20260920,0.8506944444444444
adaptive_mlp,0.7277839183807373,A_H,1,LEACE,4,0.5216492524478782,20260920,0.6840277777777778
adaptive_mlp,0.55764240026474,A_H,1,LEACE,5,0.8619423324637656,20260920,0.8090277777777778
adaptive_mlp,0.7972633242607117,A_H,1,LEACE,6,0.7403863091955253,20260920,0.625
adaptive_mlp,0.5549570918083191,A_Z,1,LEACE,4,0.5336149657287401,20260920,0.7673611111111112
adaptive_mlp,0.267403244972229,A_Z,1,LEACE,5,0.7795709498955913,20260920,0.8993055555555556
adaptive_mlp,0.8459115624427795,A_Z,1,LEACE,6,0.6439347774703339,20260920,0.7222222222222222
adaptive_mlp,0.5124823451042175,A_HZ,1,LEACE,4,0.5344442104083372,20260920,0.8402777777777778
adaptive_mlp,0.3293376564979553,A_HZ,1,LEACE,5,0.7931349958460024,20260920,0.8784722222222222
adaptive_mlp,0.6964932680130005,A_HZ,1,LEACE,6,0.6583357342179564,20260920,0.7881944444444444
adaptive_mlp,0.4695449471473694,A_HU,1,LEACE,4,0.5298462865877342,20260920,0.8333333333333334
adaptive_mlp,0.28579649329185486,A_HU,1,LEACE,5,0.7487377193473069,20260920,0.9097222222222222
adaptive_mlp,0.6458843350410461,A_HU,1,LEACE,6,0.6319960111996857,20260920,0.8125
linear,0.7889863566602983,A_H,1,Fiber-OneStep,4,0.5216492524478782,20260920,0.6284722222222222
linear,0.5291976369889193,A_H,1,Fiber-OneStep,5,0.8619423324637656,20260920,0.7916666666666666
linear,0.8659141657317849,A_H,1,Fiber-OneStep,6,0.7403863091955253,20260920,0.6805555555555556
linear,0.7982689063682841,A_Z,1,Fiber-OneStep,4,0.5838282915192401,20260920,0.6736111111111112
linear,0.5584788038082267,A_Z,1,Fiber-OneStep,5,0.841518171594114,20260920,0.8402777777777778
linear,0.8277374849570589,A_Z,1,Fiber-OneStep,6,0.7187722914787606,20260920,0.5902777777777778
linear,0.7986982459275007,A_HZ,1,Fiber-OneStep,4,0.5829029095304441,20260920,0.6770833333333334
linear,0.5577398485942349,A_HZ,1,Fiber-OneStep,5,0.8427088731091718,20260920,0.8402777777777778
linear,0.8275458094386772,A_HZ,1,Fiber-OneStep,6,0.7199584656759734,20260920,0.5902777777777778
linear,0.8063322418223504,A_HU,1,Fiber-OneStep,4,0.6017072343566724,20260920,0.65625
linear,0.5888732799250005,A_HU,1,Fiber-OneStep,5,0.8220171007158901,20260920,0.8333333333333334
linear,0.8414527856436549,A_HU,1,Fiber-OneStep,6,0.7021282225261383,20260920,0.5868055555555556
adaptive_mlp,0.7277839183807373,A_H,1,Fiber-OneStep,4,0.5216492524478782,20260920,0.6840277777777778
adaptive_mlp,0.55764240026474,A_H,1,Fiber-OneStep,5,0.8619423324637656,20260920,0.8090277777777778
adaptive_mlp,0.7972633242607117,A_H,1,Fiber-OneStep,6,0.7403863091955253,20260920,0.625
adaptive_mlp,0.8593012690544128,A_Z,1,Fiber-OneStep,4,0.5838282915192401,20260920,0.6388888888888888
adaptive_mlp,0.46139827370643616,A_Z,1,Fiber-OneStep,5,0.841518171594114,20260920,0.84375
adaptive_mlp,0.8911053538322449,A_Z,1,Fiber-OneStep,6,0.7187722914787606,20260920,0.5868055555555556
adaptive_mlp,0.8697928190231323,A_HZ,1,Fiber-OneStep,4,0.5829029095304441,20260920,0.6527777777777778
adaptive_mlp,0.4854920208454132,A_HZ,1,Fiber-OneStep,5,0.8427088731091718,20260920,0.8680555555555556
adaptive_mlp,0.8389146327972412,A_HZ,1,Fiber-OneStep,6,0.7199584656759734,20260920,0.5833333333333334
adaptive_mlp,0.7434742450714111,A_HU,1,Fiber-OneStep,4,0.6017072343566724,20260920,0.6840277777777778
adaptive_mlp,0.5788331627845764,A_HU,1,Fiber-OneStep,5,0.8220171007158901,20260920,0.8368055555555556
adaptive_mlp,0.9292119145393372,A_HU,1,Fiber-OneStep,6,0.7021282225261383,20260920,0.5277777777777778
linear,0.7889863566602983,A_H,1,Fiber-SANDiff,4,0.5216492524478782,20260920,0.6284722222222222
linear,0.5291976369889193,A_H,1,Fiber-SANDiff,5,0.8619423324637656,20260920,0.7916666666666666
linear,0.8659141657317849,A_H,1,Fiber-SANDiff,6,0.7403863091955253,20260920,0.6805555555555556
linear,0.9430995419064412,A_Z,1,Fiber-SANDiff,4,0.5491222397964015,20260920,0.5694444444444444
linear,0.5845833228920672,A_Z,1,Fiber-SANDiff,5,0.7817104839638656,20260920,0.7569444444444444
linear,0.9544022959103847,A_Z,1,Fiber-SANDiff,6,0.7033522621036924,20260920,0.6388888888888888
linear,0.9431887584352564,A_HZ,1,Fiber-SANDiff,4,0.5492466989636495,20260920,0.5729166666666666
linear,0.5855310195592431,A_HZ,1,Fiber-SANDiff,5,0.7899287196489331,20260920,0.7569444444444444
linear,0.9549178076565801,A_HZ,1,Fiber-SANDiff,6,0.7085086567079932,20260920,0.6388888888888888
linear,0.9586573229461764,A_HU,1,Fiber-SANDiff,4,0.5476958205874908,20260920,0.5763888888888888
linear,0.5856049417520638,A_HU,1,Fiber-SANDiff,5,0.7081894805644893,20260920,0.7395833333333334
linear,0.9621877827916955,A_HU,1,Fiber-SANDiff,6,0.6672660842610547,20260920,0.6354166666666666
adaptive_mlp,0.7277839183807373,A_H,1,Fiber-SANDiff,4,0.5216492524478782,20260920,0.6840277777777778
adaptive_mlp,0.55764240026474,A_H,1,Fiber-SANDiff,5,0.8619423324637656,20260920,0.8090277777777778
adaptive_mlp,0.7972633242607117,A_H,1,Fiber-SANDiff,6,0.7403863091955253,20260920,0.625
adaptive_mlp,0.9619613289833069,A_Z,1,Fiber-SANDiff,4,0.5491222397964015,20260920,0.5868055555555556
adaptive_mlp,0.5514881014823914,A_Z,1,Fiber-SANDiff,5,0.7817104839638656,20260920,0.7534722222222222
adaptive_mlp,0.8180164098739624,A_Z,1,Fiber-SANDiff,6,0.7033522621036924,20260920,0.6527777777777778
adaptive_mlp,0.9050625562667847,A_HZ,1,Fiber-SANDiff,4,0.5492466989636495,20260920,0.5590277777777778
adaptive_mlp,0.543630838394165,A_HZ,1,Fiber-SANDiff,5,0.7899287196489331,20260920,0.7951388888888888
adaptive_mlp,0.8350985050201416,A_HZ,1,Fiber-SANDiff,6,0.7085086567079932,20260920,0.65625
adaptive_mlp,0.9178946018218994,A_HU,1,Fiber-SANDiff,4,0.5476958205874908,20260920,0.5902777777777778
adaptive_mlp,0.5908212661743164,A_HU,1,Fiber-SANDiff,5,0.7081894805644893,20260920,0.7673611111111112
adaptive_mlp,0.8664770126342773,A_HU,1,Fiber-SANDiff,6,0.6672660842610547,20260920,0.6597222222222222
linear,0.7889863566602983,A_H,1,Fiber-Stratified-Resample,4,0.5216492524478782,20260920,0.6284722222222222
linear,0.5291976369889193,A_H,1,Fiber-Stratified-Resample,5,0.8619423324637656,20260920,0.7916666666666666
linear,0.8659141657317849,A_H,1,Fiber-Stratified-Resample,6,0.7403863091955253,20260920,0.6805555555555556
linear,1.13671484871827,A_Z,1,Fiber-Stratified-Resample,4,0.543264687751817,20260920,0.5868055555555556
linear,0.8377794928628935,A_Z,1,Fiber-Stratified-Resample,5,0.7389632624628877,20260920,0.6944444444444444
linear,1.2075116506811545,A_Z,1,Fiber-Stratified-Resample,6,0.6751617216283055,20260920,0.6215277777777778
linear,1.1379218278623005,A_HZ,1,Fiber-Stratified-Resample,4,0.5438604733627188,20260920,0.5868055555555556
linear,0.8400865730922101,A_HZ,1,Fiber-Stratified-Resample,5,0.7545248571287821,20260920,0.6944444444444444
linear,1.2090162284779042,A_HZ,1,Fiber-Stratified-Resample,6,0.6851301945833692,20260920,0.6215277777777778
linear,1.1343739891488884,A_HU,1,Fiber-Stratified-Resample,4,0.5365511996390262,20260920,0.5833333333333334
linear,0.8335974323128886,A_HU,1,Fiber-Stratified-Resample,5,0.6295525597057668,20260920,0.6944444444444444
linear,1.2026298344520603,A_HU,1,Fiber-Stratified-Resample,6,0.6134002288386029,20260920,0.6215277777777778
adaptive_mlp,0.7277839183807373,A_H,1,Fiber-Stratified-Resample,4,0.5216492524478782,20260920,0.6840277777777778
adaptive_mlp,0.55764240026474,A_H,1,Fiber-Stratified-Resample,5,0.8619423324637656,20260920,0.8090277777777778
adaptive_mlp,0.7972633242607117,A_H,1,Fiber-Stratified-Resample,6,0.7403863091955253,20260920,0.625
adaptive_mlp,1.290747880935669,A_Z,1,Fiber-Stratified-Resample,4,0.543264687751817,20260920,0.5659722222222222
adaptive_mlp,0.7376723885536194,A_Z,1,Fiber-Stratified-Resample,5,0.7389632624628877,20260920,0.7291666666666666
adaptive_mlp,1.311673641204834,A_Z,1,Fiber-Stratified-Resample,6,0.6751617216283055,20260920,0.6180555555555556
adaptive_mlp,0.8916246891021729,A_HZ,1,Fiber-Stratified-Resample,4,0.5438604733627188,20260920,0.5763888888888888
adaptive_mlp,0.5649083256721497,A_HZ,1,Fiber-Stratified-Resample,5,0.7545248571287821,20260920,0.7708333333333334
adaptive_mlp,0.8825028538703918,A_HZ,1,Fiber-Stratified-Resample,6,0.6851301945833692,20260920,0.6111111111111112
adaptive_mlp,1.3342382907867432,A_HU,1,Fiber-Stratified-Resample,4,0.5365511996390262,20260920,0.5069444444444444
adaptive_mlp,0.618036150932312,A_HU,1,Fiber-Stratified-Resample,5,0.6295525597057668,20260920,0.7638888888888888
adaptive_mlp,1.137529730796814,A_HU,1,Fiber-Stratified-Resample,6,0.6134002288386029,20260920,0.625
linear,0.7532125290989664,A_H,1,RAW,4,0.5096476344360292,20260921,0.6458333333333334
linear,0.4201657782092587,A_H,1,RAW,5,0.887561413219602,20260921,0.84375
linear,0.8259488659485671,A_H,1,RAW,6,0.7576703755427161,20260921,0.6770833333333334
linear,0.7459418252548616,A_Z,1,RAW,4,0.5463871909808774,20260921,0.7881944444444444
linear,0.1780728528494548,A_Z,1,RAW,5,0.9019228221813786,20260921,0.9513888888888888
linear,0.4054307207631178,A_Z,1,RAW,6,0.7768128006425878,20260921,0.8715277777777778
linear,0.747692278289475,A_HZ,1,RAW,4,0.5462480717167733,20260921,0.7881944444444444
linear,0.17861739714873884,A_HZ,1,RAW,5,0.907903233818489,20260921,0.9513888888888888
linear,0.4062817034801382,A_HZ,1,RAW,6,0.7826546303142048,20260921,0.8680555555555556
linear,0.7602912642618966,A_HU,1,RAW,4,0.5432747479880745,20260921,0.7847222222222222
linear,0.18801299438958774,A_HU,1,RAW,5,0.882284962069871,20260921,0.9479166666666666
linear,0.40300013479450036,A_HU,1,RAW,6,0.7778677157400562,20260921,0.8715277777777778
adaptive_mlp,0.7311255931854248,A_H,1,RAW,4,0.5096476344360292,20260921,0.6736111111111112
adaptive_mlp,0.3840571939945221,A_H,1,RAW,5,0.887561413219602,20260921,0.8888888888888888
adaptive_mlp,0.773046612739563,A_H,1,RAW,6,0.7576703755427161,20260921,0.6284722222222222
adaptive_mlp,0.4668506383895874,A_Z,1,RAW,4,0.5463871909808774,20260921,0.7951388888888888
adaptive_mlp,0.09410794079303741,A_Z,1,RAW,5,0.9019228221813786,20260921,0.9652777777777778
adaptive_mlp,0.37390372157096863,A_Z,1,RAW,6,0.7768128006425878,20260921,0.8819444444444444
adaptive_mlp,0.5008997917175293,A_HZ,1,RAW,4,0.5462480717167733,20260921,0.7916666666666666
adaptive_mlp,0.13071724772453308,A_HZ,1,RAW,5,0.907903233818489,20260921,0.9791666666666666
adaptive_mlp,0.44785749912261963,A_HZ,1,RAW,6,0.7826546303142048,20260921,0.8298611111111112
adaptive_mlp,0.4339739978313446,A_HU,1,RAW,4,0.5432747479880745,20260921,0.8298611111111112
adaptive_mlp,0.086876779794693,A_HU,1,RAW,5,0.882284962069871,20260921,0.9791666666666666
adaptive_mlp,0.3826645016670227,A_HU,1,RAW,6,0.7778677157400562,20260921,0.8784722222222222
linear,0.7532125290989664,A_H,1,HEAD_ONLY,4,0.5096476344360292,20260921,0.6458333333333334
linear,0.4201657782092587,A_H,1,HEAD_ONLY,5,0.887561413219602,20260921,0.84375
linear,0.8259488659485671,A_H,1,HEAD_ONLY,6,0.7576703755427161,20260921,0.6770833333333334
linear,0.7513568231959417,A_Z,1,HEAD_ONLY,4,0.5152188671570753,20260921,0.6458333333333334
linear,0.41820451797272434,A_Z,1,HEAD_ONLY,5,0.8699966410487497,20260921,0.84375
linear,0.8297010221402642,A_Z,1,HEAD_ONLY,6,0.7377897045982152,20260921,0.6770833333333334
linear,0.7512558824609887,A_HZ,1,HEAD_ONLY,4,0.5151051088105291,20260921,0.6458333333333334
linear,0.41821746109665403,A_HZ,1,HEAD_ONLY,5,0.8707603293664592,20260921,0.84375
linear,0.8297197805838635,A_HZ,1,HEAD_ONLY,6,0.7385581326006858,20260921,0.6770833333333334
linear,1.2936879891711304,A_HU,1,HEAD_ONLY,4,0.49751170381959803,20260921,0.4895833333333333
linear,0.7309078169374571,A_HU,1,HEAD_ONLY,5,0.5969082273016504,20260921,0.6805555555555556
linear,1.1726793050350102,A_HU,1,HEAD_ONLY,6,0.5672088501875736,20260921,0.6458333333333334
adaptive_mlp,0.7311255931854248,A_H,1,HEAD_ONLY,4,0.5096476344360292,20260921,0.6736111111111112
adaptive_mlp,0.3840571939945221,A_H,1,HEAD_ONLY,5,0.887561413219602,20260921,0.8888888888888888
adaptive_mlp,0.773046612739563,A_H,1,HEAD_ONLY,6,0.7576703755427161,20260921,0.6284722222222222
adaptive_mlp,0.8887671232223511,A_Z,1,HEAD_ONLY,4,0.5152188671570753,20260921,0.5104166666666666
adaptive_mlp,0.39874303340911865,A_Z,1,HEAD_ONLY,5,0.8699966410487497,20260921,0.9375
adaptive_mlp,0.6609209775924683,A_Z,1,HEAD_ONLY,6,0.7377897045982152,20260921,0.6770833333333334
adaptive_mlp,0.8235697746276855,A_HZ,1,HEAD_ONLY,4,0.5151051088105291,20260921,0.5590277777777778
adaptive_mlp,0.4021649658679962,A_HZ,1,HEAD_ONLY,5,0.8707603293664592,20260921,0.9201388888888888
adaptive_mlp,0.7040021419525146,A_HZ,1,HEAD_ONLY,6,0.7385581326006858,20260921,0.6458333333333334
adaptive_mlp,1.166501760482788,A_HU,1,HEAD_ONLY,4,0.49751170381959803,20260921,0.5104166666666666
adaptive_mlp,0.612528383731842,A_HU,1,HEAD_ONLY,5,0.5969082273016504,20260921,0.7256944444444444
adaptive_mlp,0.9655961990356445,A_HU,1,HEAD_ONLY,6,0.5672088501875736,20260921,0.6006944444444444
linear,0.7532125290989664,A_H,1,LEACE,4,0.5096476344360292,20260921,0.6458333333333334
linear,0.4201657782092587,A_H,1,LEACE,5,0.887561413219602,20260921,0.84375
linear,0.8259488659485671,A_H,1,LEACE,6,0.7576703755427161,20260921,0.6770833333333334
linear,0.8323511279909087,A_Z,1,LEACE,4,0.533064844939936,20260921,0.7361111111111112
linear,0.22219995891235506,A_Z,1,LEACE,5,0.8641107886202515,20260921,0.9270833333333334
linear,0.7244279192779475,A_Z,1,LEACE,6,0.6886224826650358,20260921,0.78125
linear,0.8276049071360165,A_HZ,1,LEACE,4,0.5332697440839564,20260921,0.7395833333333334
linear,0.19852624274745967,A_HZ,1,LEACE,5,0.8747157310095067,20260921,0.9340277777777778
linear,0.6299034724625019,A_HZ,1,LEACE,6,0.7057977126062234,20260921,0.8090277777777778
linear,0.8905951552719567,A_HU,1,LEACE,4,0.5316584723266057,20260921,0.7256944444444444
linear,0.20366876705699968,A_HU,1,LEACE,5,0.8350974923773096,20260921,0.9375
linear,0.702593826862926,A_HU,1,LEACE,6,0.677797189286551,20260921,0.7951388888888888
adaptive_mlp,0.7311255931854248,A_H,1,LEACE,4,0.5096476344360292,20260921,0.6736111111111112
adaptive_mlp,0.3840571939945221,A_H,1,LEACE,5,0.887561413219602,20260921,0.8888888888888888
adaptive_mlp,0.773046612739563,A_H,1,LEACE,6,0.7576703755427161,20260921,0.6284722222222222
adaptive_mlp,0.5398707985877991,A_Z,1,LEACE,4,0.533064844939936,20260921,0.7673611111111112
adaptive_mlp,0.11932887136936188,A_Z,1,LEACE,5,0.8641107886202515,20260921,0.9583333333333334
adaptive_mlp,0.5401146411895752,A_Z,1,LEACE,6,0.6886224826650358,20260921,0.8125
adaptive_mlp,0.5531372427940369,A_HZ,1,LEACE,4,0.5332697440839564,20260921,0.7534722222222222
adaptive_mlp,0.12824790179729462,A_HZ,1,LEACE,5,0.8747157310095067,20260921,0.9548611111111112
adaptive_mlp,0.5062283277511597,A_HZ,1,LEACE,6,0.7057977126062234,20260921,0.8055555555555556
adaptive_mlp,0.5537739992141724,A_HU,1,LEACE,4,0.5316584723266057,20260921,0.7951388888888888
adaptive_mlp,0.11005222797393799,A_HU,1,LEACE,5,0.8350974923773096,20260921,0.9513888888888888
adaptive_mlp,0.5464677810668945,A_HU,1,LEACE,6,0.677797189286551,20260921,0.7847222222222222
linear,0.7532125290989664,A_H,1,Fiber-OneStep,4,0.5096476344360292,20260921,0.6458333333333334
linear,0.4201657782092587,A_H,1,Fiber-OneStep,5,0.887561413219602,20260921,0.84375
linear,0.8259488659485671,A_H,1,Fiber-OneStep,6,0.7576703755427161,20260921,0.6770833333333334
linear,0.706191523987497,A_Z,1,Fiber-OneStep,4,0.5648328691147431,20260921,0.6631944444444444
linear,0.40423450204637557,A_Z,1,Fiber-OneStep,5,0.8655443748211121,20260921,0.8819444444444444
linear,0.8836994820726711,A_Z,1,Fiber-OneStep,6,0.7578704540406669,20260921,0.6145833333333334
linear,0.7056459997371382,A_HZ,1,Fiber-OneStep,4,0.5638665937702857,20260921,0.6631944444444444
linear,0.40379242104345103,A_HZ,1,Fiber-OneStep,5,0.8668518820771566,20260921,0.8819444444444444
linear,0.8836593594781478,A_HZ,1,Fiber-OneStep,6,0.7585743798509756,20260921,0.6145833333333334
linear,0.707278728473585,A_HU,1,Fiber-OneStep,4,0.5770459798312426,20260921,0.6631944444444444
linear,0.40710578202567643,A_HU,1,Fiber-OneStep,5,0.8640340294878072,20260921,0.8784722222222222
linear,0.8876703339771473,A_HU,1,Fiber-OneStep,6,0.7543738267142523,20260921,0.6111111111111112
adaptive_mlp,0.7311255931854248,A_H,1,Fiber-OneStep,4,0.5096476344360292,20260921,0.6736111111111112
