successful_update,pair_indices,pair_keys
1220,22;46;100;139;146;74;116;117,study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p23:target_t2_1200:source_t1_400
1221,88;96;136;19;26;133;4;36,study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p19:target_t6_0:source_t2_800
1222,9;134;92;115;6;95;82;66,study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p20:target_t10_0:source_t21_800
1223,53;7;75;131;12;102;143;128,study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p23:target_t8_800:source_t9_0
1224,50;5;68;93;99;108;61;52,study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p19:target_t19_0:source_t11_1200
1225,118;37;114;59;70;25;81;149,study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p27:target_t16_1200:source_t1_800
1226,106;67;104;23;42;27;32;56,study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p19:target_t20_0:source_t12_1200
1227,151;89;103;39;63;40;85;72,study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p20:target_t16_800:source_t2_1200
1228,77;126;98;112;20;2;41;125,study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p23:target_t5_1200:source_t6_400
1229,110;86;76;35;140;87;45;11,study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t9_1200:source_t1_400
1230,141;51;119;148;113;120;130;129,study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p23:target_t8_1200:source_t9_400
1231,147;48;3;58;83;24;29;111,study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p22:target_t13_400:source_t11_1200
1232,47;0;137;90;60;132;43;62,study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p20:target_t9_0:source_t20_400
1233,145;1;124;105;8;31;84;44,study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p19:target_t16_0:source_t7_1200
1234,10;94;34;79;16;49;38;107,study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p22:target_t12_400:source_t9_1200
1235,65;33;80;138;73;18;109;55,study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p19:target_t19_1200:source_t12_800
1236,146;85;108;18;132;149;58;127,study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p23:target_t8_400:source_t6_1200
1237,48;96;7;76;116;119;30;34,study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p19:target_t3_800:source_t1_0
1238,46;54;69;50;41;106;9;53,study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p19:target_t19_400:source_t12_0
1239,13;40;75;81;25;44;56;120,study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p23:target_t4_800:source_t3_0
1240,29;17;79;138;150;133;134;45,study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p19:target_t16_400:source_t9_0
1241,117;55;5;68;74;97;123;57,study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p19:target_t20_1200:source_t13_0
1242,93;151;109;8;112;39;89;86,study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p21:target_t17_0:source_t0_400
1243,67;135;104;110;65;101;100;121,study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p23:target_t4_1200:source_t3_400
1244,70;141;115;118;64;33;94;19,study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p03:target_t18_1200:source_t7_800
1245,125;23;77;72;95;91;24;51,study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p19:target_t17_1200:source_t11_800
1246,14;11;21;130;73;2;136;1,study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p03:target_t3_400:source_t20_1200
1247,147;32;28;78;140;22;47;90,study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p22:target_t1_0:source_t2_800
1248,103;63;12;99;60;124;36;102,study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p22:target_t8_0:source_t6_800
1249,128;6;129;105;122;37;4;88,study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p21:target_t17_800:source_t0_1200
1250,111;139;35;92;52;27;113;38,study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p19:target_t6_800:source_t4_400
1251,61;148;107;98;62;43;144;83,study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p21:target_t9_400:source_t18_400
1252,20;49;84;66;82;16;137;0,study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p03:target_t3_0:source_t20_800
1253,59;3;15;26;114;31;126;10,study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p03:target_t9_800:source_t1_0
1254,42;71;131;80;87;145;143;142,study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p26:target_t13_0:source_t8_0
1255,59;18;17;129;99;47;108;135,study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p26:target_t2_400:source_t1_800
1256,41;3;125;49;2;20;56;51,study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p19:target_t17_1200:source_t11_800
1257,87;139;121;114;64;144;74;146,study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p27:target_t4_1200:source_t0_1200
1258,65;96;101;62;61;93;16;48,study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p19:target_t17_0:source_t9_1200
1259,72;143;45;11;13;70;35;112,study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p22:target_t13_800:source_t14_0
1260,102;141;46;81;95;83;50;29,study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p03:target_t25_400:source_t12_1200
1261,88;40;63;89;113;107;86;75,study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p20:target_t17_400:source_t4_1200
1262,134;55;92;147;54;111;98;9,study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p03:target_t9_400:source_t23_1200
1263,145;82;5;118;73;126;119;71,study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p20:target_t16_400:source_t0_1200
1264,10;151;12;136;34;130;31;38,study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p19:target_t6_800:source_t4_400
1265,15;33;19;52;110;85;133;91,study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p22:target_t1_400:source_t2_1200
1266,131;105;30;60;8;90;43;127,study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p23:target_t8_400:source_t6_1200
1267,78;100;84;67;27;142;148;149,study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p27:target_t16_1200:source_t1_800
1268,76;37;36;138;109;77;140;68,study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p20:target_t10_800:source_t0_0
1269,123;104;26;117;115;4;23;28,study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p03:target_t25_0:source_t12_800
1270,106;116;124;44;22;79;6;132,study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p23:target_t16_800:source_t11_0
1271,24;53;69;137;128;94;14;122,study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p23:target_t5_0:source_t3_800
1272,80;97;66;58;57;42;0;39,study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p19:target_t6_1200:source_t4_800
1273,120;150;1;32;103;21;25;7,study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p03:target_t6_1200:source_t23_400
1274,74;19;6;57;132;64;68;128,study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p23:target_t8_800:source_t9_0
1275,85;119;102;18;104;50;111;103,study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p22:target_t8_400:source_t6_1200
1276,7;118;31;58;71;129;91;70,study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p20:target_t16_0:source_t0_800
1277,75;87;93;100;131;59;13;109,study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p22:target_t12_1200:source_t11_400
1278,82;116;43;36;49;97;3;140,study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p26:target_t5_800:source_t7_800
1279,130;81;39;76;38;135;52;101,study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p22:target_t7_1200:source_t6_400
1280,35;23;15;40;121;66;95;41,study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p19:target_t8_400:source_t7_0
1281,51;32;137;42;84;12;26;114,study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p23:target_t2_0:source_t0_800
1282,90;9;4;79;14;92;148;65,study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p20:target_t9_1200:source_t21_400
1283,69;45;138;110;107;108;73;94,study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p22:target_t4_0:source_t3_800
1284,124;113;33;88;54;27;47;21,study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p03:target_t22_400:source_t8_0
1285,139;120;24;98;8;147;25;77,study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p21:target_t3_400:source_t15_800
1286,112;10;150;37;86;67;146;11,study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p03:target_t9_1200:source_t1_400
