fold,seed,participant,method,family,metric,value
0,20260941,2,Fiber-OneStep,head_aware_linear_A_H,subject_recall,0.02
0,20260941,2,Fiber-OneStep,head_aware_linear_A_H,cross_entropy,2.2067736460896628
0,20260941,2,Fiber-OneStep,head_aware_linear_A_H,same_different_verification_auroc,0.5018150142540386
0,20260941,3,Fiber-OneStep,head_aware_linear_A_H,subject_recall,0.02
0,20260941,3,Fiber-OneStep,head_aware_linear_A_H,cross_entropy,2.1660876601284924
0,20260941,3,Fiber-OneStep,head_aware_linear_A_H,same_different_verification_auroc,0.5123816813369052
0,20260941,4,Fiber-OneStep,head_aware_linear_A_H,subject_recall,0.03
0,20260941,4,Fiber-OneStep,head_aware_linear_A_H,cross_entropy,2.230608012748753
0,20260941,4,Fiber-OneStep,head_aware_linear_A_H,same_different_verification_auroc,0.5122577686045178
0,20260941,5,Fiber-OneStep,head_aware_linear_A_H,subject_recall,0.48
0,20260941,5,Fiber-OneStep,head_aware_linear_A_H,cross_entropy,2.1603573488985295
0,20260941,5,Fiber-OneStep,head_aware_linear_A_H,same_different_verification_auroc,0.5121422385404837
0,20260941,6,Fiber-OneStep,head_aware_linear_A_H,subject_recall,0.48
0,20260941,6,Fiber-OneStep,head_aware_linear_A_H,cross_entropy,2.1931188744103145
0,20260941,6,Fiber-OneStep,head_aware_linear_A_H,same_different_verification_auroc,0.5081546472850821
0,20260941,7,Fiber-OneStep,head_aware_linear_A_H,subject_recall,0.03
0,20260941,7,Fiber-OneStep,head_aware_linear_A_H,cross_entropy,2.1888705806042803
0,20260941,7,Fiber-OneStep,head_aware_linear_A_H,same_different_verification_auroc,0.49548513743581946
0,20260941,8,Fiber-OneStep,head_aware_linear_A_H,subject_recall,0.01
0,20260941,8,Fiber-OneStep,head_aware_linear_A_H,cross_entropy,2.177488066763895
0,20260941,8,Fiber-OneStep,head_aware_linear_A_H,same_different_verification_auroc,0.4755093638620163
0,20260941,9,Fiber-OneStep,head_aware_linear_A_H,subject_recall,0.02
0,20260941,9,Fiber-OneStep,head_aware_linear_A_H,cross_entropy,2.2134496674098156
0,20260941,9,Fiber-OneStep,head_aware_linear_A_H,same_different_verification_auroc,0.4977010265183919
0,20260941,1,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.04
0,20260941,1,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.341481695883691
0,20260941,1,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.46825704201955076
0,20260941,2,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.0
0,20260941,2,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.2539462925780347
0,20260941,2,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.5126248548199768
0,20260941,3,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.29
0,20260941,3,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.487401119405877
0,20260941,3,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.5047531572904708
0,20260941,4,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.35
0,20260941,4,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.0572072879623415
0,20260941,4,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.5288116806176661
0,20260941,5,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.18
0,20260941,5,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.2375998483230224
0,20260941,5,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.5047124165720243
0,20260941,6,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.01
0,20260941,6,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.1817975888839967
0,20260941,6,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.5163792729010119
0,20260941,7,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.2
0,20260941,7,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.175220509225817
0,20260941,7,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.4980533170036271
0,20260941,8,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.09
0,20260941,8,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.279331957374632
0,20260941,8,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.46962015497708753
0,20260941,9,Fiber-OneStep,head_aware_linear_A_Z,subject_recall,0.19
0,20260941,9,Fiber-OneStep,head_aware_linear_A_Z,cross_entropy,2.2105623846277593
0,20260941,9,Fiber-OneStep,head_aware_linear_A_Z,same_different_verification_auroc,0.5294875616731904
0,20260941,1,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.05
0,20260941,1,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.3409458981305282
0,20260941,1,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.4682893165581673
0,20260941,2,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.0
0,20260941,2,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.254955361040916
0,20260941,2,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.5126596980255517
0,20260941,3,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.29
0,20260941,3,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.4896154314233225
0,20260941,3,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.5046266105370584
0,20260941,4,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.35
0,20260941,4,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.056646682991841
0,20260941,4,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.5285374383671597
0,20260941,5,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.18
0,20260941,5,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.2381809450825925
0,20260941,5,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.5045900296114214
0,20260941,6,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.01
0,20260941,6,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.180315320219638
0,20260941,6,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.5165008904139339
0,20260941,7,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.2
0,20260941,7,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.1749298307486926
0,20260941,7,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.49799323419509706
0,20260941,8,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.09
0,20260941,8,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.280222589219157
0,20260941,8,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.4697514240707739
0,20260941,9,Fiber-OneStep,head_aware_linear_A_HZ,subject_recall,0.19
0,20260941,9,Fiber-OneStep,head_aware_linear_A_HZ,cross_entropy,2.210460813305496
0,20260941,9,Fiber-OneStep,head_aware_linear_A_HZ,same_different_verification_auroc,0.529443277946272
0,20260941,1,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.06
0,20260941,1,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.3447558562904236
0,20260941,1,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.4737702926161551
0,20260941,2,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.0
0,20260941,2,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.2489036066871853
0,20260941,2,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.5127283285819871
0,20260941,3,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.31
0,20260941,3,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.4837733721083266
0,20260941,3,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.5022058936088787
0,20260941,4,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.35
0,20260941,4,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.056045904115251
0,20260941,4,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.5305479111722662
0,20260941,5,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.2
0,20260941,5,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.2411999688371442
0,20260941,5,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.4959513771126012
0,20260941,6,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.05
0,20260941,6,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.1916176662268008
0,20260941,6,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.5250971250971251
0,20260941,7,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.21
0,20260941,7,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.1752066741002936
0,20260941,7,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.4999572210403266
0,20260941,8,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.09
0,20260941,8,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.2756505487380236
0,20260941,8,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.4681334330448065
0,20260941,9,Fiber-OneStep,head_aware_linear_A_HU,subject_recall,0.17
0,20260941,9,Fiber-OneStep,head_aware_linear_A_HU,cross_entropy,2.212424806450967
0,20260941,9,Fiber-OneStep,head_aware_linear_A_HU,same_different_verification_auroc,0.5298753143064521
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.0
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,2.335794448852539
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.47820994017819346
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.0
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,2.208186626434326
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.5018150142540386
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.0
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,2.261592149734497
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.5123816813369052
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.41
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,1.902164340019226
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.5122577686045178
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.47
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,2.0846331119537354
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.5121422385404837
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.09
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,2.250333309173584
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.5081546472850821
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.32
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,2.208127498626709
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.49548513743581946
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.0
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,2.1810996532440186
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.4755093638620163
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_H,subject_recall,0.08
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_H,cross_entropy,2.209338665008545
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_H,same_different_verification_auroc,0.4977010265183919
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.14
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,2.2869930267333984
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.46825704201955076
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.0
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,2.206329584121704
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.5126248548199768
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.2
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,2.2274973392486572
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.5047531572904708
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.5
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,1.8816816806793213
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.5288116806176661
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.11
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,2.2369463443756104
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.5047124165720243
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.08
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,2.2516462802886963
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.5163792729010119
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.23
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,2.1249918937683105
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.4980533170036271
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.0
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,2.276825428009033
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.46962015497708753
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,subject_recall,0.04
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,cross_entropy,2.2756121158599854
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_Z,same_different_verification_auroc,0.5294875616731904
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.2
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.2749407291412354
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.4682893165581673
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.0
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.666508436203003
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.5126596980255517
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.0
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.313838005065918
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.5046266105370584
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.25
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,1.8076287508010864
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.5285374383671597
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.36
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.158179759979248
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.5045900296114214
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.23
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.104191780090332
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.5165008904139339
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.17
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.2857892513275146
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.49799323419509706
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.0
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.372431516647339
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.4697514240707739
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,subject_recall,0.22
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,cross_entropy,2.1211347579956055
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_HZ,same_different_verification_auroc,0.529443277946272
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.12
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,2.363147497177124
0,20260941,1,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.4737702926161551
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.0
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,2.152839422225952
0,20260941,2,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5127283285819871
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.13
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,2.7194876670837402
0,20260941,3,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5022058936088787
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.33
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,1.9483892917633057
0,20260941,4,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5305479111722662
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.43
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,2.1814863681793213
0,20260941,5,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.4959513771126012
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.0
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,2.345305919647217
0,20260941,6,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5250971250971251
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.19
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,2.1717073917388916
0,20260941,7,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.4999572210403266
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.0
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,2.2346487045288086
0,20260941,8,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.4681334330448065
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,subject_recall,0.11
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,cross_entropy,2.2217020988464355
0,20260941,9,Fiber-OneStep,head_aware_adaptive_mlp_A_HU,same_different_verification_auroc,0.5298753143064521
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.02
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.2770577828048997
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.47820994017819346
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.02
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.2067736460896628
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.5018150142540386
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.02
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.1660876601284924
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.5123816813369052
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.03
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.230608012748753
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.5122577686045178
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.48
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.1603573488985295
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.5121422385404837
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.48
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.1931188744103145
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.5081546472850821
0,20260941,7,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.03
0,20260941,7,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.1888705806042803
0,20260941,7,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.49548513743581946
0,20260941,8,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.01
0,20260941,8,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.177488066763895
0,20260941,8,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.4755093638620163
0,20260941,9,Fiber-SANDiff,head_aware_linear_A_H,subject_recall,0.02
0,20260941,9,Fiber-SANDiff,head_aware_linear_A_H,cross_entropy,2.2134496674098156
0,20260941,9,Fiber-SANDiff,head_aware_linear_A_H,same_different_verification_auroc,0.4977010265183919
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.11
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.6797942981879506
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.4812048275115761
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.11
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.463180097731726
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.49466793369232387
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.15
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.6468103761264814
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.507186120678658
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.21
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.540932690570721
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.5152581890455987
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.17
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.330246995298475
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.49120628944516187
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.14
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.4665528480967867
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.5023633371459458
0,20260941,7,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.16
0,20260941,7,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.4246480016577077
0,20260941,7,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.4866736330680397
0,20260941,8,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.11
0,20260941,8,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.3799074491129946
0,20260941,8,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.5083445376145621
0,20260941,9,Fiber-SANDiff,head_aware_linear_A_Z,subject_recall,0.13
0,20260941,9,Fiber-SANDiff,head_aware_linear_A_Z,cross_entropy,2.4145102014809052
0,20260941,9,Fiber-SANDiff,head_aware_linear_A_Z,same_different_verification_auroc,0.5197300204785235
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_HZ,subject_recall,0.12
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_HZ,cross_entropy,2.678968584477351
0,20260941,1,Fiber-SANDiff,head_aware_linear_A_HZ,same_different_verification_auroc,0.4798293626158324
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_HZ,subject_recall,0.11
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_HZ,cross_entropy,2.4632988332572285
0,20260941,2,Fiber-SANDiff,head_aware_linear_A_HZ,same_different_verification_auroc,0.4960479358040334
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_HZ,subject_recall,0.15
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_HZ,cross_entropy,2.6463321830826856
0,20260941,3,Fiber-SANDiff,head_aware_linear_A_HZ,same_different_verification_auroc,0.5074606454904963
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_HZ,subject_recall,0.21
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_HZ,cross_entropy,2.5409657874220706
0,20260941,4,Fiber-SANDiff,head_aware_linear_A_HZ,same_different_verification_auroc,0.5145472613996867
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_HZ,subject_recall,0.17
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_HZ,cross_entropy,2.3305212257854335
0,20260941,5,Fiber-SANDiff,head_aware_linear_A_HZ,same_different_verification_auroc,0.49209515067598053
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_HZ,subject_recall,0.14
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_HZ,cross_entropy,2.466869311515127
0,20260941,6,Fiber-SANDiff,head_aware_linear_A_HZ,same_different_verification_auroc,0.5025698938742417
0,20260941,7,Fiber-SANDiff,head_aware_linear_A_HZ,subject_recall,0.16
0,20260941,7,Fiber-SANDiff,head_aware_linear_A_HZ,cross_entropy,2.4250396380169796
