fold,method,participant,retrained_head_balanced_accuracy,seed
4,Fiber-Gaussian,43,0.85,20260941
4,Fiber-Gaussian,44,0.68,20260941
4,Fiber-Gaussian,45,0.7,20260941
4,Fiber-Stratified-Resample,37,0.63,20260941
4,Fiber-Stratified-Resample,38,0.6799999999999999,20260941
4,Fiber-Stratified-Resample,39,0.67,20260941
4,Fiber-Stratified-Resample,40,0.78,20260941
4,Fiber-Stratified-Resample,41,0.6799999999999999,20260941
4,Fiber-Stratified-Resample,42,0.66,20260941
4,Fiber-Stratified-Resample,43,0.89,20260941
4,Fiber-Stratified-Resample,44,0.68,20260941
4,Fiber-Stratified-Resample,45,0.69,20260941
5,RAW,46,0.6599999999999999,20260940
5,RAW,47,0.78,20260940
5,RAW,48,0.65,20260940
5,RAW,49,0.86,20260940
5,RAW,50,0.68,20260940
5,RAW,51,0.6399999999999999,20260940
5,RAW,52,0.73,20260940
5,RAW,53,0.74,20260940
5,RAW,54,0.74,20260940
5,HEAD_ONLY,46,0.6499999999999999,20260940
5,HEAD_ONLY,47,0.8,20260940
5,HEAD_ONLY,48,0.66,20260940
5,HEAD_ONLY,49,0.88,20260940
5,HEAD_ONLY,50,0.64,20260940
5,HEAD_ONLY,51,0.7,20260940
5,HEAD_ONLY,52,0.73,20260940
5,HEAD_ONLY,53,0.76,20260940
5,HEAD_ONLY,54,0.77,20260940
5,LEACE,46,0.62,20260940
5,LEACE,47,0.6799999999999999,20260940
5,LEACE,48,0.7,20260940
5,LEACE,49,0.76,20260940
5,LEACE,50,0.56,20260940
5,LEACE,51,0.6000000000000001,20260940
5,LEACE,52,0.62,20260940
5,LEACE,53,0.71,20260940
5,LEACE,54,0.69,20260940
5,Fiber-OneStep,46,0.6599999999999999,20260940
5,Fiber-OneStep,47,0.79,20260940
5,Fiber-OneStep,48,0.66,20260940
5,Fiber-OneStep,49,0.88,20260940
5,Fiber-OneStep,50,0.64,20260940
5,Fiber-OneStep,51,0.72,20260940
5,Fiber-OneStep,52,0.74,20260940
5,Fiber-OneStep,53,0.77,20260940
5,Fiber-OneStep,54,0.76,20260940
5,Fiber-SANDiff,46,0.69,20260940
5,Fiber-SANDiff,47,0.8200000000000001,20260940
5,Fiber-SANDiff,48,0.68,20260940
5,Fiber-SANDiff,49,0.87,20260940
5,Fiber-SANDiff,50,0.64,20260940
5,Fiber-SANDiff,51,0.71,20260940
5,Fiber-SANDiff,52,0.75,20260940
5,Fiber-SANDiff,53,0.76,20260940
5,Fiber-SANDiff,54,0.79,20260940
5,Fiber-Gaussian,46,0.69,20260940
5,Fiber-Gaussian,47,0.79,20260940
5,Fiber-Gaussian,48,0.61,20260940
5,Fiber-Gaussian,49,0.86,20260940
5,Fiber-Gaussian,50,0.6399999999999999,20260940
5,Fiber-Gaussian,51,0.72,20260940
5,Fiber-Gaussian,52,0.73,20260940
5,Fiber-Gaussian,53,0.75,20260940
5,Fiber-Gaussian,54,0.76,20260940
5,Fiber-Stratified-Resample,46,0.65,20260940
5,Fiber-Stratified-Resample,47,0.75,20260940
5,Fiber-Stratified-Resample,48,0.63,20260940
5,Fiber-Stratified-Resample,49,0.89,20260940
5,Fiber-Stratified-Resample,50,0.63,20260940
5,Fiber-Stratified-Resample,51,0.7,20260940
5,Fiber-Stratified-Resample,52,0.75,20260940
5,Fiber-Stratified-Resample,53,0.73,20260940
5,Fiber-Stratified-Resample,54,0.76,20260940
5,RAW,46,0.72,20260941
5,RAW,47,0.81,20260941
5,RAW,48,0.7,20260941
5,RAW,49,0.79,20260941
5,RAW,50,0.6000000000000001,20260941
5,RAW,51,0.63,20260941
5,RAW,52,0.77,20260941
5,RAW,53,0.71,20260941
5,RAW,54,0.76,20260941
5,HEAD_ONLY,46,0.74,20260941
5,HEAD_ONLY,47,0.8400000000000001,20260941
5,HEAD_ONLY,48,0.66,20260941
5,HEAD_ONLY,49,0.84,20260941
5,HEAD_ONLY,50,0.5900000000000001,20260941
5,HEAD_ONLY,51,0.6100000000000001,20260941
5,HEAD_ONLY,52,0.76,20260941
5,HEAD_ONLY,53,0.72,20260941
5,HEAD_ONLY,54,0.73,20260941
5,LEACE,46,0.73,20260941
5,LEACE,47,0.79,20260941
5,LEACE,48,0.64,20260941
5,LEACE,49,0.77,20260941
5,LEACE,50,0.53,20260941
5,LEACE,51,0.62,20260941
5,LEACE,52,0.75,20260941
5,LEACE,53,0.71,20260941
5,LEACE,54,0.6599999999999999,20260941
5,Fiber-OneStep,46,0.74,20260941
5,Fiber-OneStep,47,0.8300000000000001,20260941
5,Fiber-OneStep,48,0.66,20260941
5,Fiber-OneStep,49,0.82,20260941
5,Fiber-OneStep,50,0.5900000000000001,20260941
5,Fiber-OneStep,51,0.6100000000000001,20260941
5,Fiber-OneStep,52,0.76,20260941
5,Fiber-OneStep,53,0.72,20260941
5,Fiber-OneStep,54,0.72,20260941
5,Fiber-SANDiff,46,0.73,20260941
5,Fiber-SANDiff,47,0.8400000000000001,20260941
5,Fiber-SANDiff,48,0.66,20260941
5,Fiber-SANDiff,49,0.8300000000000001,20260941
5,Fiber-SANDiff,50,0.5900000000000001,20260941
5,Fiber-SANDiff,51,0.6,20260941
5,Fiber-SANDiff,52,0.74,20260941
5,Fiber-SANDiff,53,0.71,20260941
5,Fiber-SANDiff,54,0.75,20260941
5,Fiber-Gaussian,46,0.75,20260941
5,Fiber-Gaussian,47,0.8300000000000001,20260941
5,Fiber-Gaussian,48,0.65,20260941
5,Fiber-Gaussian,49,0.8300000000000001,20260941
5,Fiber-Gaussian,50,0.6200000000000001,20260941
5,Fiber-Gaussian,51,0.6599999999999999,20260941
5,Fiber-Gaussian,52,0.75,20260941
5,Fiber-Gaussian,53,0.73,20260941
5,Fiber-Gaussian,54,0.71,20260941
5,Fiber-Stratified-Resample,46,0.76,20260941
5,Fiber-Stratified-Resample,47,0.8400000000000001,20260941
5,Fiber-Stratified-Resample,48,0.66,20260941
5,Fiber-Stratified-Resample,49,0.8400000000000001,20260941
5,Fiber-Stratified-Resample,50,0.5700000000000001,20260941
5,Fiber-Stratified-Resample,51,0.64,20260941
5,Fiber-Stratified-Resample,52,0.77,20260941
5,Fiber-Stratified-Resample,53,0.73,20260941
5,Fiber-Stratified-Resample,54,0.73,20260941
