donor,method,recipient,risk
sub-09,V26_CALIB_SDEDIT_MATCH,sub-15,1.2493533248133544
sub-11,V26_CALIB_SDEDIT_MATCH,sub-15,1.147487286478281
sub-12,V26_CALIB_SDEDIT_MATCH,sub-15,1.1461852781940252
sub-14,V26_CALIB_SDEDIT_MATCH,sub-15,1.1427570985785376
sub-15,V26_CALIB_SDEDIT_MATCH,sub-15,1.1108851634586852
sub-17,V26_CALIB_SDEDIT_MATCH,sub-15,1.1348657432374443
sub-18,V26_CALIB_SDEDIT_MATCH,sub-15,1.164672948161347
sub-19,V26_CALIB_SDEDIT_MATCH,sub-15,1.17261149139247
sub-21,V26_CALIB_SDEDIT_MATCH,sub-15,1.2093566893599927
sub-23,V26_CALIB_SDEDIT_MATCH,sub-15,1.1462609539222386
sub-02,V26_CALIB_SDEDIT_MATCH,sub-17,0.39112042953881127
sub-03,V26_CALIB_SDEDIT_MATCH,sub-17,0.38206205046218306
sub-05,V26_CALIB_SDEDIT_MATCH,sub-17,0.38572905215227765
sub-06,V26_CALIB_SDEDIT_MATCH,sub-17,0.396432438865304
sub-07,V26_CALIB_SDEDIT_MATCH,sub-17,0.3775673711982866
sub-09,V26_CALIB_SDEDIT_MATCH,sub-17,0.7170385025286427
sub-11,V26_CALIB_SDEDIT_MATCH,sub-17,0.3868362561851326
sub-12,V26_CALIB_SDEDIT_MATCH,sub-17,0.4247422117170774
sub-14,V26_CALIB_SDEDIT_MATCH,sub-17,0.39814197918814087
sub-15,V26_CALIB_SDEDIT_MATCH,sub-17,0.3885327973661737
sub-17,V26_CALIB_SDEDIT_MATCH,sub-17,0.3824663891767462
sub-18,V26_CALIB_SDEDIT_MATCH,sub-17,0.40737456947358125
sub-19,V26_CALIB_SDEDIT_MATCH,sub-17,0.40284612666194636
sub-21,V26_CALIB_SDEDIT_MATCH,sub-17,0.45347770117223263
sub-23,V26_CALIB_SDEDIT_MATCH,sub-17,0.39049556013196707
sub-02,V26_CALIB_SDEDIT_MATCH,sub-18,0.33601426578954685
sub-03,V26_CALIB_SDEDIT_MATCH,sub-18,0.3273494017
sub-05,V26_CALIB_SDEDIT_MATCH,sub-18,0.33196998773039216
sub-06,V26_CALIB_SDEDIT_MATCH,sub-18,0.3413908322755661
sub-07,V26_CALIB_SDEDIT_MATCH,sub-18,0.3207460466461877
sub-09,V26_CALIB_SDEDIT_MATCH,sub-18,0.6840705355215403
sub-11,V26_CALIB_SDEDIT_MATCH,sub-18,0.32837330718110835
sub-12,V26_CALIB_SDEDIT_MATCH,sub-18,0.34340935523828703
sub-14,V26_CALIB_SDEDIT_MATCH,sub-18,0.33367483602422804
sub-15,V26_CALIB_SDEDIT_MATCH,sub-18,0.33977018200999337
sub-17,V26_CALIB_SDEDIT_MATCH,sub-18,0.32719405996613204
sub-18,V26_CALIB_SDEDIT_MATCH,sub-18,0.3488834948123743
sub-19,V26_CALIB_SDEDIT_MATCH,sub-18,0.34711780383562046
sub-21,V26_CALIB_SDEDIT_MATCH,sub-18,0.3978047518887453
sub-23,V26_CALIB_SDEDIT_MATCH,sub-18,0.3299427679481192
sub-02,V26_CALIB_SDEDIT_MATCH,sub-19,0.7487862693766753
sub-03,V26_CALIB_SDEDIT_MATCH,sub-19,0.7437664210382434
sub-05,V26_CALIB_SDEDIT_MATCH,sub-19,0.7462721256435745
sub-06,V26_CALIB_SDEDIT_MATCH,sub-19,0.7497479728060878
sub-07,V26_CALIB_SDEDIT_MATCH,sub-19,0.7491564768780438
sub-09,V26_CALIB_SDEDIT_MATCH,sub-19,0.8936963890575701
sub-11,V26_CALIB_SDEDIT_MATCH,sub-19,0.7476947930279292
sub-12,V26_CALIB_SDEDIT_MATCH,sub-19,0.7468359351623803
sub-14,V26_CALIB_SDEDIT_MATCH,sub-19,0.7479055950211154
sub-15,V26_CALIB_SDEDIT_MATCH,sub-19,0.7611280564839641
sub-17,V26_CALIB_SDEDIT_MATCH,sub-19,0.7480010553263128
sub-18,V26_CALIB_SDEDIT_MATCH,sub-19,0.7449475933228515
sub-19,V26_CALIB_SDEDIT_MATCH,sub-19,0.7547287496013775
sub-21,V26_CALIB_SDEDIT_MATCH,sub-19,0.7650266288676195
sub-23,V26_CALIB_SDEDIT_MATCH,sub-19,0.7492905898899253
sub-02,V26_CALIB_SDEDIT_MATCH,sub-21,0.40803056489676237
sub-03,V26_CALIB_SDEDIT_MATCH,sub-21,0.40021222260677153
sub-05,V26_CALIB_SDEDIT_MATCH,sub-21,0.40270727489971453
sub-06,V26_CALIB_SDEDIT_MATCH,sub-21,0.4028001195854611
sub-07,V26_CALIB_SDEDIT_MATCH,sub-21,0.4051009068886439
sub-09,V26_CALIB_SDEDIT_MATCH,sub-21,0.5116943773917026
sub-11,V26_CALIB_SDEDIT_MATCH,sub-21,0.4078437118894524
sub-12,V26_CALIB_SDEDIT_MATCH,sub-21,0.4081057856480281
sub-14,V26_CALIB_SDEDIT_MATCH,sub-21,0.40229113462070626
sub-15,V26_CALIB_SDEDIT_MATCH,sub-21,0.41636833724462324
sub-17,V26_CALIB_SDEDIT_MATCH,sub-21,0.40415219786680406
sub-18,V26_CALIB_SDEDIT_MATCH,sub-21,0.3997012162581086
sub-19,V26_CALIB_SDEDIT_MATCH,sub-21,0.4166619743530949
sub-21,V26_CALIB_SDEDIT_MATCH,sub-21,0.41216245086656683
sub-23,V26_CALIB_SDEDIT_MATCH,sub-21,0.40280489520066315
sub-02,V26_CALIB_SDEDIT_MATCH,sub-23,0.23658024392918578
sub-03,V26_CALIB_SDEDIT_MATCH,sub-23,0.23779691714379522
sub-05,V26_CALIB_SDEDIT_MATCH,sub-23,0.2327071275665528
sub-06,V26_CALIB_SDEDIT_MATCH,sub-23,0.23213858767930004
sub-07,V26_CALIB_SDEDIT_MATCH,sub-23,0.22903511261877915
sub-09,V26_CALIB_SDEDIT_MATCH,sub-23,0.3148549204019622
sub-11,V26_CALIB_SDEDIT_MATCH,sub-23,0.2356914899881101
sub-12,V26_CALIB_SDEDIT_MATCH,sub-23,0.26731545964462894
sub-14,V26_CALIB_SDEDIT_MATCH,sub-23,0.2335662547395461
sub-15,V26_CALIB_SDEDIT_MATCH,sub-23,0.23296718291627863
sub-17,V26_CALIB_SDEDIT_MATCH,sub-23,0.2325060566007677
sub-18,V26_CALIB_SDEDIT_MATCH,sub-23,0.2363330308968822
sub-19,V26_CALIB_SDEDIT_MATCH,sub-23,0.24098314445776245
sub-21,V26_CALIB_SDEDIT_MATCH,sub-23,0.26574944127868444
sub-23,V26_CALIB_SDEDIT_MATCH,sub-23,0.23267450951971114
sub-02,V29_PA_SC_CDM_MATCH,sub-02,0.850329045156185
sub-03,V29_PA_SC_CDM_MATCH,sub-02,0.8503295566034567
sub-05,V29_PA_SC_CDM_MATCH,sub-02,0.8503294860816418
sub-06,V29_PA_SC_CDM_MATCH,sub-02,0.8503290997614386
sub-07,V29_PA_SC_CDM_MATCH,sub-02,0.8503294138653371
sub-09,V29_PA_SC_CDM_MATCH,sub-02,0.8503291816086858
sub-11,V29_PA_SC_CDM_MATCH,sub-02,0.8503295142565751
sub-12,V29_PA_SC_CDM_MATCH,sub-02,0.8503294370942361
sub-14,V29_PA_SC_CDM_MATCH,sub-02,0.8503289260600772
sub-15,V29_PA_SC_CDM_MATCH,sub-02,0.8503296885844772
sub-17,V29_PA_SC_CDM_MATCH,sub-02,0.8503297905667244
sub-18,V29_PA_SC_CDM_MATCH,sub-02,0.8503296626012241
sub-19,V29_PA_SC_CDM_MATCH,sub-02,0.8503292777774428
sub-21,V29_PA_SC_CDM_MATCH,sub-02,0.8503292880939424
sub-23,V29_PA_SC_CDM_MATCH,sub-02,0.850329014492066
sub-02,V29_PA_SC_CDM_MATCH,sub-03,0.4430697083072219
sub-03,V29_PA_SC_CDM_MATCH,sub-03,0.44307022974761723
sub-05,V29_PA_SC_CDM_MATCH,sub-03,0.4430702445323631
sub-06,V29_PA_SC_CDM_MATCH,sub-03,0.44307000704187277
sub-07,V29_PA_SC_CDM_MATCH,sub-03,0.4430702412145264
sub-09,V29_PA_SC_CDM_MATCH,sub-03,0.44306968134413993
sub-11,V29_PA_SC_CDM_MATCH,sub-03,0.4430702613058706
sub-12,V29_PA_SC_CDM_MATCH,sub-03,0.44306958703802796
sub-14,V29_PA_SC_CDM_MATCH,sub-03,0.44307002577827204
sub-15,V29_PA_SC_CDM_MATCH,sub-03,0.44306974998714094
sub-17,V29_PA_SC_CDM_MATCH,sub-03,0.4430698452084067
sub-18,V29_PA_SC_CDM_MATCH,sub-03,0.44306996641939295
sub-19,V29_PA_SC_CDM_MATCH,sub-03,0.4430698762977651
sub-21,V29_PA_SC_CDM_MATCH,sub-03,0.44306998911067946
sub-23,V29_PA_SC_CDM_MATCH,sub-03,0.4430697761417832
sub-02,V29_PA_SC_CDM_MATCH,sub-05,0.45315334032380233
sub-03,V29_PA_SC_CDM_MATCH,sub-05,0.4531537460117963
sub-05,V29_PA_SC_CDM_MATCH,sub-05,0.4531535270087059
sub-06,V29_PA_SC_CDM_MATCH,sub-05,0.4531530761418657
sub-07,V29_PA_SC_CDM_MATCH,sub-05,0.4531535553267329
sub-09,V29_PA_SC_CDM_MATCH,sub-05,0.45315290495636873
sub-11,V29_PA_SC_CDM_MATCH,sub-05,0.4531535884242557
sub-12,V29_PA_SC_CDM_MATCH,sub-05,0.4531525415724092
sub-14,V29_PA_SC_CDM_MATCH,sub-05,0.45315313239633626
sub-15,V29_PA_SC_CDM_MATCH,sub-05,0.45315330442261054
sub-17,V29_PA_SC_CDM_MATCH,sub-05,0.45315344966689336
sub-18,V29_PA_SC_CDM_MATCH,sub-05,0.4531530364959811
sub-19,V29_PA_SC_CDM_MATCH,sub-05,0.45315287699405515
sub-21,V29_PA_SC_CDM_MATCH,sub-05,0.45315326736049927
sub-23,V29_PA_SC_CDM_MATCH,sub-05,0.4531529320714374
sub-02,V29_PA_SC_CDM_MATCH,sub-06,0.7116987036165989
sub-03,V29_PA_SC_CDM_MATCH,sub-06,0.7116969007733537
sub-05,V29_PA_SC_CDM_MATCH,sub-06,0.7116951771183975
sub-06,V29_PA_SC_CDM_MATCH,sub-06,0.711695115107836
sub-07,V29_PA_SC_CDM_MATCH,sub-06,0.7116969296087822
sub-09,V29_PA_SC_CDM_MATCH,sub-06,0.7116938744180111
sub-11,V29_PA_SC_CDM_MATCH,sub-06,0.711695915725108
sub-12,V29_PA_SC_CDM_MATCH,sub-06,0.7116958278024362
sub-14,V29_PA_SC_CDM_MATCH,sub-06,0.7116942984931586
sub-15,V29_PA_SC_CDM_MATCH,sub-06,0.711699239450455
sub-17,V29_PA_SC_CDM_MATCH,sub-06,0.7117024083628266
sub-18,V29_PA_SC_CDM_MATCH,sub-06,0.7116937641015587
sub-19,V29_PA_SC_CDM_MATCH,sub-06,0.7116956828427243
sub-21,V29_PA_SC_CDM_MATCH,sub-06,0.7116924210438608
sub-23,V29_PA_SC_CDM_MATCH,sub-06,0.7116944152771288
sub-02,V29_PA_SC_CDM_MATCH,sub-07,0.33769535725393024
sub-03,V29_PA_SC_CDM_MATCH,sub-07,0.33769446827257826
sub-05,V29_PA_SC_CDM_MATCH,sub-07,0.33769376915329813
sub-06,V29_PA_SC_CDM_MATCH,sub-07,0.33769388552819796
sub-07,V29_PA_SC_CDM_MATCH,sub-07,0.33769414066854453
sub-09,V29_PA_SC_CDM_MATCH,sub-07,0.3376931343340806
sub-11,V29_PA_SC_CDM_MATCH,sub-07,0.3376945455254625
sub-12,V29_PA_SC_CDM_MATCH,sub-07,0.3376942771687432
sub-14,V29_PA_SC_CDM_MATCH,sub-07,0.33769371593209346
sub-15,V29_PA_SC_CDM_MATCH,sub-07,0.33769487378756624
sub-17,V29_PA_SC_CDM_MATCH,sub-07,0.3376957026404044
sub-18,V29_PA_SC_CDM_MATCH,sub-07,0.33769384202767266
sub-19,V29_PA_SC_CDM_MATCH,sub-07,0.3376940212199568
sub-21,V29_PA_SC_CDM_MATCH,sub-07,0.3376934602565598
sub-23,V29_PA_SC_CDM_MATCH,sub-07,0.33769402804480503
sub-02,V29_PA_SC_CDM_MATCH,sub-09,4.841408732689968
sub-03,V29_PA_SC_CDM_MATCH,sub-09,4.841409046649157
sub-05,V29_PA_SC_CDM_MATCH,sub-09,4.841408924700873
sub-06,V29_PA_SC_CDM_MATCH,sub-09,4.841409008972631
sub-07,V29_PA_SC_CDM_MATCH,sub-09,4.84140886717877
sub-09,V29_PA_SC_CDM_MATCH,sub-09,4.841409487601292
sub-11,V29_PA_SC_CDM_MATCH,sub-09,4.841408984383129
sub-12,V29_PA_SC_CDM_MATCH,sub-09,4.841408888751175
sub-14,V29_PA_SC_CDM_MATCH,sub-09,4.841409052741558
sub-15,V29_PA_SC_CDM_MATCH,sub-09,4.8414087653865066
sub-17,V29_PA_SC_CDM_MATCH,sub-09,4.841408089863964
sub-18,V29_PA_SC_CDM_MATCH,sub-09,4.841409568500239
sub-19,V29_PA_SC_CDM_MATCH,sub-09,4.841408747235416
sub-21,V29_PA_SC_CDM_MATCH,sub-09,4.841409699448074
sub-23,V29_PA_SC_CDM_MATCH,sub-09,4.841409429752578
sub-02,V29_PA_SC_CDM_MATCH,sub-11,0.36262474320149823
sub-03,V29_PA_SC_CDM_MATCH,sub-11,0.36262373354919775
sub-05,V29_PA_SC_CDM_MATCH,sub-11,0.36262367794147893
sub-06,V29_PA_SC_CDM_MATCH,sub-11,0.36262356258197953
sub-07,V29_PA_SC_CDM_MATCH,sub-11,0.3626240729402828
sub-09,V29_PA_SC_CDM_MATCH,sub-11,0.3626311322877882
sub-11,V29_PA_SC_CDM_MATCH,sub-11,0.36262397065002006
sub-12,V29_PA_SC_CDM_MATCH,sub-11,0.36262416393664254
sub-14,V29_PA_SC_CDM_MATCH,sub-11,0.3626234755291888
sub-15,V29_PA_SC_CDM_MATCH,sub-11,0.36262488290635203
sub-17,V29_PA_SC_CDM_MATCH,sub-11,0.3626239639949442
sub-18,V29_PA_SC_CDM_MATCH,sub-11,0.36262376402737573
sub-19,V29_PA_SC_CDM_MATCH,sub-11,0.362623591564544
sub-21,V29_PA_SC_CDM_MATCH,sub-11,0.36262455515679903
sub-23,V29_PA_SC_CDM_MATCH,sub-11,0.3626239110696285
sub-02,V29_PA_SC_CDM_MATCH,sub-12,0.5858845071537265
sub-03,V29_PA_SC_CDM_MATCH,sub-12,0.5858822261151445
sub-05,V29_PA_SC_CDM_MATCH,sub-12,0.5858808374840817
sub-06,V29_PA_SC_CDM_MATCH,sub-12,0.5858805570816102
sub-07,V29_PA_SC_CDM_MATCH,sub-12,0.5858822126174346
sub-09,V29_PA_SC_CDM_MATCH,sub-12,0.5858879570312436
sub-11,V29_PA_SC_CDM_MATCH,sub-12,0.5858824336739619
sub-12,V29_PA_SC_CDM_MATCH,sub-12,0.5858823442281896
sub-14,V29_PA_SC_CDM_MATCH,sub-12,0.5858819183389036
sub-15,V29_PA_SC_CDM_MATCH,sub-12,0.5858822731534019
sub-17,V29_PA_SC_CDM_MATCH,sub-12,0.5858826099332267
sub-18,V29_PA_SC_CDM_MATCH,sub-12,0.5858810719639426
sub-19,V29_PA_SC_CDM_MATCH,sub-12,0.5858816352976848
sub-21,V29_PA_SC_CDM_MATCH,sub-12,0.5858818140922167
sub-23,V29_PA_SC_CDM_MATCH,sub-12,0.5858822146676378
sub-02,V29_PA_SC_CDM_MATCH,sub-14,0.3739030031509982
sub-03,V29_PA_SC_CDM_MATCH,sub-14,0.37390352658177206
sub-05,V29_PA_SC_CDM_MATCH,sub-14,0.37390332521236913
sub-06,V29_PA_SC_CDM_MATCH,sub-14,0.3738968108955305
sub-07,V29_PA_SC_CDM_MATCH,sub-14,0.3739049248623713
sub-09,V29_PA_SC_CDM_MATCH,sub-14,0.3739130147199224
sub-11,V29_PA_SC_CDM_MATCH,sub-14,0.3739037377801853
sub-12,V29_PA_SC_CDM_MATCH,sub-14,0.3739060269549049
sub-14,V29_PA_SC_CDM_MATCH,sub-14,0.373898027309527
sub-15,V29_PA_SC_CDM_MATCH,sub-14,0.3739075412013335
sub-17,V29_PA_SC_CDM_MATCH,sub-14,0.3739088419097243
sub-18,V29_PA_SC_CDM_MATCH,sub-14,0.37390526661975954
sub-19,V29_PA_SC_CDM_MATCH,sub-14,0.3739038455169066
sub-21,V29_PA_SC_CDM_MATCH,sub-14,0.373904368645324
sub-23,V29_PA_SC_CDM_MATCH,sub-14,0.3738995997078342
sub-02,V29_PA_SC_CDM_MATCH,sub-15,1.181571183047102
sub-03,V29_PA_SC_CDM_MATCH,sub-15,1.1815716385446853
sub-05,V29_PA_SC_CDM_MATCH,sub-15,1.1815710371140284
sub-06,V29_PA_SC_CDM_MATCH,sub-15,1.1815706756024156
sub-07,V29_PA_SC_CDM_MATCH,sub-15,1.1815717887560215
sub-09,V29_PA_SC_CDM_MATCH,sub-15,1.181573666690383
sub-11,V29_PA_SC_CDM_MATCH,sub-15,1.1815712903108864
sub-12,V29_PA_SC_CDM_MATCH,sub-15,1.181570460935796
sub-14,V29_PA_SC_CDM_MATCH,sub-15,1.181570827708735
sub-15,V29_PA_SC_CDM_MATCH,sub-15,1.1815715678870522
sub-17,V29_PA_SC_CDM_MATCH,sub-15,1.1815718237194233
sub-18,V29_PA_SC_CDM_MATCH,sub-15,1.1815716270066332
sub-19,V29_PA_SC_CDM_MATCH,sub-15,1.1815718900567542
sub-21,V29_PA_SC_CDM_MATCH,sub-15,1.1815727849283981
sub-23,V29_PA_SC_CDM_MATCH,sub-15,1.1815713090052467
sub-02,V29_PA_SC_CDM_MATCH,sub-17,0.3700975086976541
sub-03,V29_PA_SC_CDM_MATCH,sub-17,0.37009795525389366
sub-05,V29_PA_SC_CDM_MATCH,sub-17,0.37009742556175396
sub-06,V29_PA_SC_CDM_MATCH,sub-17,0.37009701107146814
sub-07,V29_PA_SC_CDM_MATCH,sub-17,0.370098427842701
sub-09,V29_PA_SC_CDM_MATCH,sub-17,0.3701010074752655
sub-11,V29_PA_SC_CDM_MATCH,sub-17,0.37009817715766574
sub-12,V29_PA_SC_CDM_MATCH,sub-17,0.37009602079342585
sub-14,V29_PA_SC_CDM_MATCH,sub-17,0.3700968859621854
sub-15,V29_PA_SC_CDM_MATCH,sub-17,0.3700994039496032
sub-17,V29_PA_SC_CDM_MATCH,sub-17,0.3700979976929375
sub-18,V29_PA_SC_CDM_MATCH,sub-17,0.3700980670352389
sub-19,V29_PA_SC_CDM_MATCH,sub-17,0.3700982295477944
sub-21,V29_PA_SC_CDM_MATCH,sub-17,0.37009796802643297
sub-23,V29_PA_SC_CDM_MATCH,sub-17,0.37009767797119114
sub-02,V29_PA_SC_CDM_MATCH,sub-18,0.3338138032631832
sub-03,V29_PA_SC_CDM_MATCH,sub-18,0.33381434789286385
sub-05,V29_PA_SC_CDM_MATCH,sub-18,0.3338135260524318
sub-06,V29_PA_SC_CDM_MATCH,sub-18,0.333812844494888
sub-07,V29_PA_SC_CDM_MATCH,sub-18,0.3338143302858548
sub-09,V29_PA_SC_CDM_MATCH,sub-18,0.33381736793024985
sub-11,V29_PA_SC_CDM_MATCH,sub-18,0.3338143073002963
sub-12,V29_PA_SC_CDM_MATCH,sub-18,0.33381216208282344
sub-14,V29_PA_SC_CDM_MATCH,sub-18,0.3338133080671671
sub-15,V29_PA_SC_CDM_MATCH,sub-18,0.3338159074652746
sub-17,V29_PA_SC_CDM_MATCH,sub-18,0.3338143337791229
sub-18,V29_PA_SC_CDM_MATCH,sub-18,0.3338128626508276
sub-19,V29_PA_SC_CDM_MATCH,sub-18,0.33381354088891796
sub-21,V29_PA_SC_CDM_MATCH,sub-18,0.3338158468775671
sub-23,V29_PA_SC_CDM_MATCH,sub-18,0.33381390304889974
sub-02,V29_PA_SC_CDM_MATCH,sub-19,0.7975021181417913
sub-03,V29_PA_SC_CDM_MATCH,sub-19,0.7975021132668999
sub-05,V29_PA_SC_CDM_MATCH,sub-19,0.7975022866109308
sub-06,V29_PA_SC_CDM_MATCH,sub-19,0.7975020430587595
sub-07,V29_PA_SC_CDM_MATCH,sub-19,0.7975021196471062
sub-09,V29_PA_SC_CDM_MATCH,sub-19,0.7975034174920035
sub-11,V29_PA_SC_CDM_MATCH,sub-19,0.7975020637952387
sub-12,V29_PA_SC_CDM_MATCH,sub-19,0.797502233029162
sub-14,V29_PA_SC_CDM_MATCH,sub-19,0.7975021245688872
sub-15,V29_PA_SC_CDM_MATCH,sub-19,0.7975026271031108
sub-17,V29_PA_SC_CDM_MATCH,sub-19,0.7975026473464418
sub-18,V29_PA_SC_CDM_MATCH,sub-19,0.797502012451231
sub-19,V29_PA_SC_CDM_MATCH,sub-19,0.7975018917220749
sub-21,V29_PA_SC_CDM_MATCH,sub-19,0.7975030195278426
sub-23,V29_PA_SC_CDM_MATCH,sub-19,0.7975019621775976
sub-02,V29_PA_SC_CDM_MATCH,sub-21,0.4552675320899451
sub-03,V29_PA_SC_CDM_MATCH,sub-21,0.45526749796893756
sub-05,V29_PA_SC_CDM_MATCH,sub-21,0.455267380342573
sub-06,V29_PA_SC_CDM_MATCH,sub-21,0.45526702410360387
sub-07,V29_PA_SC_CDM_MATCH,sub-21,0.4552675809762958
sub-09,V29_PA_SC_CDM_MATCH,sub-21,0.45526857049521313
sub-11,V29_PA_SC_CDM_MATCH,sub-21,0.45526762963304973
sub-12,V29_PA_SC_CDM_MATCH,sub-21,0.45526716573739473
sub-14,V29_PA_SC_CDM_MATCH,sub-21,0.4552671153667487
sub-15,V29_PA_SC_CDM_MATCH,sub-21,0.45526791075988315
sub-17,V29_PA_SC_CDM_MATCH,sub-21,0.4552676923873757
sub-18,V29_PA_SC_CDM_MATCH,sub-21,0.4552676968725993
sub-19,V29_PA_SC_CDM_MATCH,sub-21,0.4552681348076375
sub-21,V29_PA_SC_CDM_MATCH,sub-21,0.455268018427887
sub-23,V29_PA_SC_CDM_MATCH,sub-21,0.4552673034454024
sub-02,V29_PA_SC_CDM_MATCH,sub-23,0.1303010437808957
sub-03,V29_PA_SC_CDM_MATCH,sub-23,0.13030123535039215
sub-05,V29_PA_SC_CDM_MATCH,sub-23,0.13030121890026045
sub-06,V29_PA_SC_CDM_MATCH,sub-23,0.13030018479104102
sub-07,V29_PA_SC_CDM_MATCH,sub-23,0.13030187996143164
sub-09,V29_PA_SC_CDM_MATCH,sub-23,0.13030546133813914
sub-11,V29_PA_SC_CDM_MATCH,sub-23,0.13030200779677317
sub-12,V29_PA_SC_CDM_MATCH,sub-23,0.13030059138610442
sub-14,V29_PA_SC_CDM_MATCH,sub-23,0.13030057673717643
sub-15,V29_PA_SC_CDM_MATCH,sub-23,0.13030338910175487
sub-17,V29_PA_SC_CDM_MATCH,sub-23,0.13030200485566942
sub-18,V29_PA_SC_CDM_MATCH,sub-23,0.13030094974156883
sub-19,V29_PA_SC_CDM_MATCH,sub-23,0.13030186598350865
sub-21,V29_PA_SC_CDM_MATCH,sub-23,0.13030264170730435
sub-23,V29_PA_SC_CDM_MATCH,sub-23,0.13030070024251472
sub-02,V29_PA_SC_DET_MATCH,sub-02,0.8498272262796592
sub-03,V29_PA_SC_DET_MATCH,sub-02,0.8498273795000083
sub-05,V29_PA_SC_DET_MATCH,sub-02,0.8498274250466945
sub-06,V29_PA_SC_DET_MATCH,sub-02,0.8498273024912729
sub-07,V29_PA_SC_DET_MATCH,sub-02,0.8498274747479527
sub-09,V29_PA_SC_DET_MATCH,sub-02,0.8498275061614954
sub-11,V29_PA_SC_DET_MATCH,sub-02,0.8498273749678953
sub-12,V29_PA_SC_DET_MATCH,sub-02,0.8498273845066756
sub-14,V29_PA_SC_DET_MATCH,sub-02,0.8498273427370199
sub-15,V29_PA_SC_DET_MATCH,sub-02,0.8498277841184366
sub-17,V29_PA_SC_DET_MATCH,sub-02,0.8498277453400078
sub-18,V29_PA_SC_DET_MATCH,sub-02,0.8498274755450742
sub-19,V29_PA_SC_DET_MATCH,sub-02,0.8498273578168463
sub-21,V29_PA_SC_DET_MATCH,sub-02,0.8498273104527875
sub-23,V29_PA_SC_DET_MATCH,sub-02,0.8498273101310284
sub-02,V29_PA_SC_DET_MATCH,sub-03,0.4398593598064811
sub-03,V29_PA_SC_DET_MATCH,sub-03,0.4398591343714442
sub-05,V29_PA_SC_DET_MATCH,sub-03,0.43985923137936167
sub-06,V29_PA_SC_DET_MATCH,sub-03,0.43985911962550345
sub-07,V29_PA_SC_DET_MATCH,sub-03,0.43985937159676625
sub-09,V29_PA_SC_DET_MATCH,sub-03,0.439859339873591
sub-11,V29_PA_SC_DET_MATCH,sub-03,0.43985943243185627
sub-12,V29_PA_SC_DET_MATCH,sub-03,0.43985910028439124
sub-14,V29_PA_SC_DET_MATCH,sub-03,0.43985924023501055
sub-15,V29_PA_SC_DET_MATCH,sub-03,0.4398598595774577
sub-17,V29_PA_SC_DET_MATCH,sub-03,0.4398595236222415
sub-18,V29_PA_SC_DET_MATCH,sub-03,0.43985925781695795
sub-19,V29_PA_SC_DET_MATCH,sub-03,0.439859367669366
sub-21,V29_PA_SC_DET_MATCH,sub-03,0.43985925827776856
sub-23,V29_PA_SC_DET_MATCH,sub-03,0.4398592568662328
sub-02,V29_PA_SC_DET_MATCH,sub-05,0.4520435015874682
sub-03,V29_PA_SC_DET_MATCH,sub-05,0.45204377743519014
sub-05,V29_PA_SC_DET_MATCH,sub-05,0.4520435878091828
sub-06,V29_PA_SC_DET_MATCH,sub-05,0.4520435805202901
sub-07,V29_PA_SC_DET_MATCH,sub-05,0.45204415075487403
sub-09,V29_PA_SC_DET_MATCH,sub-05,0.45204384496739497
sub-11,V29_PA_SC_DET_MATCH,sub-05,0.452044117044554
sub-12,V29_PA_SC_DET_MATCH,sub-05,0.45204394979615853
sub-14,V29_PA_SC_DET_MATCH,sub-05,0.45204380719385684
sub-15,V29_PA_SC_DET_MATCH,sub-05,0.45204410164377706
sub-17,V29_PA_SC_DET_MATCH,sub-05,0.4520444460892274
sub-18,V29_PA_SC_DET_MATCH,sub-05,0.4520436611007123
sub-19,V29_PA_SC_DET_MATCH,sub-05,0.45204419712536037
sub-21,V29_PA_SC_DET_MATCH,sub-05,0.45204376095918836
sub-23,V29_PA_SC_DET_MATCH,sub-05,0.45204377993488576
sub-02,V29_PA_SC_DET_MATCH,sub-06,0.7085320543701528
sub-03,V29_PA_SC_DET_MATCH,sub-06,0.7085325322582826
sub-05,V29_PA_SC_DET_MATCH,sub-06,0.7085302725948471
sub-06,V29_PA_SC_DET_MATCH,sub-06,0.7085305025862504
sub-07,V29_PA_SC_DET_MATCH,sub-06,0.7085335314849445
sub-09,V29_PA_SC_DET_MATCH,sub-06,0.7085305443162927
sub-11,V29_PA_SC_DET_MATCH,sub-06,0.7085323792626798
sub-12,V29_PA_SC_DET_MATCH,sub-06,0.7085341374008244
sub-14,V29_PA_SC_DET_MATCH,sub-06,0.7085296884146777
sub-15,V29_PA_SC_DET_MATCH,sub-06,0.7085357716568979
sub-17,V29_PA_SC_DET_MATCH,sub-06,0.7085387119166424
sub-18,V29_PA_SC_DET_MATCH,sub-06,0.7085299709595145
sub-19,V29_PA_SC_DET_MATCH,sub-06,0.7085310464058744
sub-21,V29_PA_SC_DET_MATCH,sub-06,0.7085287150758731
sub-23,V29_PA_SC_DET_MATCH,sub-06,0.7085297903249739
sub-02,V29_PA_SC_DET_MATCH,sub-07,0.3368049754466888
sub-03,V29_PA_SC_DET_MATCH,sub-07,0.33680416440377786
sub-05,V29_PA_SC_DET_MATCH,sub-07,0.336803577132135
sub-06,V29_PA_SC_DET_MATCH,sub-07,0.33680360279686283
sub-07,V29_PA_SC_DET_MATCH,sub-07,0.3368040935521195
sub-09,V29_PA_SC_DET_MATCH,sub-07,0.33680333390495637
