clean_source,content_digest,fold,gain,generating_operator,ocular_source,panel,participant,query_block,seed,session,severity,source_index,support_block,task
sub-17,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.076621179024962,sub-09,sub-02,paired,sub-09,300s-end,20260930,ses-02,severe,4,0-120s,SSVEP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.36149088656758577,sub-07,sub-21,paired,sub-07,300s-end,20260930,ses-03,mild,5,0-120s,SSVEP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.358778561845741,sub-07,sub-23,paired,sub-07,300s-end,20260930,ses-02,mild,6,0-120s,SSVEP
sub-05,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.2290703936326621,sub-07,sub-17,paired,sub-07,300s-end,20260930,ses-04,severe,7,0-120s,ERP
sub-23,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.163972726733774,sub-07,sub-02,paired,sub-07,300s-end,20260930,ses-04,severe,8,0-120s,ERP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3515501710917076,sub-06,sub-21,paired,sub-06,300s-end,20260930,ses-04,mild,9,0-120s,ERP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6965441548611733,sub-09,sub-19,paired,sub-09,300s-end,20260930,ses-04,medium,10,0-120s,ERP
sub-21,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.123854339228334,sub-09,sub-15,paired,sub-09,300s-end,20260930,ses-02,severe,11,0-120s,ERP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.238908796180468,sub-09,sub-03,paired,sub-09,300s-end,20260930,ses-03,severe,12,0-120s,SSVEP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3414932733828623,sub-06,sub-17,paired,sub-06,300s-end,20260930,ses-04,zero,13,0-120s,SSVEP
sub-19,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.38630070526356775,sub-06,sub-23,paired,sub-06,300s-end,20260930,ses-02,mild,14,0-120s,SSVEP
sub-05,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3799713277254096,sub-06,sub-18,paired,sub-06,300s-end,20260930,ses-02,mild,15,0-120s,SSVEP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6871021656141019,sub-06,sub-15,paired,sub-06,300s-end,20260930,ses-04,medium,16,0-120s,ERP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6967947674256019,sub-06,sub-03,paired,sub-06,300s-end,20260930,ses-03,medium,17,0-120s,SSVEP
sub-21,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.30247372156101776,sub-06,sub-03,paired,sub-06,300s-end,20260930,ses-03,mild,18,0-120s,SSVEP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3982318575181288,sub-06,sub-19,paired,sub-06,300s-end,20260930,ses-03,mild,19,0-120s,SSVEP
sub-19,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.2949948249071093,sub-09,sub-15,paired,sub-09,300s-end,20260930,ses-03,severe,20,0-120s,SSVEP
sub-23,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.34645517995909614,sub-07,sub-18,paired,sub-07,300s-end,20260930,ses-02,mild,21,0-120s,SSVEP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.1449893431136762,sub-09,sub-17,paired,sub-09,300s-end,20260930,ses-02,zero,22,0-120s,SSVEP
sub-17,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6599569020798399,sub-06,sub-03,paired,sub-06,300s-end,20260930,ses-03,medium,23,0-120s,ERP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3201696523455326,sub-09,sub-18,paired,sub-09,300s-end,20260930,ses-02,mild,24,0-120s,SSVEP
sub-19,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.0571695248648818,sub-09,sub-21,paired,sub-09,300s-end,20260930,ses-03,severe,25,0-120s,ERP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.709692160602023,sub-06,sub-21,paired,sub-06,300s-end,20260930,ses-03,medium,26,0-120s,ERP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.7378197257441172,sub-09,sub-23,paired,sub-09,300s-end,20260930,ses-04,medium,27,0-120s,ERP
sub-18,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3765653590552161,sub-07,sub-21,paired,sub-07,300s-end,20260930,ses-04,mild,28,0-120s,ERP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3209629365521133,sub-09,sub-19,paired,sub-09,300s-end,20260930,ses-03,mild,29,0-120s,SSVEP
sub-17,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.7087303658367723,sub-09,sub-19,paired,sub-09,300s-end,20260930,ses-03,medium,30,0-120s,ERP
sub-05,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3506376789195559,sub-06,sub-02,paired,sub-06,300s-end,20260930,ses-03,mild,31,0-120s,ERP
sub-18,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.7389699373596815,sub-07,sub-17,paired,sub-07,300s-end,20260930,ses-03,zero,32,0-120s,SSVEP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.0608944899207766,sub-09,sub-23,paired,sub-09,300s-end,20260930,ses-02,severe,33,0-120s,SSVEP
sub-21,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.0459983528637458,sub-07,sub-18,paired,sub-07,300s-end,20260930,ses-03,severe,34,0-120s,ERP
sub-17,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.32372032858291583,sub-07,sub-05,paired,sub-07,300s-end,20260930,ses-03,mild,35,0-120s,ERP
sub-05,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.32140282526439234,sub-07,sub-02,paired,sub-07,300s-end,20260930,ses-04,mild,36,0-120s,SSVEP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6620880976940082,sub-07,sub-17,paired,sub-07,300s-end,20260930,ses-03,medium,37,0-120s,ERP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.33781101028907096,sub-07,sub-21,paired,sub-07,300s-end,20260930,ses-02,mild,38,0-120s,SSVEP
sub-18,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.31707484289776755,sub-07,sub-02,paired,sub-07,300s-end,20260930,ses-04,mild,39,0-120s,ERP
sub-23,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.9989016608164454,sub-06,sub-19,paired,sub-06,300s-end,20260930,ses-03,severe,40,0-120s,ERP
sub-05,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.0553868148793843,sub-07,sub-17,paired,sub-07,300s-end,20260930,ses-03,zero,41,0-120s,SSVEP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.611576107714728,sub-07,sub-21,paired,sub-07,300s-end,20260930,ses-02,medium,45,0-120s,SSVEP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3674939172242071,sub-09,sub-18,paired,sub-09,300s-end,20260930,ses-03,zero,46,0-120s,ERP
sub-18,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.39896248459662925,sub-07,sub-23,paired,sub-07,300s-end,20260930,ses-03,mild,47,0-120s,SSVEP
sub-17,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.272870947351494,sub-07,sub-23,paired,sub-07,300s-end,20260930,ses-03,severe,50,0-120s,ERP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6905572717338522,sub-07,sub-05,paired,sub-07,300s-end,20260930,ses-02,medium,52,0-120s,ERP
sub-19,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.0316123878415873,sub-06,sub-05,paired,sub-06,300s-end,20260930,ses-02,severe,53,0-120s,SSVEP
sub-17,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6324615589022892,sub-09,sub-02,paired,sub-09,300s-end,20260930,ses-04,medium,56,0-120s,ERP
sub-05,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.162390587241097,sub-06,sub-23,paired,sub-06,300s-end,20260930,ses-04,severe,59,0-120s,SSVEP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.670379821744005,sub-06,sub-02,paired,sub-06,300s-end,20260930,ses-04,medium,60,0-120s,ERP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3585766378351971,sub-09,sub-23,paired,sub-09,300s-end,20260930,ses-04,zero,62,0-120s,SSVEP
sub-23,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.1824784145760874,sub-09,sub-15,paired,sub-09,300s-end,20260930,ses-04,severe,65,0-120s,SSVEP
sub-17,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.0450196223778812,sub-07,sub-03,paired,sub-07,300s-end,20260930,ses-04,severe,67,0-120s,SSVEP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3653749107897321,sub-09,sub-05,paired,sub-09,300s-end,20260930,ses-04,mild,68,0-120s,SSVEP
sub-23,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.34900960129451003,sub-09,sub-03,paired,sub-09,300s-end,20260930,ses-02,mild,71,0-120s,ERP
sub-18,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.38674821361508355,sub-06,sub-05,paired,sub-06,300s-end,20260930,ses-02,mild,72,0-120s,ERP
sub-19,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.30253472267690146,sub-09,sub-03,paired,sub-09,300s-end,20260930,ses-03,mild,73,0-120s,ERP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.267057198004121,sub-09,sub-03,paired,sub-09,300s-end,20260930,ses-04,zero,74,0-120s,ERP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6367782519026539,sub-09,sub-19,paired,sub-09,300s-end,20260930,ses-04,medium,75,0-120s,SSVEP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.6829577975850505,sub-09,sub-21,paired,sub-09,300s-end,20260930,ses-02,medium,76,0-120s,ERP
sub-19,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.35326955007179467,sub-07,sub-18,paired,sub-07,300s-end,20260930,ses-02,mild,77,0-120s,ERP
sub-03,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.792928134436758,sub-07,sub-21,paired,sub-07,300s-end,20260930,ses-02,medium,79,0-120s,ERP
sub-19,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.598683770447053,sub-07,sub-21,paired,sub-07,300s-end,20260930,ses-04,medium,80,0-120s,SSVEP
sub-23,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.2036116337505622,sub-09,sub-17,paired,sub-09,300s-end,20260930,ses-02,severe,82,0-120s,ERP
sub-15,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.1043615534481408,sub-07,sub-23,paired,sub-07,300s-end,20260930,ses-02,severe,85,0-120s,ERP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.8001194793496598,sub-06,sub-23,paired,sub-06,300s-end,20260930,ses-04,medium,86,0-120s,SSVEP
sub-21,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3596541883288135,sub-07,sub-17,paired,sub-07,300s-end,20260930,ses-04,mild,89,0-120s,SSVEP
sub-02,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.2031432029518625,sub-06,sub-15,paired,sub-06,300s-end,20260930,ses-04,severe,94,0-120s,SSVEP
sub-23,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.0295207956667995,sub-06,sub-18,paired,sub-06,300s-end,20260930,ses-02,severe,114,0-120s,ERP
sub-21,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,0.3156868510306602,sub-06,sub-03,paired,sub-06,300s-end,20260930,ses-02,mild,156,0-120s,ERP
sub-19,10d1019205e33478ad92d26e3e74e765e1a874cf470d5929ad456477b38e7076,1,1.0633060869737507,sub-06,sub-15,paired,sub-06,300s-end,20260930,ses-02,severe,160,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-02,natural,0,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-03,natural,1,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-03,natural,2,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-04,natural,3,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-03,natural,4,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-04,natural,5,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-04,natural,6,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-03,natural,7,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-02,natural,8,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-03,natural,9,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-02,natural,10,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-02,natural,11,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-04,natural,12,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-02,natural,13,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-03,natural,14,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-04,natural,15,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-02,natural,16,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-02,natural,17,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-04,natural,18,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-02,natural,19,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-04,natural,20,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-03,natural,21,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-02,natural,22,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-02,natural,23,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-02,natural,24,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-02,natural,25,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-04,natural,26,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-04,natural,27,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-02,natural,28,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-03,natural,29,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-02,natural,30,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-03,natural,31,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-02,natural,32,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-03,natural,33,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-02,natural,34,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-03,natural,35,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-03,natural,36,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-03,natural,37,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-03,natural,39,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-03,natural,40,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-03,natural,41,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-04,natural,42,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-02,natural,43,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-04,natural,44,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-03,natural,45,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-02,natural,46,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-04,natural,47,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-03,natural,48,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-02,natural,49,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-04,natural,50,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-03,natural,51,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-03,natural,52,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-02,natural,56,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-02,natural,57,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-02,natural,60,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-03,natural,62,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-04,natural,64,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-04,natural,65,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-04,natural,66,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-03,natural,67,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-04,natural,68,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-02,natural,71,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-04,natural,76,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-04,natural,80,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-04,natural,83,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-03,natural,84,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-04,natural,90,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-02,natural,91,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-03,natural,98,0-120s,SSVEP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-09,300s-end,20260930,ses-04,natural,107,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-07,300s-end,20260930,ses-04,natural,111,0-120s,ERP
,151ba9d36560e39ed1dd632133eaee5924ef0f76c190f458126a2695e18ca436,1,,,,natural,sub-06,300s-end,20260930,ses-04,natural,143,0-120s,SSVEP
sub-23,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.39188662881259445,sub-14,sub-05,paired,sub-14,300s-end,20260930,ses-03,mild,0,0-120s,ERP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.32799932615052035,sub-11,sub-19,paired,sub-11,300s-end,20260930,ses-04,zero,1,0-120s,SSVEP
sub-21,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.32149685871711525,sub-11,sub-03,paired,sub-11,300s-end,20260930,ses-04,mild,2,0-120s,SSVEP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.3960482462026625,sub-11,sub-23,paired,sub-11,300s-end,20260930,ses-02,mild,3,0-120s,SSVEP
sub-06,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.6684093030558351,sub-11,sub-03,paired,sub-11,300s-end,20260930,ses-02,medium,4,0-120s,SSVEP
sub-03,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,1.1386347313560428,sub-12,sub-02,paired,sub-12,300s-end,20260930,ses-03,severe,5,0-120s,SSVEP
sub-02,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.304378408328961,sub-11,sub-07,paired,sub-11,300s-end,20260930,ses-02,mild,6,0-120s,SSVEP
sub-07,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7493055201879907,sub-12,sub-19,paired,sub-12,300s-end,20260930,ses-02,medium,7,0-120s,SSVEP
sub-19,5ac3bf1121dd8f1ccb647185679e5087dd54b9ac97f77c1cd0b05954760380fb,2,0.7526906168750214,sub-11,sub-21,paired,sub-11,300s-end,20260930,ses-04,medium,8,0-120s,SSVEP
