clean_source,content_digest,fold,gain,generating_operator,ocular_source,panel,participant,query_block,seed,session,severity,source_index,support_block,task
sub-15,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.700459309187016,sub-21,sub-17,paired,sub-21,300s-end,20260930,ses-04,medium,17,0-120s,SSVEP
sub-11,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.1967404981705172,sub-21,sub-14,paired,sub-21,300s-end,20260930,ses-02,severe,18,0-120s,SSVEP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7896986099076672,sub-21,sub-17,paired,sub-21,300s-end,20260930,ses-03,zero,19,0-120s,SSVEP
sub-11,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3583017663888012,sub-21,sub-09,paired,sub-21,300s-end,20260930,ses-02,mild,20,0-120s,SSVEP
sub-18,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.6194730401254201,sub-23,sub-11,paired,sub-23,300s-end,20260930,ses-02,medium,21,0-120s,ERP
sub-18,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.6735038144250628,sub-19,sub-11,paired,sub-19,300s-end,20260930,ses-04,medium,22,0-120s,ERP
sub-18,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.9822294589876198,sub-19,sub-11,paired,sub-19,300s-end,20260930,ses-03,severe,23,0-120s,ERP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3983016839690231,sub-19,sub-17,paired,sub-19,300s-end,20260930,ses-04,mild,24,0-120s,ERP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.6702189710976671,sub-23,sub-15,paired,sub-23,300s-end,20260930,ses-03,medium,25,0-120s,ERP
sub-15,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3661248372579085,sub-19,sub-11,paired,sub-19,300s-end,20260930,ses-04,mild,26,0-120s,SSVEP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7414140196989663,sub-19,sub-06,paired,sub-19,300s-end,20260930,ses-03,medium,28,0-120s,ERP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.33004589857105354,sub-19,sub-14,paired,sub-19,300s-end,20260930,ses-04,mild,29,0-120s,ERP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.6058121162482606,sub-23,sub-11,paired,sub-23,300s-end,20260930,ses-02,medium,31,0-120s,ERP
sub-17,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.0392233694311348,sub-21,sub-12,paired,sub-21,300s-end,20260930,ses-04,severe,32,0-120s,SSVEP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.5951892986075876,sub-23,sub-17,paired,sub-23,300s-end,20260930,ses-04,medium,33,0-120s,SSVEP
sub-18,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.0785648626460707,sub-21,sub-07,paired,sub-21,300s-end,20260930,ses-02,severe,34,0-120s,ERP
sub-14,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.32829484173579415,sub-23,sub-07,paired,sub-23,300s-end,20260930,ses-02,zero,35,0-120s,SSVEP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.0539619161145335,sub-19,sub-07,paired,sub-19,300s-end,20260930,ses-03,severe,36,0-120s,ERP
sub-07,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.34129134448958653,sub-21,sub-06,paired,sub-21,300s-end,20260930,ses-03,mild,37,0-120s,SSVEP
sub-15,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.1584598742004752,sub-23,sub-11,paired,sub-23,300s-end,20260930,ses-02,severe,38,0-120s,ERP
sub-07,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7770398362807074,sub-23,sub-14,paired,sub-23,300s-end,20260930,ses-03,medium,39,0-120s,SSVEP
sub-18,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.1510259211377236,sub-19,sub-14,paired,sub-19,300s-end,20260930,ses-03,severe,40,0-120s,SSVEP
sub-11,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.37398798681406614,sub-21,sub-18,paired,sub-21,300s-end,20260930,ses-03,mild,42,0-120s,ERP
sub-11,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.096955577894236,sub-21,sub-15,paired,sub-21,300s-end,20260930,ses-03,severe,43,0-120s,SSVEP
sub-11,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.1631841553135795,sub-23,sub-12,paired,sub-23,300s-end,20260930,ses-03,severe,44,0-120s,ERP
sub-07,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.1797711984037176,sub-21,sub-15,paired,sub-21,300s-end,20260930,ses-02,severe,46,0-120s,ERP
sub-14,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7651723148844063,sub-21,sub-06,paired,sub-21,300s-end,20260930,ses-03,zero,48,0-120s,SSVEP
sub-15,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.9979325607471385,sub-23,sub-11,paired,sub-23,300s-end,20260930,ses-04,severe,51,0-120s,ERP
sub-17,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3169910506667316,sub-21,sub-11,paired,sub-21,300s-end,20260930,ses-02,mild,52,0-120s,ERP
sub-17,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.159903414053664,sub-19,sub-07,paired,sub-19,300s-end,20260930,ses-02,severe,53,0-120s,ERP
sub-11,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.756905132854847,sub-21,sub-18,paired,sub-21,300s-end,20260930,ses-03,medium,56,0-120s,ERP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.2214774169640688,sub-23,sub-14,paired,sub-23,300s-end,20260930,ses-03,severe,57,0-120s,ERP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.32847454636195017,sub-19,sub-14,paired,sub-19,300s-end,20260930,ses-04,mild,59,0-120s,SSVEP
sub-15,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3084292558041464,sub-21,sub-12,paired,sub-21,300s-end,20260930,ses-04,mild,60,0-120s,ERP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.38805981657226973,sub-23,sub-17,paired,sub-23,300s-end,20260930,ses-04,mild,62,0-120s,ERP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3879838067312884,sub-19,sub-09,paired,sub-19,300s-end,20260930,ses-03,mild,63,0-120s,SSVEP
sub-18,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.2616513419571416,sub-23,sub-17,paired,sub-23,300s-end,20260930,ses-03,severe,65,0-120s,ERP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.6166031744070312,sub-21,sub-17,paired,sub-21,300s-end,20260930,ses-03,medium,68,0-120s,ERP
sub-17,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.34243189830617216,sub-21,sub-06,paired,sub-21,300s-end,20260930,ses-04,mild,74,0-120s,ERP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.2552558008806427,sub-23,sub-15,paired,sub-23,300s-end,20260930,ses-03,zero,75,0-120s,SSVEP
sub-17,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3772604536462148,sub-19,sub-15,paired,sub-19,300s-end,20260930,ses-03,mild,79,0-120s,SSVEP
sub-18,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.2700635578893993,sub-19,sub-07,paired,sub-19,300s-end,20260930,ses-04,zero,80,0-120s,SSVEP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.1299005151878296,sub-23,sub-09,paired,sub-23,300s-end,20260930,ses-03,severe,88,0-120s,SSVEP
sub-14,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7497555609869531,sub-19,sub-17,paired,sub-19,300s-end,20260930,ses-02,medium,89,0-120s,SSVEP
sub-07,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.3213642712735185,sub-23,sub-15,paired,sub-23,300s-end,20260930,ses-04,severe,93,0-120s,SSVEP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.068408472635448,sub-23,sub-12,paired,sub-23,300s-end,20260930,ses-04,severe,101,0-120s,SSVEP
sub-11,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3121691810373961,sub-23,sub-18,paired,sub-23,300s-end,20260930,ses-03,mild,102,0-120s,SSVEP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.0191799623385371,sub-19,sub-09,paired,sub-19,300s-end,20260930,ses-02,severe,110,0-120s,SSVEP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.2270463834246839,sub-19,sub-18,paired,sub-19,300s-end,20260930,ses-02,zero,114,0-120s,SSVEP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7264512347635289,sub-19,sub-07,paired,sub-19,300s-end,20260930,ses-02,medium,117,0-120s,ERP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.3737187033897707,sub-23,sub-09,paired,sub-23,300s-end,20260930,ses-04,zero,123,0-120s,SSVEP
sub-07,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.728515006304031,sub-19,sub-06,paired,sub-19,300s-end,20260930,ses-04,medium,135,0-120s,SSVEP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.32445051068227676,sub-19,sub-11,paired,sub-19,300s-end,20260930,ses-02,mild,140,0-120s,ERP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.0327439543076868,sub-19,sub-11,paired,sub-19,300s-end,20260930,ses-02,severe,145,0-120s,ERP
sub-14,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.74041461135588,sub-19,sub-12,paired,sub-19,300s-end,20260930,ses-02,medium,161,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-02,natural,0,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-02,natural,1,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-04,natural,2,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-04,natural,3,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-04,natural,4,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-02,natural,5,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-03,natural,6,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-02,natural,7,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-02,natural,8,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-04,natural,9,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-02,natural,10,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-02,natural,11,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-02,natural,12,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-04,natural,13,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-04,natural,14,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-03,natural,15,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-02,natural,16,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-03,natural,17,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-02,natural,18,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-03,natural,19,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-02,natural,20,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-03,natural,21,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-04,natural,22,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-03,natural,23,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-02,natural,24,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-02,natural,25,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-03,natural,26,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-02,natural,27,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-04,natural,28,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-02,natural,29,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-02,natural,30,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-03,natural,31,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-03,natural,32,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-03,natural,33,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-03,natural,34,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-02,natural,35,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-04,natural,36,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-02,natural,37,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-02,natural,38,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-03,natural,40,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-02,natural,43,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-03,natural,44,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-02,natural,45,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-03,natural,48,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-03,natural,50,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-02,natural,51,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-03,natural,52,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-04,natural,55,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-02,natural,57,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-04,natural,59,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-04,natural,60,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-04,natural,64,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-04,natural,65,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-04,natural,66,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-04,natural,67,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-02,natural,68,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-03,natural,70,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-04,natural,73,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-03,natural,78,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-03,natural,79,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-04,natural,82,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-03,natural,87,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-04,natural,90,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-04,natural,91,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-04,natural,93,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-04,natural,98,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-03,natural,102,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-03,natural,103,0-120s,ERP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-04,natural,106,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-23,300s-end,20260930,ses-03,natural,111,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-21,300s-end,20260930,ses-03,natural,115,0-120s,SSVEP
,0cc96815b2830314f263830710cfca078d4dda466c25eda828f98e5c58f73312,4,,,,natural,sub-19,300s-end,20260930,ses-04,natural,136,0-120s,ERP
