gamma,method,motion_coherence_reduction,nonartifact_observation_preservation,protocol,record_rows,reference_free_covariance_distortion,reference_free_psd_distortion
1.25,DIFF-WRONG-2,0.02428307756781578,0.7188737973570823,S2_MOTION_XSPEED,30,0.2703503085585307,0.3062646072357893
0.25,DIFF-WRONG-3,0.002190109590689341,0.9455744454792391,S2_MOTION_XSPEED,30,0.06080965930741099,0.06802845178171993
0.5,DIFF-WRONG-3,0.005562326932946841,0.8911488910205663,S2_MOTION_XSPEED,30,0.11623607872439701,0.13109531824787457
0.75,DIFF-WRONG-3,0.010119956110914548,0.8367233270158371,S2_MOTION_XSPEED,30,0.1666196329789928,0.18955670250579715
1.0,DIFF-WRONG-3,0.015785542006293934,0.7822977835312486,S2_MOTION_XSPEED,30,0.21236486168176957,0.243811193232735
1.25,DIFF-WRONG-3,0.022467762480179468,0.7278722350796064,S2_MOTION_XSPEED,30,0.2539465901621399,0.29429696816951034
0.25,POP,0.007702396561702092,0.9313711610312263,S2_MOTION_XSPEED,30,0.08749916814037997,0.09231532936294874
0.5,POP,0.016304372747739156,0.8627423230558634,S2_MOTION_XSPEED,30,0.1631855338001743,0.17465967337290447
0.75,POP,0.025937351087729137,0.7941134641567866,S2_MOTION_XSPEED,30,0.22760688423940847,0.24810184588034948
1.0,POP,0.0379558265209198,0.7254846446216107,S2_MOTION_XSPEED,30,0.2814640001570791,0.3136124445746342
1.25,POP,0.04931878941133618,0.6568558504184087,S2_MOTION_XSPEED,30,0.3256828023847478,0.3721764851361513
0.25,RAW,0.0,1.0,S2_MOTION_XSPEED,30,0.0,0.0
0.5,RAW,0.0,1.0,S2_MOTION_XSPEED,30,0.0,0.0
0.75,RAW,0.0,1.0,S2_MOTION_XSPEED,30,0.0,0.0
1.0,RAW,0.0,1.0,S2_MOTION_XSPEED,30,0.0,0.0
1.25,RAW,0.0,1.0,S2_MOTION_XSPEED,30,0.0,0.0
