seed,subject,protocol,context,uncertainty_mean,latent_uncertainty_mean,preservation,covariance,eog_attenuation,mi_kappa,low_eog_fraction
20260811,2,same_03,MATCH,0.06688059866428375,0.007092022802680731,0.8166658878326416,0.14064129768494973,0.10880853331906591,0.22499999999999998,0.3
20260811,2,same_03,POP,0.06706772744655609,0.007111780345439911,0.7875000387430191,0.13237303267805875,0.1052956191922931,0.125,0.3
20260811,2,same_03,WRONG,0.0668204128742218,0.0070857033133506775,0.8274330347776413,0.13794322881290444,0.09494905460731692,0.19999999999999996,0.3
20260811,3,same_01,MATCH,0.07884251326322556,0.009207823313772678,0.8171429485082626,0.12514962783381442,0.1374923335694971,-0.06666666666666665,0.3
20260811,3,same_01,POP,0.07867670059204102,0.009188604541122913,0.8412960320711136,0.11091926131785473,0.12534502947367368,-0.06666666666666665,0.3
20260811,3,same_01,WRONG,0.078821562230587,0.009205682203173637,0.8373754471540451,0.11258720101821743,0.13007368021111418,-0.03333333333333344,0.3
20260811,3,same_02,MATCH,0.07885219901800156,0.008650566451251507,0.7830542773008347,0.1247435391878719,0.15850385459029726,0.1333333333333333,0.3
20260811,3,same_02,POP,0.07894250750541687,0.008660594001412392,0.8146673291921616,0.11513377223844194,0.14551279289824176,0.09999999999999998,0.3
20260811,3,same_02,WRONG,0.07919605076313019,0.008688331581652164,0.8118987679481506,0.11272937779301724,0.14795830864198892,0.1333333333333333,0.3
20260811,3,same_03,MATCH,0.07881547510623932,0.008615663275122643,0.825659766793251,0.11400029934608634,0.0774379382467032,-0.050000000000000044,0.3
20260811,3,same_03,POP,0.07884468138217926,0.008619014173746109,0.7984235733747482,0.12777468589439686,0.08782701175813498,-0.17500000000000004,0.3
20260811,3,same_03,WRONG,0.07907118648290634,0.008643576875329018,0.8526898473501205,0.103037082617711,0.07385622041332329,-0.07499999999999996,0.3
20260811,4,same_01,MATCH,0.06086229532957077,0.006929329130798578,0.7880550622940063,0.10566688614168948,0.15965690108606834,0.6,0.3
20260811,4,same_01,POP,0.0608023963868618,0.006922443863004446,0.8023877739906311,0.10780599877583324,0.15301504108100308,0.5666666666666667,0.3
