adapter_parameters,best_criterion,fold,model,path,population_checkpoint,seed,sha256,support_checkpoint,updates
141966,joint,1,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_1/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260902/best_joint.pt,20260906,c94297956c279f0ad070ec55b2b68c3841bae050d5fd7686a2d127b70a2dae84,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260826/best_joint.pt,3000
141966,joint,1,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_1/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260903/best_joint.pt,20260907,c726676c72bb08a4c34d30a7dfa2f392ce455ea95ac6fa883af65bf4ee46a018,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260827/best_joint.pt,3000
141966,joint,2,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_2/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260901/best_joint.pt,20260905,71c20c2a23207799968abe810b2296ee52e070c26585a29ad8f2aefc24b3963c,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260825/best_joint.pt,4250
141966,joint,2,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_2/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260902/best_joint.pt,20260906,8727174702de2affef71d06a07149f3b3733a14ebc4dae7dd5d6756d58a8e296,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260826/best_joint.pt,3000
141966,joint,2,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_2/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260903/best_joint.pt,20260907,f1f2f612494227cb629b9c36b67b02259ba9e6e3bcaf0a1495512f24810fc9a8,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260827/best_joint.pt,3000
141966,joint,3,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_3/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260901/best_joint.pt,20260905,b1a25baadc334f65d80fe3d44d3fa3362754502a774b1b26b725165f6eb2b528,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260825/best_joint.pt,3000
141966,joint,3,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_3/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260902/best_joint.pt,20260906,ec5502eb0a706eb2b83794cfbc3db44b4a0e324f88d7e621bc1944ec42927007,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260826/best_joint.pt,3000
141966,joint,3,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_3/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260903/best_joint.pt,20260907,38945bbf3f37502d931f77554c583291928fa6185683713e4022e58fa4978cdd,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260827/best_joint.pt,3000
141966,joint,4,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_4/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260901/best_joint.pt,20260905,442a3dc4c7a530b8ec68e58993c7722bf43f11ee6c374438470c1829655e8f1a,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260825/best_joint.pt,3000
141966,joint,4,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_4/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260902/best_joint.pt,20260906,79b4d52a09c425df9c2f21d70fdf14f6fa7a4f5a9f38c49f32511782f0b5c8a6,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260826/best_joint.pt,3000
141966,joint,4,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_4/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260903/best_joint.pt,20260907,9cb52b0bc718334c686e0941238357337c2379da642d3303e55e0af2f8423c19,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260827/best_joint.pt,3000
