study,participant_stem,recording_key,metric,direction,matching_status,population_status,method_pair_success,finite_pair,matching_value,population_value,matching_minus_population,directional_improvement_positive_is_matching_better,pair_status
study05,study05_p49,study05/study05_p49,eog_coherence_reduction,higher,success,success,True,True,0.4997294437134806,0.4791743714499704,0.02055507226351022,0.02055507226351022,success_finite
study05,study05_p50,study05/study05_p50,eog_coherence_reduction,higher,success,success,True,True,0.4734064644443452,0.4035745643698945,0.06983190007445073,0.06983190007445073,success_finite
study02,study02_p02,study02/study02_p02,reference_free_psd_distortion,lower,success,success,True,True,0.6170524317304998,0.6249666094266538,-0.00791417769615399,0.00791417769615399,success_finite
study02,study02_p03,study02/study02_p03,reference_free_psd_distortion,lower,success,success,True,True,0.5380262096000381,0.6000661284868343,-0.062039918886796164,0.062039918886796164,success_finite
study02,study02_p06,study02/study02_p06,reference_free_psd_distortion,lower,success,success,True,True,0.6259041409984629,0.6285556404542192,-0.0026514994557562677,0.0026514994557562677,success_finite
study02,study02_p07,study02/study02_p07,reference_free_psd_distortion,lower,success,success,True,True,0.6439016872090603,0.5707236530340655,0.0731780341749948,-0.0731780341749948,success_finite
study02,study02_p08,study02/study02_p08,reference_free_psd_distortion,lower,success,success,True,True,0.7126562486042023,0.6276232335126952,0.08503301509150707,-0.08503301509150707,success_finite
study02,study02_p09,study02/study02_p09,reference_free_psd_distortion,lower,success,success,True,True,0.658330615223046,0.6392155464599594,0.019115068763086662,-0.019115068763086662,success_finite
study02,study02_p10,study02/study02_p10,reference_free_psd_distortion,lower,success,success,True,True,0.6010192652010735,0.5923824030218354,0.008636862179238092,-0.008636862179238092,success_finite
study02,study02_p11,study02/study02_p11,reference_free_psd_distortion,lower,success,success,True,True,0.7151937723543244,0.6317968415311618,0.08339693082316257,-0.08339693082316257,success_finite
study02,study02_p12,study02/study02_p12,reference_free_psd_distortion,lower,success,success,True,True,0.5542541366760966,0.6104352151628294,-0.056181078486732816,0.056181078486732816,success_finite
study02,study02_p13,study02/study02_p13,reference_free_psd_distortion,lower,success,success,True,True,0.6236363071272282,0.6103551986741476,0.013281108453080614,-0.013281108453080614,success_finite
study02,study02_p14,study02/study02_p14,reference_free_psd_distortion,lower,success,success,True,True,0.652841924027721,0.5952356153766387,0.057606308651082294,-0.057606308651082294,success_finite
study02,study02_p15,study02/study02_p15,reference_free_psd_distortion,lower,success,success,True,True,0.6105443114261493,0.622238226053442,-0.011693914627292745,0.011693914627292745,success_finite
study02,study02_p16,study02/study02_p16,reference_free_psd_distortion,lower,success,success,True,True,0.6178662793498204,0.6243268259061181,-0.006460546556297686,0.006460546556297686,success_finite
study02,study02_p17,study02/study02_p17,reference_free_psd_distortion,lower,success,success,True,True,0.5915072310683407,0.6298786827889581,-0.0383714517206174,0.0383714517206174,success_finite
study02,study02_p18,study02/study02_p18,reference_free_psd_distortion,lower,success,success,True,True,0.5549862294154937,0.6168251053488818,-0.061838875933388104,0.061838875933388104,success_finite
study04,study04_p03,study04/study04_p03,reference_free_psd_distortion,lower,success,success,True,True,0.5784019564985209,0.5950095307426324,-0.016607574244111523,0.016607574244111523,success_finite
study04,study04_p08,study04/study04_p08,reference_free_psd_distortion,lower,success,success,True,True,0.6453656017285743,0.6382500492156422,0.007115552512932055,-0.007115552512932055,success_finite
study04,study04_p24,study04/study04_p24,reference_free_psd_distortion,lower,success,success,True,True,0.6068881134539343,0.618242621374645,-0.011354507920710688,0.011354507920710688,success_finite
study04,study04_p28,study04/study04_p28,reference_free_psd_distortion,lower,success,success,True,True,0.5546145442188267,0.6005329753773412,-0.04591843115851446,0.04591843115851446,success_finite
study04,study04_p29,study04/study04_p29,reference_free_psd_distortion,lower,success,success,True,True,0.5891265585582802,0.6190889554452782,-0.029962396886997977,0.029962396886997977,success_finite
study04,study04_p30,study04/study04_p30,reference_free_psd_distortion,lower,success,success,True,True,0.6321002914350828,0.6581524853631443,-0.026052193928061462,0.026052193928061462,success_finite
study04,study04_p31,study04/study04_p31,reference_free_psd_distortion,lower,success,success,True,True,0.601288226217273,0.6300786177932545,-0.02879039157598151,0.02879039157598151,success_finite
study04,study04_p32,study04/study04_p32,reference_free_psd_distortion,lower,success,success,True,True,0.5404084015943381,0.5989620688705102,-0.05855366727617206,0.05855366727617206,success_finite
study04,study04_p33,study04/study04_p33,reference_free_psd_distortion,lower,success,success,True,True,0.49696011392227274,0.5765735395276679,-0.07961342560539514,0.07961342560539514,success_finite
study04,study04_p34,study04/study04_p34,reference_free_psd_distortion,lower,success,success,True,True,0.5064331480340671,0.569657760799278,-0.06322461276521085,0.06322461276521085,success_finite
study04,study04_p35,study04/study04_p35,reference_free_psd_distortion,lower,success,success,True,True,0.6687449071433935,0.6214793105366276,0.04726559660676588,-0.04726559660676588,success_finite
study04,study04_p36,study04/study04_p36,reference_free_psd_distortion,lower,success,success,True,True,0.6156181454158568,0.6310392420151214,-0.015421096599264605,0.015421096599264605,success_finite
study04,study04_p37,study04/study04_p37,reference_free_psd_distortion,lower,success,success,True,True,0.6524913567128886,0.6508225797915428,0.001668776921345816,-0.001668776921345816,success_finite
study04,study04_p38,study04/study04_p38,reference_free_psd_distortion,lower,success,success,True,True,0.6905481937523901,0.6468538670381352,0.04369432671425488,-0.04369432671425488,success_finite
study04,study04_p39,study04/study04_p39,reference_free_psd_distortion,lower,success,success,True,True,0.6198579700203768,0.6230305751907134,-0.003172605170336573,0.003172605170336573,success_finite
study05,study05_p06,study05/study05_p06,reference_free_psd_distortion,lower,success,success,True,True,0.812124325974252,0.8052318822717234,0.006892443702528617,-0.006892443702528617,success_finite
study05,study05_p10,study05/study05_p10,reference_free_psd_distortion,lower,success,success,True,True,0.7813574791439537,0.7796694110763845,0.0016880680675691595,-0.0016880680675691595,success_finite
study05,study05_p24,study05/study05_p24,reference_free_psd_distortion,lower,success,success,True,True,0.7279919727109077,0.7434536674696604,-0.015461694758752698,0.015461694758752698,success_finite
study05,study05_p40,study05/study05_p40,reference_free_psd_distortion,lower,success,success,True,True,0.7620221831015622,0.7690536997193148,-0.007031516617752587,0.007031516617752587,success_finite
study05,study05_p41,study05/study05_p41,reference_free_psd_distortion,lower,success,success,True,True,0.8742206264475911,0.8598707843942093,0.014349842053381856,-0.014349842053381856,success_finite
study05,study05_p43,study05/study05_p43,reference_free_psd_distortion,lower,success,success,True,True,0.7818597185937981,0.7720257133847677,0.009834005209030439,-0.009834005209030439,success_finite
study05,study05_p44,study05/study05_p44,reference_free_psd_distortion,lower,success,success,True,True,0.7786680230639292,0.7897072888763863,-0.011039265812457066,0.011039265812457066,success_finite
study05,study05_p45,study05/study05_p45,reference_free_psd_distortion,lower,success,success,True,True,0.7691831348313372,0.7898815560608988,-0.02069842122956167,0.02069842122956167,success_finite
study05,study05_p46,study05/study05_p46,reference_free_psd_distortion,lower,success,success,True,True,0.8011628598739985,0.8068001060252129,-0.0056372461512144145,0.0056372461512144145,success_finite
study05,study05_p47,study05/study05_p47,reference_free_psd_distortion,lower,success,success,True,True,0.8006723286114652,0.789165381642467,0.011506946968998233,-0.011506946968998233,success_finite
study05,study05_p48,study05/study05_p48,reference_free_psd_distortion,lower,success,success,True,True,0.7678282626908046,0.7539253795540651,0.013902883136739486,-0.013902883136739486,success_finite
study05,study05_p49,study05/study05_p49,reference_free_psd_distortion,lower,success,success,True,True,0.8028580176821714,0.7968351805426984,0.006022837139472936,-0.006022837139472936,success_finite
study05,study05_p50,study05/study05_p50,reference_free_psd_distortion,lower,success,success,True,True,0.8047138213324064,0.787023246463352,0.017690574869054454,-0.017690574869054454,success_finite
study02,study02_p02,study02/study02_p02,reference_free_covariance_distortion,lower,success,success,True,True,0.9156004669258649,0.9101804215610765,0.005420045364788462,-0.005420045364788462,success_finite
study02,study02_p03,study02/study02_p03,reference_free_covariance_distortion,lower,success,success,True,True,0.8738594542142595,0.907346104506425,-0.033486650292165576,0.033486650292165576,success_finite
study02,study02_p06,study02/study02_p06,reference_free_covariance_distortion,lower,success,success,True,True,0.8962889848151048,0.8903341258281566,0.005954858986948142,-0.005954858986948142,success_finite
study02,study02_p07,study02/study02_p07,reference_free_covariance_distortion,lower,success,success,True,True,0.8559873077549971,0.8131424226960422,0.042844885058954896,-0.042844885058954896,success_finite
study02,study02_p08,study02/study02_p08,reference_free_covariance_distortion,lower,success,success,True,True,0.9144145549387903,0.8688240315325118,0.04559052340627856,-0.04559052340627856,success_finite
study02,study02_p09,study02/study02_p09,reference_free_covariance_distortion,lower,success,success,True,True,0.9373058361561891,0.9270893493529095,0.010216486803279579,-0.010216486803279579,success_finite
study02,study02_p10,study02/study02_p10,reference_free_covariance_distortion,lower,success,success,True,True,0.849328704502237,0.8526843739128587,-0.003355669410621709,0.003355669410621709,success_finite
study02,study02_p11,study02/study02_p11,reference_free_covariance_distortion,lower,success,success,True,True,0.8655405641927343,0.814838930546762,0.050701633645972244,-0.050701633645972244,success_finite
study02,study02_p12,study02/study02_p12,reference_free_covariance_distortion,lower,success,success,True,True,0.8886855418411092,0.9169587778623612,-0.02827323602125209,0.02827323602125209,success_finite
study02,study02_p13,study02/study02_p13,reference_free_covariance_distortion,lower,success,success,True,True,0.8943886434347758,0.8937146041145102,0.0006740393202655515,-0.0006740393202655515,success_finite
study02,study02_p14,study02/study02_p14,reference_free_covariance_distortion,lower,success,success,True,True,0.9423675670949481,0.9111950661297622,0.031172500965185868,-0.031172500965185868,success_finite
study02,study02_p15,study02/study02_p15,reference_free_covariance_distortion,lower,success,success,True,True,0.9019290941257184,0.9014730305298915,0.0004560635958269499,-0.0004560635958269499,success_finite
study02,study02_p16,study02/study02_p16,reference_free_covariance_distortion,lower,success,success,True,True,0.8988625550730562,0.9052914719024492,-0.00642891682939295,0.00642891682939295,success_finite
study02,study02_p17,study02/study02_p17,reference_free_covariance_distortion,lower,success,success,True,True,0.8338306446770452,0.8653935938672841,-0.03156294919023894,0.03156294919023894,success_finite
study02,study02_p18,study02/study02_p18,reference_free_covariance_distortion,lower,success,success,True,True,0.8744543881718423,0.9069493577352836,-0.032494969563441334,0.032494969563441334,success_finite
study04,study04_p03,study04/study04_p03,reference_free_covariance_distortion,lower,success,success,True,True,0.8818023004365731,0.899067264514857,-0.017264964078283818,0.017264964078283818,success_finite
study04,study04_p08,study04/study04_p08,reference_free_covariance_distortion,lower,success,success,True,True,0.8773676132699846,0.8878994902567963,-0.010531876986811683,0.010531876986811683,success_finite
study04,study04_p24,study04/study04_p24,reference_free_covariance_distortion,lower,success,success,True,True,0.9187018473636064,0.926917422591925,-0.008215575228318617,0.008215575228318617,success_finite
study04,study04_p28,study04/study04_p28,reference_free_covariance_distortion,lower,success,success,True,True,0.8624534122362746,0.8944974822502345,-0.032044070013959924,0.032044070013959924,success_finite
study04,study04_p29,study04/study04_p29,reference_free_covariance_distortion,lower,success,success,True,True,0.8970688146292304,0.9173691721093276,-0.020300357480097175,0.020300357480097175,success_finite
study04,study04_p30,study04/study04_p30,reference_free_covariance_distortion,lower,success,success,True,True,0.9043740352016242,0.9215224500110426,-0.017148414809418422,0.017148414809418422,success_finite
study04,study04_p31,study04/study04_p31,reference_free_covariance_distortion,lower,success,success,True,True,0.9276671963244997,0.9428434003327443,-0.015176204008244598,0.015176204008244598,success_finite
study04,study04_p32,study04/study04_p32,reference_free_covariance_distortion,lower,success,success,True,True,0.8736170644018962,0.8935891038528344,-0.019972039450938173,0.019972039450938173,success_finite
study04,study04_p33,study04/study04_p33,reference_free_covariance_distortion,lower,success,success,True,True,0.718478559525787,0.7895078553069581,-0.07102929578117112,0.07102929578117112,success_finite
study04,study04_p34,study04/study04_p34,reference_free_covariance_distortion,lower,success,success,True,True,0.8138689632200127,0.8482280401871909,-0.034359076967178215,0.034359076967178215,success_finite
study04,study04_p35,study04/study04_p35,reference_free_covariance_distortion,lower,success,success,True,True,0.9475986122494718,0.9328164220213372,0.01478219022813465,-0.01478219022813465,success_finite
study04,study04_p36,study04/study04_p36,reference_free_covariance_distortion,lower,success,success,True,True,0.8936664404401062,0.9119218568836772,-0.018255416443570982,0.018255416443570982,success_finite
study04,study04_p37,study04/study04_p37,reference_free_covariance_distortion,lower,success,success,True,True,0.9323013762372532,0.9246037656090094,0.007697610628243812,-0.007697610628243812,success_finite
study04,study04_p38,study04/study04_p38,reference_free_covariance_distortion,lower,success,success,True,True,0.9468422129256984,0.9242996240018161,0.02254258892388228,-0.02254258892388228,success_finite
study04,study04_p39,study04/study04_p39,reference_free_covariance_distortion,lower,success,success,True,True,0.8635026743102889,0.8752151265859969,-0.01171245227570794,0.01171245227570794,success_finite
study05,study05_p06,study05/study05_p06,reference_free_covariance_distortion,lower,success,success,True,True,0.9667545760323972,0.9637268670099964,0.003027709022400793,-0.003027709022400793,success_finite
study05,study05_p10,study05/study05_p10,reference_free_covariance_distortion,lower,success,success,True,True,0.9206603679647505,0.9194961501399677,0.0011642178247828205,-0.0011642178247828205,success_finite
study05,study05_p24,study05/study05_p24,reference_free_covariance_distortion,lower,success,success,True,True,0.8835057916664995,0.8878142063032348,-0.004308414636735369,0.004308414636735369,success_finite
study05,study05_p40,study05/study05_p40,reference_free_covariance_distortion,lower,success,success,True,True,0.9570977334966481,0.9592236735381406,-0.00212594004149258,0.00212594004149258,success_finite
study05,study05_p41,study05/study05_p41,reference_free_covariance_distortion,lower,success,success,True,True,0.9702685880136367,0.9679189977273722,0.002349590286264469,-0.002349590286264469,success_finite
study05,study05_p43,study05/study05_p43,reference_free_covariance_distortion,lower,success,success,True,True,0.9460007103749808,0.9420059802375299,0.003994730137450886,-0.003994730137450886,success_finite
study05,study05_p44,study05/study05_p44,reference_free_covariance_distortion,lower,success,success,True,True,0.9742482992415598,0.9780357310894056,-0.0037874318478458013,0.0037874318478458013,success_finite
study05,study05_p45,study05/study05_p45,reference_free_covariance_distortion,lower,success,success,True,True,0.9554564788819744,0.9628569497731928,-0.007400470891218425,0.007400470891218425,success_finite
study05,study05_p46,study05/study05_p46,reference_free_covariance_distortion,lower,success,success,True,True,0.9664573574789738,0.9684474820991397,-0.0019901246201659006,0.0019901246201659006,success_finite
study05,study05_p47,study05/study05_p47,reference_free_covariance_distortion,lower,success,success,True,True,0.9784029323035992,0.97592151765991,0.002481414643689228,-0.002481414643689228,success_finite
study05,study05_p48,study05/study05_p48,reference_free_covariance_distortion,lower,success,success,True,True,0.9688755816051698,0.9645059780632094,0.004369603541960476,-0.004369603541960476,success_finite
study05,study05_p49,study05/study05_p49,reference_free_covariance_distortion,lower,success,success,True,True,0.9859600731674075,0.9849259627586405,0.0010341104087669972,-0.0010341104087669972,success_finite
study05,study05_p50,study05/study05_p50,reference_free_covariance_distortion,lower,success,success,True,True,0.9689509988727083,0.9634658806391163,0.00548511823359199,-0.00548511823359199,success_finite
study02,study02_p02,study02/study02_p02,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5652890135268868,0.5676974996954826,-0.0024084861685957915,0.0024084861685957915,success_finite
study02,study02_p03,study02/study02_p03,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.43501817704011714,0.48574149529796073,-0.0507233182578436,0.0507233182578436,success_finite
study02,study02_p06,study02/study02_p06,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.31762862721727864,0.33330146085816914,-0.015672833640890504,0.015672833640890504,success_finite
study02,study02_p07,study02/study02_p07,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5184809318509959,0.5063581955273069,0.012122736323688987,-0.012122736323688987,success_finite
study02,study02_p08,study02/study02_p08,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.3835248033763525,0.3921094335305522,-0.008584630154199746,0.008584630154199746,success_finite
study02,study02_p09,study02/study02_p09,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5668633466489565,0.5626635442531447,0.004199802395811858,-0.004199802395811858,success_finite
study02,study02_p10,study02/study02_p10,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5473439008250861,0.5688509431930999,-0.021507042368013818,0.021507042368013818,success_finite
study02,study02_p11,study02/study02_p11,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,1.0051499509094644,0.9349922609139056,0.07015768999555871,-0.07015768999555871,success_finite
study02,study02_p12,study02/study02_p12,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.4008468739567849,0.44624815054567496,-0.04540127658889004,0.04540127658889004,success_finite
study02,study02_p13,study02/study02_p13,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.3830841297533278,0.4003848408425475,-0.01730071108921971,0.01730071108921971,success_finite
study02,study02_p14,study02/study02_p14,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5934149453851485,0.565943473968822,0.027471471416326443,-0.027471471416326443,success_finite
study02,study02_p15,study02/study02_p15,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.47481381751657387,0.48215833212227427,-0.007344514605700403,0.007344514605700403,success_finite
study02,study02_p16,study02/study02_p16,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5515879682693804,0.5643052986712693,-0.012717330401888938,0.012717330401888938,success_finite
study02,study02_p17,study02/study02_p17,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.46561175328284216,0.4990169556943299,-0.033405202411487755,0.033405202411487755,success_finite
study02,study02_p18,study02/study02_p18,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.45088311141493953,0.4854353944145317,-0.034552282999592177,0.034552282999592177,success_finite
study04,study04_p03,study04/study04_p03,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.33768575652509386,0.3721340052893376,-0.03444824876424374,0.03444824876424374,success_finite
study04,study04_p08,study04/study04_p08,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.45898562641020824,0.4874864770310852,-0.028500850620876983,0.028500850620876983,success_finite
study04,study04_p24,study04/study04_p24,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,1.0153066776809438,1.0340816017030257,-0.018774924022081807,0.018774924022081807,success_finite
study04,study04_p28,study04/study04_p28,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.4945365929590214,0.5288644789470066,-0.034327885987985196,0.034327885987985196,success_finite
study04,study04_p29,study04/study04_p29,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5471575491223417,0.5777311544112634,-0.030573605288921724,0.030573605288921724,success_finite
study04,study04_p30,study04/study04_p30,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.7948839866063433,0.852821037861436,-0.05793705125509274,0.05793705125509274,success_finite
study04,study04_p31,study04/study04_p31,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5679121834489886,0.5927108066945193,-0.024798623245530615,0.024798623245530615,success_finite
study04,study04_p32,study04/study04_p32,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5312886011551805,0.6036940113430587,-0.07240541018787816,0.07240541018787816,success_finite
study04,study04_p33,study04/study04_p33,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.2691267892525771,0.30847100850576853,-0.039344219253191426,0.039344219253191426,success_finite
study04,study04_p34,study04/study04_p34,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.24325398375633944,0.29602003169695024,-0.052766047940610794,0.052766047940610794,success_finite
study04,study04_p35,study04/study04_p35,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.4531257231034403,0.48148620335347175,-0.02836048025003146,0.02836048025003146,success_finite
study04,study04_p36,study04/study04_p36,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.71915731228906,0.742690881428832,-0.023533569139772004,0.023533569139772004,success_finite
study04,study04_p37,study04/study04_p37,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.680701530076439,0.6893967927273872,-0.008695262650948221,0.008695262650948221,success_finite
study04,study04_p38,study04/study04_p38,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.7410426847559275,0.7197244498723544,0.021318234883573095,-0.021318234883573095,success_finite
study04,study04_p39,study04/study04_p39,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.360653176219035,0.3815462403146506,-0.020893064095615643,0.020893064095615643,success_finite
study05,study05_p06,study05/study05_p06,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.8217212715434686,0.8151541363070709,0.0065671352363977364,-0.0065671352363977364,success_finite
study05,study05_p10,study05/study05_p10,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.854485975926193,0.8550600167545774,-0.0005740408283844145,0.0005740408283844145,success_finite
study05,study05_p24,study05/study05_p24,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,1.072738585180806,1.0808351675865577,-0.008096582405751729,0.008096582405751729,success_finite
study05,study05_p40,study05/study05_p40,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.9328682330173518,0.938373594379653,-0.0055053613623011755,0.0055053613623011755,success_finite
study05,study05_p41,study05/study05_p41,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,1.2685023124421326,1.2606216803095585,0.007880632132574172,-0.007880632132574172,success_finite
study05,study05_p43,study05/study05_p43,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.78170511738609,0.7788596792306912,0.0028454381553988384,-0.0028454381553988384,success_finite
study05,study05_p44,study05/study05_p44,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5261138447231533,0.5356476852014672,-0.00953384047831396,0.00953384047831396,success_finite
study05,study05_p45,study05/study05_p45,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5078864387927691,0.5210723631964073,-0.013185924403638194,0.013185924403638194,success_finite
study05,study05_p46,study05/study05_p46,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.5956548871516332,0.600188805933326,-0.004533918781692847,0.004533918781692847,success_finite
study05,study05_p47,study05/study05_p47,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.8429400670172399,0.8409440294142693,0.001996037602970624,-0.001996037602970624,success_finite
study05,study05_p48,study05/study05_p48,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.8024354902104123,0.7965038441376816,0.0059316460727306675,-0.0059316460727306675,success_finite
study05,study05_p49,study05/study05_p49,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.7349860338612794,0.7346783017982667,0.00030773206301271117,-0.00030773206301271117,success_finite
study05,study05_p50,study05/study05_p50,heldout_eog_prediction_remaining_ratio,lower,success,success,True,True,0.6710119298717329,0.6702514675226513,0.0007604623490815587,-0.0007604623490815587,success_finite
study02,study02_p02,study02/study02_p02,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.051942179312226666,0.05657127218273428,-0.004629092870507612,-0.004629092870507612,success_finite
study02,study02_p03,study02/study02_p03,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.03902762730367115,0.047596512379682876,-0.008568885076011723,-0.008568885076011723,success_finite
study02,study02_p06,study02/study02_p06,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.021571451929766727,0.026465741712494606,-0.004894289782727879,-0.004894289782727879,success_finite
study02,study02_p07,study02/study02_p07,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.05807893710404732,0.06532362438434924,-0.00724468728030192,-0.00724468728030192,success_finite
study02,study02_p08,study02/study02_p08,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.016571684115402552,0.028990103269608936,-0.012418419154206384,-0.012418419154206384,success_finite
study02,study02_p09,study02/study02_p09,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.03062086573618994,0.036468498200586175,-0.005847632464396235,-0.005847632464396235,success_finite
study02,study02_p10,study02/study02_p10,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.12889071458498735,0.13137751659170582,-0.0024868020067184693,-0.0024868020067184693,success_finite
study02,study02_p11,study02/study02_p11,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.17334368160293268,0.20391386990832416,-0.030570188305391488,-0.030570188305391488,success_finite
study02,study02_p12,study02/study02_p12,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.033240625105971144,0.03985792980320013,-0.006617304697228987,-0.006617304697228987,success_finite
study02,study02_p13,study02/study02_p13,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.026780051778962144,0.03299038716177316,-0.006210335382811016,-0.006210335382811016,success_finite
study02,study02_p14,study02/study02_p14,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.060790397407996855,0.0702992626376272,-0.009508865229630348,-0.009508865229630348,success_finite
study02,study02_p15,study02/study02_p15,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.04280840534002639,0.04520996297733004,-0.002401557637303653,-0.002401557637303653,success_finite
study02,study02_p16,study02/study02_p16,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.04077611441810236,0.041696931797088,-0.0009208173789856389,-0.0009208173789856389,success_finite
study02,study02_p17,study02/study02_p17,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.041975347935007234,0.04250696197976289,-0.0005316140447556572,-0.0005316140447556572,success_finite
study02,study02_p18,study02/study02_p18,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.04409005357922946,0.04659675084183057,-0.0025066972626011097,-0.0025066972626011097,success_finite
study04,study04_p03,study04/study04_p03,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.043707742112790604,0.05258785572253599,-0.008880113609745388,-0.008880113609745388,success_finite
study04,study04_p08,study04/study04_p08,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.044689064566807435,0.05763140646331466,-0.012942341896507226,-0.012942341896507226,success_finite
study04,study04_p24,study04/study04_p24,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.14278298413202917,0.15214830139959357,-0.0093653172675644,-0.0093653172675644,success_finite
study04,study04_p28,study04/study04_p28,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.05779925439443956,0.06084472452245038,-0.0030454701280108187,-0.0030454701280108187,success_finite
study04,study04_p29,study04/study04_p29,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.057877717277329044,0.059926983611292894,-0.0020492663339638506,-0.0020492663339638506,success_finite
study04,study04_p30,study04/study04_p30,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.08530044454321972,0.09795018395556321,-0.012649739412343486,-0.012649739412343486,success_finite
study04,study04_p31,study04/study04_p31,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.06826075677482057,0.06773200322983408,0.0005287535449864933,0.0005287535449864933,success_finite
study04,study04_p32,study04/study04_p32,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.07940517028165539,0.02145577568459689,0.0579493945970585,0.0579493945970585,success_finite
study04,study04_p33,study04/study04_p33,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.018512519741733846,0.022008464216268342,-0.003495944474534496,-0.003495944474534496,success_finite
study04,study04_p34,study04/study04_p34,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.05152158803183793,0.05993124312516984,-0.008409655093331914,-0.008409655093331914,success_finite
study04,study04_p35,study04/study04_p35,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.03214237741505388,0.056707728941028046,-0.024565351525974166,-0.024565351525974166,success_finite
study04,study04_p36,study04/study04_p36,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.04971370161866373,0.052284218413220396,-0.0025705167945566654,-0.0025705167945566654,success_finite
study04,study04_p37,study04/study04_p37,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.08420848889146348,0.10061644194115482,-0.016407953049691337,-0.016407953049691337,success_finite
study04,study04_p38,study04/study04_p38,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.09071621466429036,0.1094162764430302,-0.01870006177873984,-0.01870006177873984,success_finite
study04,study04_p39,study04/study04_p39,condition_erp_observation_relative_preservation,higher,success,success,True,True,0.029814068101578273,0.034602716861031224,-0.004788648759452951,-0.004788648759452951,success_finite
