acquisition_span_seconds,duration_seconds,effective_samples,effective_seconds,evidence_status,mean,median,method,metric,panel,rows,sampling_rate_hz,starts,window_count,window_samples
10,10,1000,10.0,historical_invalid_duration_contract,0.7655830718277847,0.7572726668544218,V26_CALIB_SDEDIT,retention,natural,15,100,"[0, 200, 400, 600, 800]",5,200
30,30,3000,30.0,historical_invalid_duration_contract,0.9327971342005142,0.9394978849689218,V26_CALIB_SDEDIT,artifact_remaining,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
30,30,3000,30.0,historical_invalid_duration_contract,0.7665694859126873,0.7573011949734797,V26_CALIB_SDEDIT,retention,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
120,120,12000,120.0,historical_invalid_duration_contract,0.9386069436169928,0.9410612540197523,V26_CALIB_SDEDIT,artifact_remaining,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
120,120,12000,120.0,historical_invalid_duration_contract,0.7668233676022465,0.7555394898357205,V26_CALIB_SDEDIT,retention,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
0,0,0,0.0,historical_invalid_duration_contract,1.0004158404392396,1.0016601508659386,V29_PA_SC_CDM,artifact_remaining,natural,15,100,[],0,200
0,0,0,0.0,historical_invalid_duration_contract,0.9926331138732365,0.994171030069587,V29_PA_SC_CDM,retention,natural,15,100,[],0,200
5,5,400,4.0,historical_invalid_duration_contract,0.999906383671063,1.0011408689335146,V29_PA_SC_CDM,artifact_remaining,natural,15,100,"[0, 200]",2,200
5,5,400,4.0,historical_invalid_duration_contract,0.9927039495117325,0.994250661892038,V29_PA_SC_CDM,retention,natural,15,100,"[0, 200]",2,200
10,10,1000,10.0,historical_invalid_duration_contract,0.999907159675757,1.0011400586498893,V29_PA_SC_CDM,artifact_remaining,natural,15,100,"[0, 200, 400, 600, 800]",5,200
10,10,1000,10.0,historical_invalid_duration_contract,0.9927044083621884,0.994249075750559,V29_PA_SC_CDM,retention,natural,15,100,"[0, 200, 400, 600, 800]",5,200
30,30,3000,30.0,historical_invalid_duration_contract,0.9999072519880634,1.0011401025385818,V29_PA_SC_CDM,artifact_remaining,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
30,30,3000,30.0,historical_invalid_duration_contract,0.9927045902900639,0.9942484171752339,V29_PA_SC_CDM,retention,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
120,120,12000,120.0,historical_invalid_duration_contract,0.9999073893313901,1.0011400715811543,V29_PA_SC_CDM,artifact_remaining,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
120,120,12000,120.0,historical_invalid_duration_contract,0.992704335355551,0.9942476654016796,V29_PA_SC_CDM,retention,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
0,0,0,0.0,historical_invalid_duration_contract,0.9994465473402669,0.9994521040870953,V29_PA_SC_DET,artifact_remaining,natural,15,100,[],0,200
0,0,0,0.0,historical_invalid_duration_contract,0.9980643690707097,0.9983272408466907,V29_PA_SC_DET,retention,natural,15,100,[],0,200
5,5,400,4.0,historical_invalid_duration_contract,0.998537764199302,0.9985387880151598,V29_PA_SC_DET,artifact_remaining,natural,15,100,"[0, 200]",2,200
5,5,400,4.0,historical_invalid_duration_contract,0.9977900530820711,0.9980865226053436,V29_PA_SC_DET,retention,natural,15,100,"[0, 200]",2,200
10,10,1000,10.0,historical_invalid_duration_contract,0.998538253798473,0.9985385495458523,V29_PA_SC_DET,artifact_remaining,natural,15,100,"[0, 200, 400, 600, 800]",5,200
10,10,1000,10.0,historical_invalid_duration_contract,0.9977906146382468,0.9980868042987847,V29_PA_SC_DET,retention,natural,15,100,"[0, 200, 400, 600, 800]",5,200
30,30,3000,30.0,historical_invalid_duration_contract,0.998538275166578,0.9985386146279976,V29_PA_SC_DET,artifact_remaining,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
30,30,3000,30.0,historical_invalid_duration_contract,0.9977914263111456,0.9980872201816684,V29_PA_SC_DET,retention,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
120,120,12000,120.0,historical_invalid_duration_contract,0.9985384702273915,0.9985386080874947,V29_PA_SC_DET,artifact_remaining,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
120,120,12000,120.0,historical_invalid_duration_contract,0.9977914357261535,0.9980876361243676,V29_PA_SC_DET,retention,natural,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
0,0,0,0.0,historical_invalid_duration_contract,0.7619010320588672,0.5039262640380507,V25_SET_CALIB_DET,risk,paired,15,100,[],0,200
0,0,0,0.0,historical_invalid_duration_contract,17.906559944471898,18.01850789019631,V25_SET_CALIB_DET,encoding_ms,paired,15,100,[],0,200
5,5,400,4.0,historical_invalid_duration_contract,0.7560291352671037,0.5009646916231658,V25_SET_CALIB_DET,risk,paired,15,100,"[0, 200]",2,200
5,5,400,4.0,historical_invalid_duration_contract,18.25300439371926,18.593579611559917,V25_SET_CALIB_DET,encoding_ms,paired,15,100,"[0, 200]",2,200
10,10,1000,10.0,historical_invalid_duration_contract,0.7522943302618201,0.5006172001206627,V25_SET_CALIB_DET,risk,paired,15,100,"[0, 200, 400, 600, 800]",5,200
10,10,1000,10.0,historical_invalid_duration_contract,17.960460294394846,18.362250500811367,V25_SET_CALIB_DET,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800]",5,200
30,30,3000,30.0,historical_invalid_duration_contract,0.7511366995411528,0.5006055065637661,V25_SET_CALIB_DET,risk,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
30,30,3000,30.0,historical_invalid_duration_contract,19.7724128944241,20.222542555630852,V25_SET_CALIB_DET,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
120,120,12000,120.0,historical_invalid_duration_contract,0.7515784637401037,0.5007529502294751,V25_SET_CALIB_DET,risk,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
120,120,12000,120.0,historical_invalid_duration_contract,18.643935205801863,18.929851763661848,V25_SET_CALIB_DET,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
0,0,0,0.0,historical_invalid_duration_contract,0.7619010320588672,0.5039262640380507,V26_CALIB_SDEDIT,risk,paired,15,100,[],0,200
0,0,0,0.0,historical_invalid_duration_contract,17.906559944471898,18.01850789019631,V26_CALIB_SDEDIT,encoding_ms,paired,15,100,[],0,200
5,5,400,4.0,historical_invalid_duration_contract,0.7597163541223079,0.5036890144142995,V26_CALIB_SDEDIT,risk,paired,15,100,"[0, 200]",2,200
5,5,400,4.0,historical_invalid_duration_contract,18.25300439371926,18.593579611559917,V26_CALIB_SDEDIT,encoding_ms,paired,15,100,"[0, 200]",2,200
10,10,1000,10.0,historical_invalid_duration_contract,0.7554159792368645,0.5017963031617304,V26_CALIB_SDEDIT,risk,paired,15,100,"[0, 200, 400, 600, 800]",5,200
10,10,1000,10.0,historical_invalid_duration_contract,17.960460294394846,18.362250500811367,V26_CALIB_SDEDIT,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800]",5,200
30,30,3000,30.0,historical_invalid_duration_contract,0.7540559088638812,0.5011374470519109,V26_CALIB_SDEDIT,risk,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
30,30,3000,30.0,historical_invalid_duration_contract,19.7724128944241,20.222542555630852,V26_CALIB_SDEDIT,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
120,120,12000,120.0,historical_invalid_duration_contract,0.7545064779024364,0.5010201545859067,V26_CALIB_SDEDIT,risk,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
120,120,12000,120.0,historical_invalid_duration_contract,18.643935205801863,18.929851763661848,V26_CALIB_SDEDIT,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
0,0,0,0.0,historical_invalid_duration_contract,0.8158586629564526,0.5826845075676425,V29_PA_SC_CDM,risk,paired,15,100,[],0,200
0,0,0,0.0,historical_invalid_duration_contract,17.906559944471898,18.01850789019631,V29_PA_SC_CDM,encoding_ms,paired,15,100,[],0,200
5,5,400,4.0,historical_invalid_duration_contract,0.8156468144739779,0.5822041504628336,V29_PA_SC_CDM,risk,paired,15,100,"[0, 200]",2,200
5,5,400,4.0,historical_invalid_duration_contract,18.25300439371926,18.593579611559917,V29_PA_SC_CDM,encoding_ms,paired,15,100,"[0, 200]",2,200
10,10,1000,10.0,historical_invalid_duration_contract,0.8156470291537483,0.5822037958213413,V29_PA_SC_CDM,risk,paired,15,100,"[0, 200, 400, 600, 800]",5,200
10,10,1000,10.0,historical_invalid_duration_contract,17.960460294394846,18.362250500811367,V29_PA_SC_CDM,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800]",5,200
30,30,3000,30.0,historical_invalid_duration_contract,0.8156471335500505,0.5822037401133761,V29_PA_SC_CDM,risk,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
30,30,3000,30.0,historical_invalid_duration_contract,19.7724128944241,20.222542555630852,V29_PA_SC_CDM,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
120,120,12000,120.0,historical_invalid_duration_contract,0.8156472362227051,0.5822037230423626,V29_PA_SC_CDM,risk,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
120,120,12000,120.0,historical_invalid_duration_contract,18.643935205801863,18.929851763661848,V29_PA_SC_CDM,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
0,0,0,0.0,historical_invalid_duration_contract,0.81602664139201,0.5812595929714411,V29_PA_SC_DET,risk,paired,15,100,[],0,200
0,0,0,0.0,historical_invalid_duration_contract,17.906559944471898,18.01850789019631,V29_PA_SC_DET,encoding_ms,paired,15,100,[],0,200
5,5,400,4.0,historical_invalid_duration_contract,0.8156570199404896,0.5807767809561079,V29_PA_SC_DET,risk,paired,15,100,"[0, 200]",2,200
5,5,400,4.0,historical_invalid_duration_contract,18.25300439371926,18.593579611559917,V29_PA_SC_DET,encoding_ms,paired,15,100,"[0, 200]",2,200
10,10,1000,10.0,historical_invalid_duration_contract,0.8156571601672181,0.5807769406932898,V29_PA_SC_DET,risk,paired,15,100,"[0, 200, 400, 600, 800]",5,200
10,10,1000,10.0,historical_invalid_duration_contract,17.960460294394846,18.362250500811367,V29_PA_SC_DET,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800]",5,200
30,30,3000,30.0,historical_invalid_duration_contract,0.815657378289702,0.5807770881931194,V29_PA_SC_DET,risk,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
30,30,3000,30.0,historical_invalid_duration_contract,19.7724128944241,20.222542555630852,V29_PA_SC_DET,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800]",15,200
120,120,12000,120.0,historical_invalid_duration_contract,0.8156573744927837,0.5807769979672028,V29_PA_SC_DET,risk,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
120,120,12000,120.0,historical_invalid_duration_contract,18.643935205801863,18.929851763661848,V29_PA_SC_DET,encoding_ms,paired,15,100,"[0, 200, 400, 600, 800, 1000, 1200, 1400, 1600, 1800, 2000, 2200, 2400, 2600, 2800, 3000, 3200, 3400, 3600, 3800, 4000, 4200, 4400, 4600, 4800, 5000, 5200, 5400, 5600, 5800, 6000, 6200, 6400, 6600, 6800, 7000, 7200, 7400, 7600, 7800, 8000, 8200, 8400, 8600, 8800, 9000, 9200, 9400, 9600, 9800, 10000, 10200, 10400, 10600, 10800, 11000, 11200, 11400, 11600, 11800]",60,200
