protocol,method,gamma,participant_task_units,motion_coherence_reduction,nonartifact_observation_preservation,reference_free_covariance_distortion,reference_free_psd_distortion
S2_MOTION_XSPEED,DIFF-MATCH,1.0,30,0.016692392031351724,0.7889482446014882,0.2154553453971279,0.24628304143746693
S2_MOTION_XSPEED,DIFF-MATCH,1.25,30,0.024017163614432017,0.736185331766804,0.2579521776353417,0.29732562669863305
S2_MOTION_XSPEED,DIFF-NULL,0.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,DIFF-NULL,0.25,30,0.002653672794500987,0.9384853789582849,0.07297342811283748,0.0823597526177764
S2_MOTION_XSPEED,DIFF-NULL,0.5,30,0.006839438776175181,0.8769707579786579,0.13874025040351018,0.15775836650282143
S2_MOTION_XSPEED,DIFF-NULL,0.75,30,0.012584435815612475,0.8154561586678029,0.1976576255157031,0.2265366056933999
S2_MOTION_XSPEED,DIFF-NULL,1.0,30,0.019838063046336174,0.7539415179441372,0.2501579742883166,0.289078141314288
S2_MOTION_XSPEED,DIFF-NULL,1.25,30,0.028583944588899613,0.6924269030491511,0.29676090214469936,0.34580841412146884
S2_MOTION_XSPEED,DIFF-POP,0.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,DIFF-POP,0.25,30,0.002653672794500987,0.9384853789582849,0.07297342811283748,0.0823597526177764
S2_MOTION_XSPEED,DIFF-POP,0.5,30,0.006839438776175181,0.8769707579786579,0.13874025040351018,0.15775836650282143
S2_MOTION_XSPEED,DIFF-POP,0.75,30,0.012584435815612475,0.8154561586678029,0.1976576255157031,0.2265366056933999
S2_MOTION_XSPEED,DIFF-POP,1.0,30,0.019838063046336174,0.7539415179441372,0.2501579742883166,0.289078141314288
S2_MOTION_XSPEED,DIFF-POP,1.25,30,0.028583944588899613,0.6924269030491511,0.29676090214469936,0.34580841412146884
S2_MOTION_XSPEED,DIFF-SHUFFLED,0.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,DIFF-SHUFFLED,0.25,30,0.002346032237013181,0.9457823356303076,0.06339510259736245,0.0710249018855393
S2_MOTION_XSPEED,DIFF-SHUFFLED,0.5,30,0.005969075486063957,0.8915646718194087,0.12135847169082256,0.13692469177767636
S2_MOTION_XSPEED,DIFF-SHUFFLED,0.75,30,0.010918314382433892,0.8373470215747754,0.17416749952767122,0.19797784279411038
S2_MOTION_XSPEED,DIFF-SHUFFLED,1.0,30,0.017185071483254433,0.7831293410932024,0.22214989188798756,0.2544904160002867
S2_MOTION_XSPEED,DIFF-SHUFFLED,1.25,30,0.02472523512939612,0.7289116845776638,0.2656872644075785,0.306790847145021
S2_MOTION_XSPEED,DIFF-WRONG-1,0.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,DIFF-WRONG-1,0.25,30,0.0023529848704735437,0.9420658502727747,0.06545720655825978,0.07314924619471033
S2_MOTION_XSPEED,DIFF-WRONG-1,0.5,30,0.006134044999877612,0.8841317018804451,0.1251269699135116,0.14115835428237916
S2_MOTION_XSPEED,DIFF-WRONG-1,0.75,30,0.011486303930481275,0.8261975439886252,0.17966743332939247,0.20470247290407617
S2_MOTION_XSPEED,DIFF-WRONG-1,1.0,30,0.018464484438300132,0.7682634032020966,0.22984428300942863,0.2644615499302745
S2_MOTION_XSPEED,DIFF-WRONG-1,1.25,30,0.026980309560894967,0.7103292681276798,0.27650965958378926,0.3210943413277467
S2_MOTION_XSPEED,DIFF-WRONG-2,0.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,DIFF-WRONG-2,0.25,30,0.0024127211421728135,0.9437747581085811,0.06491549432364908,0.07132688219038148
S2_MOTION_XSPEED,DIFF-WRONG-2,0.5,30,0.005995521942774455,0.8875495150374869,0.123987349936636,0.1372401434307297
S2_MOTION_XSPEED,DIFF-WRONG-2,0.75,30,0.010861452668905258,0.8313242683187128,0.17760033065501551,0.19809697714323798
S2_MOTION_XSPEED,DIFF-WRONG-2,1.0,30,0.017019324998060862,0.775099032620589,0.22621016891347584,0.2542940771828095
S2_MOTION_XSPEED,DIFF-WRONG-2,1.25,30,0.02428307756781578,0.7188737973570823,0.2703503085585307,0.3062646072357893
S2_MOTION_XSPEED,DIFF-WRONG-3,0.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,DIFF-WRONG-3,0.25,30,0.002190109590689341,0.9455744454792391,0.060809659307410995,0.06802845178171993
S2_MOTION_XSPEED,DIFF-WRONG-3,0.5,30,0.005562326932946841,0.8911488910205663,0.11623607872439701,0.13109531824787457
S2_MOTION_XSPEED,DIFF-WRONG-3,0.75,30,0.010119956110914548,0.8367233270158371,0.16661963297899282,0.18955670250579715
S2_MOTION_XSPEED,DIFF-WRONG-3,1.0,30,0.015785542006293934,0.7822977835312486,0.21236486168176957,0.243811193232735
S2_MOTION_XSPEED,DIFF-WRONG-3,1.25,30,0.022467762480179468,0.7278722350796064,0.25394659016213983,0.29429696816951034
S2_MOTION_XSPEED,POP,0.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,POP,0.25,30,0.007702396561702092,0.9313711610312263,0.08749916814037997,0.09231532936294874
S2_MOTION_XSPEED,POP,0.5,30,0.016304372747739156,0.8627423230558634,0.16318553380017425,0.17465967337290447
S2_MOTION_XSPEED,POP,0.75,30,0.025937351087729137,0.7941134641567866,0.2276068842394085,0.24810184588034948
S2_MOTION_XSPEED,POP,1.0,30,0.0379558265209198,0.7254846446216107,0.2814640001570791,0.3136124445746342
S2_MOTION_XSPEED,POP,1.25,30,0.04931878941133618,0.6568558504184087,0.32568280238474784,0.3721764851361513
S2_MOTION_XSPEED,RAW,0.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,RAW,0.25,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,RAW,0.5,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,RAW,0.75,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,RAW,1.0,30,0.0,1.0,0.0,0.0
S2_MOTION_XSPEED,RAW,1.25,30,0.0,1.0,0.0,0.0
