subject,protocol,method,lambda,paired_psd_error_1_45,rrmse
2,same_01,RAW,0.9,0.20303533971309662,0.4466257393360138
2,same_01,RAW,1.0,0.20303533971309662,0.4466257393360138
2,same_01,LINEAR-POP,0.0,0.20303533971309662,0.4466257393360138
2,same_01,LINEAR-POP,0.1,0.18482069671154022,0.4131036698818207
2,same_01,LINEAR-POP,0.2,0.1666044145822525,0.3796836733818054
2,same_01,LINEAR-POP,0.3,0.14837317168712616,0.3463953733444214
2,same_01,LINEAR-POP,0.4,0.1301494538784027,0.31328079104423523
2,same_01,LINEAR-POP,0.5,0.11213462799787521,0.2804013192653656
2,same_01,LINEAR-POP,0.6,0.09422459453344345,0.24785073101520538
2,same_01,LINEAR-POP,0.7,0.07653961330652237,0.21577782928943634
2,same_01,LINEAR-POP,0.8,0.05931941419839859,0.18443195521831512
2,same_01,LINEAR-POP,0.9,0.04297276586294174,0.15425698459148407
2,same_01,LINEAR-POP,1.0,0.02924923039972782,0.12609635293483734
2,same_01,LINEAR-MATCH,0.0,0.20303533971309662,0.4466257393360138
2,same_01,LINEAR-MATCH,0.1,0.17989608645439148,0.4003054201602936
2,same_01,LINEAR-MATCH,0.2,0.15670958161354065,0.3540268838405609
2,same_01,LINEAR-MATCH,0.3,0.13342726230621338,0.30780890583992004
2,same_01,LINEAR-MATCH,0.4,0.11028412729501724,0.2616836428642273
2,same_01,LINEAR-MATCH,0.5,0.08713911473751068,0.2157105654478073
2,same_01,LINEAR-MATCH,0.6,0.064299076795578,0.17001314461231232
2,same_01,LINEAR-MATCH,0.7,0.04184393212199211,0.12489438056945801
2,same_01,LINEAR-MATCH,0.8,0.02098827250301838,0.08132309466600418
2,same_01,LINEAR-MATCH,0.9,0.015233316458761692,0.044147416949272156
2,same_01,LINEAR-MATCH,1.0,0.03215978667140007,0.04006554186344147
2,same_01,LINEAR-WRONG,0.0,0.20303533971309662,0.4466257393360138
2,same_01,LINEAR-WRONG,0.1,0.18319840729236603,0.4118165969848633
2,same_01,LINEAR-WRONG,0.2,0.1636580228805542,0.3789941966533661
2,same_01,LINEAR-WRONG,0.3,0.1444551795721054,0.34871992468833923
2,same_01,LINEAR-WRONG,0.4,0.12592925131320953,0.32171398401260376
2,same_01,LINEAR-WRONG,0.5,0.1083466038107872,0.29886361956596375
2,same_01,LINEAR-WRONG,0.6,0.0921669751405716,0.2811838686466217
2,same_01,LINEAR-WRONG,0.7,0.07877760380506516,0.2696934938430786
2,same_01,LINEAR-WRONG,0.8,0.07176319509744644,0.2651982009410858
2,same_01,LINEAR-WRONG,0.9,0.07317440956830978,0.2680501341819763
2,same_01,LINEAR-WRONG,1.0,0.07923721522092819,0.278023362159729
2,same_01,DET-POP,0.0,0.20303533971309662,0.4466257393360138
2,same_01,DET-POP,0.1,0.18487174808979034,0.41086485981941223
2,same_01,DET-POP,0.2,0.16704006493091583,0.3755246698856354
2,same_01,DET-POP,0.3,0.14950679242610931,0.34073612093925476
2,same_01,DET-POP,0.4,0.13231071829795837,0.3066868782043457
2,same_01,DET-POP,0.5,0.11575435101985931,0.273653119802475
2,same_01,DET-POP,0.6,0.10002993047237396,0.24205102026462555
2,same_01,DET-POP,0.7,0.08528139442205429,0.21252009272575378
2,same_01,DET-POP,0.8,0.07223927974700928,0.18604931235313416
2,same_01,DET-POP,0.9,0.061602815985679626,0.16412599384784698
2,same_01,DET-POP,1.0,0.055027883499860764,0.14877428114414215
2,same_01,DET-MATCH,0.0,0.20303533971309662,0.4466257393360138
2,same_01,DET-MATCH,0.1,0.18016798794269562,0.3995169997215271
2,same_01,DET-MATCH,0.2,0.15761010348796844,0.3528386652469635
2,same_01,DET-MATCH,0.3,0.13528798520565033,0.30678731203079224
2,same_01,DET-MATCH,0.4,0.11341825127601624,0.2616940438747406
2,same_01,DET-MATCH,0.5,0.09240959584712982,0.21815383434295654
2,same_01,DET-MATCH,0.6,0.07280334085226059,0.17731450498104095
2,same_01,DET-MATCH,0.7,0.055552706122398376,0.14153365790843964
2,same_01,DET-MATCH,0.8,0.04342516139149666,0.11560764163732529
2,same_01,DET-MATCH,0.9,0.04239030182361603,0.1069602221250534
2,same_01,DET-MATCH,1.0,0.05312849208712578,0.11940626800060272
2,same_01,DET-WRONG,0.0,0.20303533971309662,0.4466257393360138
2,same_01,DET-WRONG,0.1,0.18304720520973206,0.40679842233657837
2,same_01,DET-WRONG,0.2,0.1636696308851242,0.36883723735809326
2,same_01,DET-WRONG,0.3,0.14484944939613342,0.33338025212287903
2,same_01,DET-WRONG,0.4,0.12707537412643433,0.30131271481513977
2,same_01,DET-WRONG,0.5,0.11074378341436386,0.2738281488418579
2,same_01,DET-WRONG,0.6,0.09677865356206894,0.25242799520492554
2,same_01,DET-WRONG,0.7,0.0861494168639183,0.23875389993190765
2,same_01,DET-WRONG,0.8,0.08113249391317368,0.23416335880756378
2,same_01,DET-WRONG,0.9,0.08316494524478912,0.23917996883392334
2,same_01,DET-WRONG,1.0,0.09040442109107971,0.253233402967453
2,same_01,DIFF-POP,0.0,0.20303533971309662,0.4466257393360138
2,same_01,DIFF-POP,0.1,0.18504822254180908,0.41113030910491943
2,same_01,DIFF-POP,0.2,0.16734647750854492,0.37597984075546265
2,same_01,DIFF-POP,0.3,0.14989840984344482,0.3412809371948242
2,same_01,DIFF-POP,0.4,0.1328166425228119,0.3071867525577545
2,same_01,DIFF-POP,0.5,0.11641142517328262,0.27392303943634033
2,same_01,DIFF-POP,0.6,0.10078441351652145,0.24183280766010284
2,same_01,DIFF-POP,0.7,0.08609461784362793,0.21145102381706238
2,same_01,DIFF-POP,0.8,0.07305529713630676,0.18362760543823242
2,same_01,DIFF-POP,0.9,0.06275074928998947,0.15970534086227417
2,same_01,DIFF-POP,1.0,0.05652056634426117,0.14167438447475433
2,same_01,DIFF-MATCH,0.0,0.20303533971309662,0.4466257393360138
2,same_01,DIFF-MATCH,0.1,0.18041253089904785,0.3998388350009918
2,same_01,DIFF-MATCH,0.2,0.15803179144859314,0.35340234637260437
2,same_01,DIFF-MATCH,0.3,0.13590823113918304,0.30747511982917786
2,same_01,DIFF-MATCH,0.4,0.11427563428878784,0.26232486963272095
2,same_01,DIFF-MATCH,0.5,0.09344924986362457,0.21843375265598297
2,same_01,DIFF-MATCH,0.6,0.07396098971366882,0.17674237489700317
2,same_01,DIFF-MATCH,0.7,0.057100292295217514,0.13924096524715424
2,same_01,DIFF-MATCH,0.8,0.045691974461078644,0.11028977483510971
2,same_01,DIFF-MATCH,0.9,0.04449008032679558,0.09780197590589523
2,same_01,DIFF-MATCH,1.0,0.05405495688319206,0.10766720026731491
2,same_01,DIFF-WRONG,0.0,0.20303533971309662,0.4466257393360138
2,same_01,DIFF-WRONG,0.1,0.18271902203559875,0.4065789580345154
2,same_01,DIFF-WRONG,0.2,0.16290965676307678,0.3681235611438751
2,same_01,DIFF-WRONG,0.3,0.14357183873653412,0.3318133056163788
2,same_01,DIFF-WRONG,0.4,0.125131294131279,0.29843229055404663
2,same_01,DIFF-WRONG,0.5,0.10799932479858398,0.2690728008747101
2,same_01,DIFF-WRONG,0.6,0.09296154230833054,0.24518389999866486
2,same_01,DIFF-WRONG,0.7,0.08110876381397247,0.22848792374134064
2,same_01,DIFF-WRONG,0.8,0.07420870661735535,0.2206239551305771
2,same_01,DIFF-WRONG,0.9,0.07398314028978348,0.2225302904844284
2,same_01,DIFF-WRONG,1.0,0.0801830142736435,0.23396828770637512
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.0,0.20303533971309662,0.4466257393360138
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.1,0.20400236546993256,0.45218101143836975
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.2,0.2072564661502838,0.46104416251182556
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.3,0.21264852583408356,0.47302937507629395
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.4,0.22015438973903656,0.4879065155982971
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.5,0.22957004606723785,0.5054203867912292
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.6,0.24060407280921936,0.5253072381019592
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.7,0.25315213203430176,0.5473085045814514
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.8,0.2667737603187561,0.5711799263954163
2,same_01,DIFF-TEMPORAL-SHUFFLED,0.9,0.2813745439052582,0.5966969728469849
2,same_01,DIFF-TEMPORAL-SHUFFLED,1.0,0.29703447222709656,0.6236578822135925
2,same_02,RAW,0.0,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.1,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.2,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.3,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.4,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.5,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.6,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.7,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.8,0.23746544122695923,0.3861199617385864
2,same_02,RAW,0.9,0.23746544122695923,0.3861199617385864
2,same_02,RAW,1.0,0.23746544122695923,0.3861199617385864
2,same_02,LINEAR-POP,0.0,0.23746544122695923,0.3861199617385864
2,same_02,LINEAR-POP,0.1,0.21986274421215057,0.3596600592136383
2,same_02,LINEAR-POP,0.2,0.2022583931684494,0.33325985074043274
2,same_02,LINEAR-POP,0.3,0.18462927639484406,0.3069346249103546
2,same_02,LINEAR-POP,0.4,0.16716550290584564,0.2807055115699768
2,same_02,LINEAR-POP,0.5,0.1497732698917389,0.25460219383239746
2,same_02,LINEAR-POP,0.6,0.13238298892974854,0.22866784036159515
2,same_02,LINEAR-POP,0.7,0.11507590115070343,0.20296712219715118
2,same_02,LINEAR-POP,0.8,0.09773586690425873,0.17760157585144043
2,same_02,LINEAR-POP,0.9,0.08035853505134583,0.1527382731437683
2,same_02,LINEAR-POP,1.0,0.0631416067481041,0.1286686211824417
2,same_02,LINEAR-MATCH,0.0,0.23746544122695923,0.3861199617385864
2,same_02,LINEAR-MATCH,0.1,0.21495774388313293,0.3499756157398224
2,same_02,LINEAR-MATCH,0.2,0.1924072653055191,0.3138347268104553
2,same_02,LINEAR-MATCH,0.3,0.1699386090040207,0.2776985466480255
2,same_02,LINEAR-MATCH,0.4,0.14761404693126678,0.24156926572322845
2,same_02,LINEAR-MATCH,0.5,0.125258207321167,0.20545046031475067
2,same_02,LINEAR-MATCH,0.6,0.10292498767375946,0.16934889554977417
2,same_02,LINEAR-MATCH,0.7,0.08041328191757202,0.13327856361865997
2,same_02,LINEAR-MATCH,0.8,0.05770698934793472,0.09727413952350616
2,same_02,LINEAR-MATCH,0.9,0.03509475290775299,0.061451707035303116
2,same_02,LINEAR-MATCH,1.0,0.012634889222681522,0.0265580452978611
2,same_02,LINEAR-WRONG,0.0,0.23746544122695923,0.3861199617385864
2,same_02,LINEAR-WRONG,0.1,0.2164703756570816,0.35730886459350586
2,same_02,LINEAR-WRONG,0.2,0.19547855854034424,0.328703910112381
2,same_02,LINEAR-WRONG,0.3,0.17452223598957062,0.3003638684749603
2,same_02,LINEAR-WRONG,0.4,0.15378324687480927,0.2723715603351593
2,same_02,LINEAR-WRONG,0.5,0.13311395049095154,0.24484620988368988
2,same_02,LINEAR-WRONG,0.6,0.11250635236501694,0.21796481311321259
2,same_02,LINEAR-WRONG,0.7,0.09190362691879272,0.19199804961681366
2,same_02,LINEAR-WRONG,0.8,0.07155006378889084,0.16737213730812073
2,same_02,LINEAR-WRONG,0.9,0.052031293511390686,0.1447729617357254
2,same_02,LINEAR-WRONG,1.0,0.0346214659512043,0.12530198693275452
2,same_02,DET-POP,0.0,0.23746544122695923,0.3861199617385864
2,same_02,DET-POP,0.1,0.2198602557182312,0.35888320207595825
2,same_02,DET-POP,0.2,0.20244140923023224,0.33218416571617126
2,same_02,DET-POP,0.3,0.18521170318126678,0.30616363883018494
2,same_02,DET-POP,0.4,0.16833575069904327,0.28101009130477905
2,same_02,DET-POP,0.5,0.15191732347011566,0.25697824358940125
2,same_02,DET-POP,0.6,0.13602688908576965,0.23441332578659058
2,same_02,DET-POP,0.7,0.12078380584716797,0.21378037333488464
2,same_02,DET-POP,0.8,0.10600733757019043,0.19569145143032074
2,same_02,DET-POP,0.9,0.09206703305244446,0.18091128766536713
2,same_02,DET-POP,1.0,0.0794227123260498,0.17030353844165802
2,same_02,DET-MATCH,0.0,0.23746544122695923,0.3861199617385864
2,same_02,DET-MATCH,0.1,0.2151188999414444,0.35089927911758423
2,same_02,DET-MATCH,0.2,0.1928989142179489,0.3161655366420746
2,same_02,DET-MATCH,0.3,0.17094086110591888,0.2820984721183777
2,same_02,DET-MATCH,0.4,0.14941337704658508,0.2489720582962036
2,same_02,DET-MATCH,0.5,0.12831361591815948,0.21721699833869934
2,same_02,DET-MATCH,0.6,0.10789886116981506,0.18753129243850708
2,same_02,DET-MATCH,0.7,0.08820131421089172,0.16106316447257996
2,same_02,DET-MATCH,0.8,0.06979130953550339,0.1396542489528656
2,same_02,DET-MATCH,0.9,0.05435442179441452,0.12591223418712616
2,same_02,DET-MATCH,1.0,0.044492751359939575,0.122446209192276
2,same_02,DET-WRONG,0.0,0.23746544122695923,0.3861199617385864
2,same_02,DET-WRONG,0.1,0.21650664508342743,0.3560303747653961
2,same_02,DET-WRONG,0.2,0.19574356079101562,0.3264610767364502
2,same_02,DET-WRONG,0.3,0.1751861572265625,0.2975672781467438
2,same_02,DET-WRONG,0.4,0.15513676404953003,0.26956626772880554
2,same_02,DET-WRONG,0.5,0.13553692400455475,0.24276718497276306
2,same_02,DET-WRONG,0.6,0.11658471822738647,0.21761450171470642
2,same_02,DET-WRONG,0.7,0.09839759021997452,0.194747194647789
2,same_02,DET-WRONG,0.8,0.08124697208404541,0.1750631183385849
2,same_02,DET-WRONG,0.9,0.06617102771997452,0.15974342823028564
2,same_02,DET-WRONG,1.0,0.055185288190841675,0.15013013780117035
2,same_02,DIFF-POP,0.0,0.23746544122695923,0.3861199617385864
2,same_02,DIFF-POP,0.1,0.22001062333583832,0.3591417074203491
2,same_02,DIFF-POP,0.2,0.20274025201797485,0.3326115012168884
2,same_02,DIFF-POP,0.3,0.18564121425151825,0.3066456913948059
2,same_02,DIFF-POP,0.4,0.16888654232025146,0.2814006209373474
2,same_02,DIFF-POP,0.5,0.15260377526283264,0.2570885717868805
2,same_02,DIFF-POP,0.6,0.13672670722007751,0.2340005785226822
2,same_02,DIFF-POP,0.7,0.1215396374464035,0.21253597736358643
2,same_02,DIFF-POP,0.8,0.10698769986629486,0.19323648512363434
2,same_02,DIFF-POP,0.9,0.09319819509983063,0.17681248486042023
2,same_02,DIFF-POP,1.0,0.08071447908878326,0.16412949562072754
2,same_02,DIFF-MATCH,0.0,0.23746544122695923,0.3861199617385864
2,same_02,DIFF-MATCH,0.1,0.21535633504390717,0.3514450788497925
2,same_02,DIFF-MATCH,0.2,0.19339220225811005,0.3171739876270294
2,same_02,DIFF-MATCH,0.3,0.17166930437088013,0.2834531366825104
2,same_02,DIFF-MATCH,0.4,0.15039098262786865,0.25050488114356995
2,same_02,DIFF-MATCH,0.5,0.12950749695301056,0.21867866814136505
2,same_02,DIFF-MATCH,0.6,0.1092969998717308,0.18854357302188873
2,same_02,DIFF-MATCH,0.7,0.08993081748485565,0.16105176508426666
2,same_02,DIFF-MATCH,0.8,0.07185603678226471,0.13779443502426147
2,same_02,DIFF-MATCH,0.9,0.056587304919958115,0.12123369425535202
2,same_02,DIFF-MATCH,1.0,0.047148991376161575,0.11431782692670822
2,same_02,DIFF-WRONG,0.0,0.23746544122695923,0.3861199617385864
2,same_02,DIFF-WRONG,0.1,0.21665766835212708,0.3562919795513153
2,same_02,DIFF-WRONG,0.2,0.19603627920150757,0.32688307762145996
2,same_02,DIFF-WRONG,0.3,0.1756017655134201,0.2980174124240875
2,same_02,DIFF-WRONG,0.4,0.15565146505832672,0.269869327545166
2,same_02,DIFF-WRONG,0.5,0.13616017997264862,0.24268855154514313
2,same_02,DIFF-WRONG,0.6,0.11727841943502426,0.2168392539024353
2,same_02,DIFF-WRONG,0.7,0.09918127954006195,0.1928575187921524
2,same_02,DIFF-WRONG,0.8,0.08225422352552414,0.1715284287929535
2,same_02,DIFF-WRONG,0.9,0.06739125400781631,0.1539585143327713
2,same_02,DIFF-WRONG,1.0,0.05658875033259392,0.14155451953411102
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.0,0.23746544122695923,0.3861199617385864
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.1,0.23772896826267242,0.38675132393836975
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.2,0.23977719247341156,0.3895726203918457
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.3,0.24359402060508728,0.3945368528366089
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.4,0.24916715919971466,0.4015645384788513
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.5,0.2562217116355896,0.41054970026016235
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.6,0.264848530292511,0.42136722803115845
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.7,0.2748282551765442,0.4338800013065338
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.8,0.2858428359031677,0.4479460120201111
2,same_02,DIFF-TEMPORAL-SHUFFLED,0.9,0.29784685373306274,0.46342384815216064
2,same_02,DIFF-TEMPORAL-SHUFFLED,1.0,0.3108901083469391,0.48017704486846924
2,same_03,RAW,0.0,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.1,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.2,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.3,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.4,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.5,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.6,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.7,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.8,0.22216227650642395,0.535010576248169
2,same_03,RAW,0.9,0.22216227650642395,0.535010576248169
2,same_03,RAW,1.0,0.22216227650642395,0.535010576248169
2,same_03,LINEAR-POP,0.0,0.22216227650642395,0.535010576248169
2,same_03,LINEAR-POP,0.1,0.19655033946037292,0.4967987835407257
2,same_03,LINEAR-POP,0.2,0.17135001718997955,0.45906397700309753
2,same_03,LINEAR-POP,0.3,0.14676803350448608,0.4219343960285187
2,same_03,LINEAR-POP,0.4,0.12323661148548126,0.38558462262153625
2,same_03,LINEAR-POP,0.5,0.10193312168121338,0.3502576947212219
2,same_03,LINEAR-POP,0.6,0.08502645045518875,0.3162965476512909
2,same_03,LINEAR-POP,0.7,0.07656538486480713,0.28419116139411926
2,same_03,LINEAR-POP,0.8,0.07914449274539948,0.2546444237232208
2,same_03,LINEAR-POP,0.9,0.08898124098777771,0.22865043580532074
2,same_03,LINEAR-POP,1.0,0.1028168648481369,0.2075483798980713
2,same_03,LINEAR-MATCH,0.0,0.22216227650642395,0.535010576248169
2,same_03,LINEAR-MATCH,0.1,0.20012758672237396,0.48408517241477966
2,same_03,LINEAR-MATCH,0.2,0.17810364067554474,0.4331701695919037
2,same_03,LINEAR-MATCH,0.3,0.15608203411102295,0.3822697699069977
2,same_03,LINEAR-MATCH,0.4,0.1340813934803009,0.3313906788825989
2,same_03,LINEAR-MATCH,0.5,0.1121908500790596,0.2805444896221161
2,same_03,LINEAR-MATCH,0.6,0.09031765162944794,0.2297530621290207
2,same_03,LINEAR-MATCH,0.7,0.06866038590669632,0.17906303703784943
2,same_03,LINEAR-MATCH,0.8,0.047101885080337524,0.12859424948692322
2,same_03,LINEAR-MATCH,0.9,0.02584610879421234,0.07877330482006073
2,same_03,LINEAR-MATCH,1.0,0.008498294278979301,0.032707877457141876
2,same_03,LINEAR-WRONG,0.0,0.22216227650642395,0.535010576248169
2,same_03,LINEAR-WRONG,0.1,0.20290805399417877,0.4962732493877411
2,same_03,LINEAR-WRONG,0.2,0.18373340368270874,0.45772457122802734
2,same_03,LINEAR-WRONG,0.3,0.16462251543998718,0.41941654682159424
2,same_03,LINEAR-WRONG,0.4,0.14567139744758606,0.3814217150211334
2,same_03,LINEAR-WRONG,0.5,0.12685370445251465,0.34384390711784363
2,same_03,LINEAR-WRONG,0.6,0.10822299867868423,0.3068363666534424
2,same_03,LINEAR-WRONG,0.7,0.08991801738739014,0.27063316106796265
2,same_03,LINEAR-WRONG,0.8,0.07240748405456543,0.23560529947280884
2,same_03,LINEAR-WRONG,0.9,0.0567576102912426,0.20236413180828094
2,same_03,LINEAR-WRONG,1.0,0.04641440510749817,0.17194895446300507
2,same_03,DET-POP,0.0,0.22216227650642395,0.535010576248169
2,same_03,DET-POP,0.1,0.19655606150627136,0.48550617694854736
2,same_03,DET-POP,0.2,0.17164944112300873,0.43725866079330444
2,same_03,DET-POP,0.3,0.14765138924121857,0.3907339572906494
2,same_03,DET-POP,0.4,0.12492764741182327,0.3466264307498932
2,same_03,DET-POP,0.5,0.10440059006214142,0.3059832453727722
2,same_03,DET-POP,0.6,0.08792805671691895,0.27037113904953003
2,same_03,DET-POP,0.7,0.07839469611644745,0.24202141165733337
2,same_03,DET-POP,0.8,0.0782495066523552,0.22371219098567963
2,same_03,DET-POP,0.9,0.08674710243940353,0.2179882973432541
2,same_03,DET-POP,1.0,0.10127603262662888,0.22580882906913757
2,same_03,DET-MATCH,0.0,0.22216227650642395,0.535010576248169
2,same_03,DET-MATCH,0.1,0.2003263682126999,0.4787781834602356
2,same_03,DET-MATCH,0.2,0.1788429319858551,0.4232683777809143
2,same_03,DET-MATCH,0.3,0.15773095190525055,0.36880743503570557
2,same_03,DET-MATCH,0.4,0.13703781366348267,0.3159383535385132
2,same_03,DET-MATCH,0.5,0.11705540120601654,0.2656134068965912
2,same_03,DET-MATCH,0.6,0.09803370386362076,0.2195887416601181
2,same_03,DET-MATCH,0.7,0.08049200475215912,0.18117189407348633
2,same_03,DET-MATCH,0.8,0.06532229483127594,0.15608517825603485
2,same_03,DET-MATCH,0.9,0.054319433867931366,0.1511198729276657
2,same_03,DET-MATCH,1.0,0.050495684146881104,0.16806888580322266
2,same_03,DET-WRONG,0.0,0.22216227650642395,0.535010576248169
2,same_03,DET-WRONG,0.1,0.20268583297729492,0.48879414796829224
2,same_03,DET-WRONG,0.2,0.18357710540294647,0.4434128701686859
2,same_03,DET-WRONG,0.3,0.1648537814617157,0.39915159344673157
2,same_03,DET-WRONG,0.4,0.1465945839881897,0.35642802715301514
2,same_03,DET-WRONG,0.5,0.12888889014720917,0.3158665597438812
2,same_03,DET-WRONG,0.6,0.1119295284152031,0.278413861989975
2,same_03,DET-WRONG,0.7,0.0959634855389595,0.24549688398838043
2,same_03,DET-WRONG,0.8,0.08169113844633102,0.21916887164115906
2,same_03,DET-WRONG,0.9,0.07027691602706909,0.20202255249023438
2,same_03,DET-WRONG,1.0,0.06357938796281815,0.19647665321826935
2,same_03,DIFF-POP,0.0,0.22216227650642395,0.535010576248169
2,same_03,DIFF-POP,0.1,0.19674897193908691,0.48606380820274353
2,same_03,DIFF-POP,0.2,0.17201882600784302,0.43818268179893494
2,same_03,DIFF-POP,0.3,0.148194819688797,0.3917582631111145
2,same_03,DIFF-POP,0.4,0.12553828954696655,0.34737497568130493
2,same_03,DIFF-POP,0.5,0.10501053184270859,0.30592256784439087
2,same_03,DIFF-POP,0.6,0.08840768784284592,0.2687605619430542
2,same_03,DIFF-POP,0.7,0.07877875119447708,0.23790813982486725
2,same_03,DIFF-POP,0.8,0.078462615609169,0.21608497202396393
2,same_03,DIFF-POP,0.9,0.08671540766954422,0.20617841184139252
2,same_03,DIFF-POP,1.0,0.10061462223529816,0.2098827064037323
2,same_03,DIFF-MATCH,0.0,0.22216227650642395,0.535010576248169
2,same_03,DIFF-MATCH,0.1,0.20058013498783112,0.47947365045547485
2,same_03,DIFF-MATCH,0.2,0.17935308814048767,0.42458370327949524
2,same_03,DIFF-MATCH,0.3,0.158493772149086,0.370628297328949
2,same_03,DIFF-MATCH,0.4,0.13801349699497223,0.31808343529701233
2,same_03,DIFF-MATCH,0.5,0.11818637698888779,0.26778072118759155
2,same_03,DIFF-MATCH,0.6,0.09937439858913422,0.22125472128391266
2,same_03,DIFF-MATCH,0.7,0.08204828202724457,0.1814345121383667
2,same_03,DIFF-MATCH,0.8,0.06702473759651184,0.1536261886358261
2,same_03,DIFF-MATCH,0.9,0.05639825761318207,0.14491800963878632
2,same_03,DIFF-MATCH,1.0,0.05297241732478142,0.15849022567272186
2,same_03,DIFF-WRONG,0.0,0.22216227650642395,0.535010576248169
2,same_03,DIFF-WRONG,0.1,0.2026391178369522,0.4888785481452942
2,same_03,DIFF-WRONG,0.2,0.1834668219089508,0.4434750974178314
2,same_03,DIFF-WRONG,0.3,0.1646968573331833,0.3990488350391388
2,same_03,DIFF-WRONG,0.4,0.14637210965156555,0.35596609115600586
2,same_03,DIFF-WRONG,0.5,0.12851707637310028,0.31477871537208557
2,same_03,DIFF-WRONG,0.6,0.11144048720598221,0.2763356864452362
2,same_03,DIFF-WRONG,0.7,0.09549081325531006,0.2419486790895462
2,same_03,DIFF-WRONG,0.8,0.08147726953029633,0.213585764169693
2,same_03,DIFF-WRONG,0.9,0.0707249864935875,0.19390863180160522
2,same_03,DIFF-WRONG,1.0,0.06444887816905975,0.1856992542743683
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.0,0.22216227650642395,0.535010576248169
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.1,0.22278425097465515,0.5366302728652954
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.2,0.2252875119447708,0.54140704870224
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.3,0.22947248816490173,0.5492587685585022
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.4,0.23503665626049042,0.5600559115409851
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.5,0.24187424778938293,0.5736321806907654
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.6,0.2498541921377182,0.5897958278656006
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.7,0.2589086592197418,0.6083405017852783
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.8,0.26911449432373047,0.6290557384490967
2,same_03,DIFF-TEMPORAL-SHUFFLED,0.9,0.28038549423217773,0.6517346501350403
2,same_03,DIFF-TEMPORAL-SHUFFLED,1.0,0.2925355136394501,0.6761796474456787
3,same_01,RAW,0.0,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.1,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.2,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.3,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.4,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.5,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.6,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.7,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.8,0.2488958090543747,0.3934550881385803
3,same_01,RAW,0.9,0.2488958090543747,0.3934550881385803
3,same_01,RAW,1.0,0.2488958090543747,0.3934550881385803
3,same_01,LINEAR-POP,0.0,0.2488958090543747,0.3934550881385803
3,same_01,LINEAR-POP,0.1,0.22881053388118744,0.3627393841743469
3,same_01,LINEAR-POP,0.2,0.2093183994293213,0.33252623677253723
3,same_01,LINEAR-POP,0.3,0.19076502323150635,0.30296599864959717
3,same_01,LINEAR-POP,0.4,0.17300665378570557,0.27426987886428833
3,same_01,LINEAR-POP,0.5,0.15625464916229248,0.24673952162265778
3,same_01,LINEAR-POP,0.6,0.14102080464363098,0.2208113819360733
