subject,protocol,k,method,panel,band,error,utility,distortion
7,same_02,8,LINEAR-POP,natural,high_frequency_secondary,,,0.29107513098890897
7,same_02,8,DET-POP,natural,delta,,,0.14949643220798833
7,same_02,8,DET-POP,natural,theta,,,0.16795126414336103
7,same_02,8,DET-POP,natural,alpha,,,0.1257496807505646
7,same_02,8,DET-POP,natural,beta,,,0.08226901815169169
7,same_02,8,DET-POP,natural,low_gamma,,,0.06509128550980578
7,same_02,8,DET-POP,natural,high_frequency_secondary,,,0.19675631310995031
7,same_02,8,DIFF-POP,natural,delta,,,0.14879624431525396
7,same_02,8,DIFF-POP,natural,theta,,,0.16521481268457416
7,same_02,8,DIFF-POP,natural,alpha,,,0.12249171704191213
7,same_02,8,DIFF-POP,natural,beta,,,0.0776678567341749
7,same_02,8,DIFF-POP,natural,low_gamma,,,0.0729437855150016
7,same_02,8,DIFF-POP,natural,high_frequency_secondary,,,0.16895567284622107
7,same_02,8,LINEAR-MATCH,natural,delta,,,0.21616439612298033
7,same_02,8,LINEAR-MATCH,natural,theta,,,0.19418893776375643
7,same_02,8,LINEAR-MATCH,natural,alpha,,,0.14230737954456799
7,same_02,8,LINEAR-MATCH,natural,beta,,,0.087456677824638
7,same_02,8,LINEAR-MATCH,natural,low_gamma,,,0.0725460199431967
7,same_02,8,LINEAR-MATCH,natural,high_frequency_secondary,,,0.3992334505132213
7,same_02,8,DET-MATCH,natural,delta,,,0.1693700287194145
7,same_02,8,DET-MATCH,natural,theta,,,0.18300932997763772
7,same_02,8,DET-MATCH,natural,alpha,,,0.1382071297322017
7,same_02,8,DET-MATCH,natural,beta,,,0.08729055492542132
7,same_02,8,DET-MATCH,natural,low_gamma,,,0.06991191162782669
7,same_02,8,DET-MATCH,natural,high_frequency_secondary,,,0.2938883333424674
7,same_02,8,DIFF-MATCH,natural,delta,,,0.16933371036092573
7,same_02,8,DIFF-MATCH,natural,theta,,,0.18058644971715138
7,same_02,8,DIFF-MATCH,natural,alpha,,,0.13469579180864066
7,same_02,8,DIFF-MATCH,natural,beta,,,0.08333173170369944
7,same_02,8,DIFF-MATCH,natural,low_gamma,,,0.07693860215067233
7,same_02,8,DIFF-MATCH,natural,high_frequency_secondary,,,0.267160246951564
7,same_02,8,LINEAR-WRONG,natural,delta,,,0.20511365046709606
7,same_02,8,LINEAR-WRONG,natural,theta,,,0.1896639165156531
7,same_02,8,LINEAR-WRONG,natural,alpha,,,0.1381202235859775
7,same_02,8,LINEAR-WRONG,natural,beta,,,0.08506232856666507
7,same_02,8,LINEAR-WRONG,natural,low_gamma,,,0.07059969679409613
7,same_02,8,LINEAR-WRONG,natural,high_frequency_secondary,,,0.40966772261695794
7,same_02,8,DET-WRONG,natural,delta,,,0.15997267353854802
7,same_02,8,DET-WRONG,natural,theta,,,0.18057835803625313
7,same_02,8,DET-WRONG,natural,alpha,,,0.13323480885357875
7,same_02,8,DET-WRONG,natural,beta,,,0.08511184020307229
7,same_02,8,DET-WRONG,natural,low_gamma,,,0.06910934714240474
7,same_02,8,DET-WRONG,natural,high_frequency_secondary,,,0.2975824142320408
7,same_02,8,DIFF-WRONG,natural,delta,,,0.1596860151616779
7,same_02,8,DIFF-WRONG,natural,theta,,,0.17802532768165935
7,same_02,8,DIFF-WRONG,natural,alpha,,,0.1304483115768605
7,same_02,8,DIFF-WRONG,natural,beta,,,0.0812698842043263
7,same_02,8,DIFF-WRONG,natural,low_gamma,,,0.07695437443715655
7,same_02,8,DIFF-WRONG,natural,high_frequency_secondary,,,0.26909250191423595
7,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.14462832441340598
7,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.10845211419014494
7,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.11123505152364604
7,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.0720226962546857
7,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.07475409825834534
7,same_02,8,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.27941507556290673
7,same_03,8,RAW,paired,delta,0.2740199863910675,0.0,
7,same_03,8,RAW,paired,theta,0.23182469606399536,0.0,
7,same_03,8,RAW,paired,alpha,0.17986996471881866,0.0,
7,same_03,8,RAW,paired,beta,0.1373995691537857,0.0,
7,same_03,8,RAW,paired,low_gamma,0.1477353274822235,0.0,
7,same_03,8,RAW,paired,high_frequency_secondary,0.25076690316200256,0.0,
7,same_03,8,LINEAR-POP,paired,delta,0.07751528173685074,0.19650470465421677,
7,same_03,8,LINEAR-POP,paired,theta,0.07472896575927734,0.15709573030471802,
7,same_03,8,LINEAR-POP,paired,alpha,0.06321311742067337,0.1166568472981453,
7,same_03,8,LINEAR-POP,paired,beta,0.05724109336733818,0.08015847578644753,
7,same_03,8,LINEAR-POP,paired,low_gamma,0.059645917266607285,0.08808941021561623,
7,same_03,8,LINEAR-POP,paired,high_frequency_secondary,0.10642228275537491,0.14434462040662766,
7,same_03,8,DET-POP,paired,delta,0.1129494458436966,0.1610705405473709,
7,same_03,8,DET-POP,paired,theta,0.08927230536937714,0.14255239069461823,
7,same_03,8,DET-POP,paired,alpha,0.06701517105102539,0.11285479366779327,
7,same_03,8,DET-POP,paired,beta,0.051397763192653656,0.08600180596113205,
7,same_03,8,DET-POP,paired,low_gamma,0.05337315797805786,0.09436216950416565,
7,same_03,8,DET-POP,paired,high_frequency_secondary,0.10647977888584137,0.1442871242761612,
7,same_03,8,DIFF-POP,paired,delta,0.10915271937847137,0.16486726701259613,
7,same_03,8,DIFF-POP,paired,theta,0.08697111159563065,0.14485358446836472,
7,same_03,8,DIFF-POP,paired,alpha,0.06983944773674011,0.11003051698207855,
7,same_03,8,DIFF-POP,paired,beta,0.05728873610496521,0.0801108330488205,
7,same_03,8,DIFF-POP,paired,low_gamma,0.06982329487800598,0.07791203260421753,
7,same_03,8,DIFF-POP,paired,high_frequency_secondary,0.1358594447374344,0.11490745842456818,
7,same_03,8,LINEAR-MATCH,paired,delta,0.02670901082456112,0.24731097556650639,
7,same_03,8,LINEAR-MATCH,paired,theta,0.021784862503409386,0.21003983356058598,
7,same_03,8,LINEAR-MATCH,paired,alpha,0.016546880826354027,0.16332308389246464,
7,same_03,8,LINEAR-MATCH,paired,beta,0.014078186824917793,0.12332138232886791,
7,same_03,8,LINEAR-MATCH,paired,low_gamma,0.01575644500553608,0.13197888247668743,
7,same_03,8,LINEAR-MATCH,paired,high_frequency_secondary,0.03209426999092102,0.21867263317108154,
7,same_03,8,DET-MATCH,paired,delta,0.08730727434158325,0.18671271204948425,
7,same_03,8,DET-MATCH,paired,theta,0.06281725317239761,0.16900744289159775,
7,same_03,8,DET-MATCH,paired,alpha,0.03778979927301407,0.1420801654458046,
7,same_03,8,DET-MATCH,paired,beta,0.03162845969200134,0.10577110946178436,
7,same_03,8,DET-MATCH,paired,low_gamma,0.03154969960451126,0.11618562787771225,
7,same_03,8,DET-MATCH,paired,high_frequency_secondary,0.07590215653181076,0.1748647466301918,
7,same_03,8,DIFF-MATCH,paired,delta,0.08681889623403549,0.187201090157032,
7,same_03,8,DIFF-MATCH,paired,theta,0.06540242582559586,0.1664222702383995,
7,same_03,8,DIFF-MATCH,paired,alpha,0.04417833685874939,0.13569162786006927,
7,same_03,8,DIFF-MATCH,paired,beta,0.03987191244959831,0.0975276567041874,
7,same_03,8,DIFF-MATCH,paired,low_gamma,0.05392703786492348,0.09380828961730003,
7,same_03,8,DIFF-MATCH,paired,high_frequency_secondary,0.11906611919403076,0.1317007839679718,
7,same_03,8,LINEAR-WRONG,paired,delta,0.11515247821807861,0.1588675081729889,
7,same_03,8,LINEAR-WRONG,paired,theta,0.06859450787305832,0.16323018819093704,
7,same_03,8,LINEAR-WRONG,paired,alpha,0.04644300416111946,0.1334269605576992,
7,same_03,8,LINEAR-WRONG,paired,beta,0.03354198485612869,0.10385758429765701,
7,same_03,8,LINEAR-WRONG,paired,low_gamma,0.03719090670347214,0.11054442077875137,
7,same_03,8,LINEAR-WRONG,paired,high_frequency_secondary,0.07354570925235748,0.17722119390964508,
7,same_03,8,DET-WRONG,paired,delta,0.13839614391326904,0.13562384247779846,
7,same_03,8,DET-WRONG,paired,theta,0.09540627896785736,0.136418417096138,
7,same_03,8,DET-WRONG,paired,alpha,0.06262895464897156,0.1172410100698471,
7,same_03,8,DET-WRONG,paired,beta,0.050059959292411804,0.0873396098613739,
7,same_03,8,DET-WRONG,paired,low_gamma,0.052638959139585495,0.09509636834263802,
7,same_03,8,DET-WRONG,paired,high_frequency_secondary,0.12408789247274399,0.12667901068925858,
7,same_03,8,DIFF-WRONG,paired,delta,0.13513219356536865,0.13888779282569885,
7,same_03,8,DIFF-WRONG,paired,theta,0.09445549547672272,0.13736920058727264,
7,same_03,8,DIFF-WRONG,paired,alpha,0.06612001359462738,0.11374995112419128,
7,same_03,8,DIFF-WRONG,paired,beta,0.05595172569155693,0.08144784346222878,
7,same_03,8,DIFF-WRONG,paired,low_gamma,0.06812869012355804,0.07960663735866547,
7,same_03,8,DIFF-WRONG,paired,high_frequency_secondary,0.15038713812828064,0.10037976503372192,
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.4181987941265106,-0.14417880773544312,
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.3413154184818268,-0.10949072241783142,
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.2519018054008484,-0.07203184068202972,
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.19019673764705658,-0.052797168493270874,
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.20093508064746857,-0.053199753165245056,
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.3324275612831116,-0.08166065812110901,
7,same_03,8,RAW,natural,delta,,,0.0
7,same_03,8,RAW,natural,theta,,,0.0
7,same_03,8,RAW,natural,alpha,,,0.0
7,same_03,8,RAW,natural,beta,,,0.0
7,same_03,8,RAW,natural,low_gamma,,,0.0
7,same_03,8,RAW,natural,high_frequency_secondary,,,0.0
7,same_03,8,LINEAR-POP,natural,delta,,,0.28538478276140405
7,same_03,8,LINEAR-POP,natural,theta,,,0.22843663479506157
7,same_03,8,LINEAR-POP,natural,alpha,,,0.1431921292231087
7,same_03,8,LINEAR-POP,natural,beta,,,0.08389226750756278
7,same_03,8,LINEAR-POP,natural,low_gamma,,,0.0601798316937311
7,same_03,8,LINEAR-POP,natural,high_frequency_secondary,,,0.4621042835730378
7,same_03,8,DET-POP,natural,delta,,,0.3272450505551389
7,same_03,8,DET-POP,natural,theta,,,0.233325357396699
7,same_03,8,DET-POP,natural,alpha,,,0.13883428309553464
7,same_03,8,DET-POP,natural,beta,,,0.08479433759136425
7,same_03,8,DET-POP,natural,low_gamma,,,0.06259804245208318
7,same_03,8,DET-POP,natural,high_frequency_secondary,,,0.3028685923162448
7,same_03,8,DIFF-POP,natural,delta,,,0.3237909118277036
7,same_03,8,DIFF-POP,natural,theta,,,0.22762334012556065
7,same_03,8,DIFF-POP,natural,alpha,,,0.13677787044876463
7,same_03,8,DIFF-POP,natural,beta,,,0.07983229917960062
7,same_03,8,DIFF-POP,natural,low_gamma,,,0.06369660102763602
7,same_03,8,DIFF-POP,natural,high_frequency_secondary,,,0.2799718124588497
7,same_03,8,LINEAR-MATCH,natural,delta,,,0.21457161591125473
7,same_03,8,LINEAR-MATCH,natural,theta,,,0.1770957044137939
7,same_03,8,LINEAR-MATCH,natural,alpha,,,0.1076323140851296
7,same_03,8,LINEAR-MATCH,natural,beta,,,0.06389513877863395
7,same_03,8,LINEAR-MATCH,natural,low_gamma,,,0.04633695110601283
7,same_03,8,LINEAR-MATCH,natural,high_frequency_secondary,,,0.24392429945013192
7,same_03,8,DET-MATCH,natural,delta,,,0.27066786414388555
7,same_03,8,DET-MATCH,natural,theta,,,0.18652406767588975
7,same_03,8,DET-MATCH,natural,alpha,,,0.10624653765071607
7,same_03,8,DET-MATCH,natural,beta,,,0.0661562026628927
7,same_03,8,DET-MATCH,natural,low_gamma,,,0.049920044696852815
7,same_03,8,DET-MATCH,natural,high_frequency_secondary,,,0.23695227029708743
7,same_03,8,DIFF-MATCH,natural,delta,,,0.2643728210919522
7,same_03,8,DIFF-MATCH,natural,theta,,,0.17827358335560972
7,same_03,8,DIFF-MATCH,natural,alpha,,,0.10292976219176608
7,same_03,8,DIFF-MATCH,natural,beta,,,0.05982412974587877
7,same_03,8,DIFF-MATCH,natural,low_gamma,,,0.049821813659273434
7,same_03,8,DIFF-MATCH,natural,high_frequency_secondary,,,0.22505000235751738
7,same_03,8,LINEAR-WRONG,natural,delta,,,0.19131063321663538
7,same_03,8,LINEAR-WRONG,natural,theta,,,0.16208411671932152
7,same_03,8,LINEAR-WRONG,natural,alpha,,,0.1022655078290097
7,same_03,8,LINEAR-WRONG,natural,beta,,,0.05915186163989662
7,same_03,8,LINEAR-WRONG,natural,low_gamma,,,0.04306135799314929
7,same_03,8,LINEAR-WRONG,natural,high_frequency_secondary,,,0.2473325805858692
7,same_03,8,DET-WRONG,natural,delta,,,0.27665228013117843
7,same_03,8,DET-WRONG,natural,theta,,,0.17722306830291407
7,same_03,8,DET-WRONG,natural,alpha,,,0.10006376089695587
7,same_03,8,DET-WRONG,natural,beta,,,0.06102302476694613
7,same_03,8,DET-WRONG,natural,low_gamma,,,0.0480254294118562
7,same_03,8,DET-WRONG,natural,high_frequency_secondary,,,0.2441774872350147
7,same_03,8,DIFF-WRONG,natural,delta,,,0.26715278319702096
7,same_03,8,DIFF-WRONG,natural,theta,,,0.16986167426426563
7,same_03,8,DIFF-WRONG,natural,alpha,,,0.09690435577815312
7,same_03,8,DIFF-WRONG,natural,beta,,,0.054805403828107245
7,same_03,8,DIFF-WRONG,natural,low_gamma,,,0.04804664626119152
7,same_03,8,DIFF-WRONG,natural,high_frequency_secondary,,,0.2270688810081444
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.17579603014927228
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.11706103149382582
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.0889434283152646
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.04499334760656634
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.042925809003561466
7,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.2088542276423084
7,same_01,32,RAW,paired,delta,0.4330756366252899,0.0,
7,same_01,32,RAW,paired,theta,0.30521219968795776,0.0,
7,same_01,32,RAW,paired,alpha,0.2932807505130768,0.0,
7,same_01,32,RAW,paired,beta,0.2335115522146225,0.0,
7,same_01,32,RAW,paired,low_gamma,0.35497331619262695,0.0,
7,same_01,32,RAW,paired,high_frequency_secondary,0.4135040044784546,0.0,
7,same_01,32,LINEAR-POP,paired,delta,0.1775767058134079,0.255498930811882,
7,same_01,32,LINEAR-POP,paired,theta,0.12868617475032806,0.1765260249376297,
7,same_01,32,LINEAR-POP,paired,alpha,0.11939842253923416,0.17388232797384262,
7,same_01,32,LINEAR-POP,paired,beta,0.09636781364679337,0.13714373856782913,
7,same_01,32,LINEAR-POP,paired,low_gamma,0.1494162231683731,0.20555709302425385,
7,same_01,32,LINEAR-POP,paired,high_frequency_secondary,0.1719052940607071,0.2415987104177475,
7,same_01,32,DET-POP,paired,delta,0.1604979932308197,0.2725776433944702,
7,same_01,32,DET-POP,paired,theta,0.12518446147441864,0.18002773821353912,
7,same_01,32,DET-POP,paired,alpha,0.1181115061044693,0.17516924440860748,
7,same_01,32,DET-POP,paired,beta,0.10223439335823059,0.1312771588563919,
7,same_01,32,DET-POP,paired,low_gamma,0.16575051844120026,0.1892227977514267,
7,same_01,32,DET-POP,paired,high_frequency_secondary,0.18708829581737518,0.2264157086610794,
7,same_01,32,DIFF-POP,paired,delta,0.16037218272686005,0.27270345389842987,
7,same_01,32,DIFF-POP,paired,theta,0.12568144500255585,0.17953075468540192,
7,same_01,32,DIFF-POP,paired,alpha,0.11858101934194565,0.17469973117113113,
7,same_01,32,DIFF-POP,paired,beta,0.1019705981016159,0.1315409541130066,
7,same_01,32,DIFF-POP,paired,low_gamma,0.1626405119895935,0.19233280420303345,
7,same_01,32,DIFF-POP,paired,high_frequency_secondary,0.1893463283777237,0.2241576761007309,
7,same_01,32,LINEAR-MATCH,paired,delta,0.13057205080986023,0.3025035858154297,
7,same_01,32,LINEAR-MATCH,paired,theta,0.09320541471242905,0.21200678497552872,
7,same_01,32,LINEAR-MATCH,paired,alpha,0.08486054092645645,0.20842020958662033,
7,same_01,32,LINEAR-MATCH,paired,beta,0.06861352920532227,0.16489802300930023,
7,same_01,32,LINEAR-MATCH,paired,low_gamma,0.10504570603370667,0.2499276101589203,
7,same_01,32,LINEAR-MATCH,paired,high_frequency_secondary,0.1205962747335434,0.2929077297449112,
7,same_01,32,DET-MATCH,paired,delta,0.12756411731243134,0.3055115193128586,
7,same_01,32,DET-MATCH,paired,theta,0.09622505307197571,0.20898714661598206,
7,same_01,32,DET-MATCH,paired,alpha,0.08752714097499847,0.2057536095380783,
7,same_01,32,DET-MATCH,paired,beta,0.07707303017377853,0.15643852204084396,
7,same_01,32,DET-MATCH,paired,low_gamma,0.12427934259176254,0.2306939736008644,
7,same_01,32,DET-MATCH,paired,high_frequency_secondary,0.14157021045684814,0.27193379402160645,
7,same_01,32,DIFF-MATCH,paired,delta,0.12595385313034058,0.30712178349494934,
7,same_01,32,DIFF-MATCH,paired,theta,0.0956638753414154,0.20954832434654236,
7,same_01,32,DIFF-MATCH,paired,alpha,0.08787929266691208,0.2054014578461647,
7,same_01,32,DIFF-MATCH,paired,beta,0.07663794606924057,0.15687360614538193,
7,same_01,32,DIFF-MATCH,paired,low_gamma,0.12085521966218948,0.23411809653043747,
7,same_01,32,DIFF-MATCH,paired,high_frequency_secondary,0.14853404462337494,0.26496995985507965,
7,same_01,32,LINEAR-WRONG,paired,delta,0.1723415106534958,0.26073412597179413,
7,same_01,32,LINEAR-WRONG,paired,theta,0.11664275079965591,0.18856944888830185,
7,same_01,32,LINEAR-WRONG,paired,alpha,0.10556121170520782,0.18771953880786896,
7,same_01,32,LINEAR-WRONG,paired,beta,0.08263449370861053,0.15087705850601196,
7,same_01,32,LINEAR-WRONG,paired,low_gamma,0.12060759961605072,0.23436571657657623,
7,same_01,32,LINEAR-WRONG,paired,high_frequency_secondary,0.14020442962646484,0.27329957485198975,
7,same_01,32,DET-WRONG,paired,delta,0.15587526559829712,0.2772003710269928,
7,same_01,32,DET-WRONG,paired,theta,0.11146102845668793,0.19375117123126984,
7,same_01,32,DET-WRONG,paired,alpha,0.10487855225801468,0.1884021982550621,
7,same_01,32,DET-WRONG,paired,beta,0.08860872685909271,0.14490282535552979,
7,same_01,32,DET-WRONG,paired,low_gamma,0.13755051791667938,0.21742279827594757,
7,same_01,32,DET-WRONG,paired,high_frequency_secondary,0.15792395174503326,0.2555800527334213,
7,same_01,32,DIFF-WRONG,paired,delta,0.15489530563354492,0.278180330991745,
7,same_01,32,DIFF-WRONG,paired,theta,0.11125953495502472,0.19395266473293304,
7,same_01,32,DIFF-WRONG,paired,alpha,0.10489724576473236,0.18838350474834442,
7,same_01,32,DIFF-WRONG,paired,beta,0.0878344476222992,0.1456771045923233,
7,same_01,32,DIFF-WRONG,paired,low_gamma,0.1337585747241974,0.22121474146842957,
7,same_01,32,DIFF-WRONG,paired,high_frequency_secondary,0.16196981072425842,0.25153419375419617,
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.4953449070453644,-0.06226927042007446,
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.3473202586174011,-0.04210805892944336,
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.3464450538158417,-0.05316430330276489,
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.28163382411003113,-0.04812227189540863,
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.4129282236099243,-0.05795490741729736,
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.466850221157074,-0.053346216678619385,
7,same_01,32,RAW,natural,delta,,,0.0
7,same_01,32,RAW,natural,theta,,,0.0
7,same_01,32,RAW,natural,alpha,,,0.0
7,same_01,32,RAW,natural,beta,,,0.0
7,same_01,32,RAW,natural,low_gamma,,,0.0
7,same_01,32,RAW,natural,high_frequency_secondary,,,0.0
7,same_01,32,LINEAR-POP,natural,delta,,,0.14860070477925846
7,same_01,32,LINEAR-POP,natural,theta,,,0.1415221364216417
7,same_01,32,LINEAR-POP,natural,alpha,,,0.09315358414203752
7,same_01,32,LINEAR-POP,natural,beta,,,0.0699099154886237
7,same_01,32,LINEAR-POP,natural,low_gamma,,,0.05356414339584962
7,same_01,32,LINEAR-POP,natural,high_frequency_secondary,,,0.16978947839054007
7,same_01,32,DET-POP,natural,delta,,,0.14030347122983142
7,same_01,32,DET-POP,natural,theta,,,0.13377238722855048
7,same_01,32,DET-POP,natural,alpha,,,0.09191909293592122
7,same_01,32,DET-POP,natural,beta,,,0.0704845402653833
7,same_01,32,DET-POP,natural,low_gamma,,,0.0569665792434562
7,same_01,32,DET-POP,natural,high_frequency_secondary,,,0.12727581594684892
7,same_01,32,DIFF-POP,natural,delta,,,0.14049551964478313
7,same_01,32,DIFF-POP,natural,theta,,,0.13298291063711895
7,same_01,32,DIFF-POP,natural,alpha,,,0.08994673567232646
7,same_01,32,DIFF-POP,natural,beta,,,0.06761869502920514
7,same_01,32,DIFF-POP,natural,low_gamma,,,0.06079477554657134
7,same_01,32,DIFF-POP,natural,high_frequency_secondary,,,0.11880654358975233
7,same_01,32,LINEAR-MATCH,natural,delta,,,0.17527077327805993
7,same_01,32,LINEAR-MATCH,natural,theta,,,0.16529059175261349
7,same_01,32,LINEAR-MATCH,natural,alpha,,,0.10978001689025314
7,same_01,32,LINEAR-MATCH,natural,beta,,,0.0825560435931484
7,same_01,32,LINEAR-MATCH,natural,low_gamma,,,0.060342842058871415
7,same_01,32,LINEAR-MATCH,natural,high_frequency_secondary,,,0.2331010792953089
7,same_01,32,DET-MATCH,natural,delta,,,0.1603940772663737
7,same_01,32,DET-MATCH,natural,theta,,,0.1548143178622908
7,same_01,32,DET-MATCH,natural,alpha,,,0.10749075421351752
7,same_01,32,DET-MATCH,natural,beta,,,0.08185091488283695
7,same_01,32,DET-MATCH,natural,low_gamma,,,0.062466575355789984
7,same_01,32,DET-MATCH,natural,high_frequency_secondary,,,0.18126356180329706
7,same_01,32,DIFF-MATCH,natural,delta,,,0.16127906501303646
7,same_01,32,DIFF-MATCH,natural,theta,,,0.15444666854513844
7,same_01,32,DIFF-MATCH,natural,alpha,,,0.10572517618848475
7,same_01,32,DIFF-MATCH,natural,beta,,,0.07983130069549557
7,same_01,32,DIFF-MATCH,natural,low_gamma,,,0.06670335877612135
7,same_01,32,DIFF-MATCH,natural,high_frequency_secondary,,,0.169279049818739
7,same_01,32,LINEAR-WRONG,natural,delta,,,0.15687815549855907
7,same_01,32,LINEAR-WRONG,natural,theta,,,0.14847576936976364
7,same_01,32,LINEAR-WRONG,natural,alpha,,,0.10093509493826362
7,same_01,32,LINEAR-WRONG,natural,beta,,,0.07579980920246525
7,same_01,32,LINEAR-WRONG,natural,low_gamma,,,0.05675765374749622
7,same_01,32,LINEAR-WRONG,natural,high_frequency_secondary,,,0.22369356645805863
7,same_01,32,DET-WRONG,natural,delta,,,0.14692974073128387
7,same_01,32,DET-WRONG,natural,theta,,,0.1390232387454617
7,same_01,32,DET-WRONG,natural,alpha,,,0.09944432204341075
7,same_01,32,DET-WRONG,natural,beta,,,0.07551546806895341
7,same_01,32,DET-WRONG,natural,low_gamma,,,0.058641446136771434
7,same_01,32,DET-WRONG,natural,high_frequency_secondary,,,0.17269356178235995
7,same_01,32,DIFF-WRONG,natural,delta,,,0.1478770163144039
7,same_01,32,DIFF-WRONG,natural,theta,,,0.13866724262506147
7,same_01,32,DIFF-WRONG,natural,alpha,,,0.09800184156896326
7,same_01,32,DIFF-WRONG,natural,beta,,,0.07364376861713856
7,same_01,32,DIFF-WRONG,natural,low_gamma,,,0.06268149831047592
7,same_01,32,DIFF-WRONG,natural,high_frequency_secondary,,,0.1608069860642551
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.11149643957256865
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.08599778400289494
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.0871350513162993
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.07429362612046018
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.06257956972763992
7,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.16251898989430597
7,same_02,32,RAW,paired,delta,0.37548646330833435,0.0,
7,same_02,32,RAW,paired,theta,0.2966764569282532,0.0,
7,same_02,32,RAW,paired,alpha,0.25650477409362793,0.0,
7,same_02,32,RAW,paired,beta,0.20266683399677277,0.0,
7,same_02,32,RAW,paired,low_gamma,0.2353360801935196,0.0,
7,same_02,32,RAW,paired,high_frequency_secondary,0.404215008020401,0.0,
7,same_02,32,LINEAR-POP,paired,delta,0.09314308315515518,0.28234338015317917,
7,same_02,32,LINEAR-POP,paired,theta,0.06978200376033783,0.22689445316791534,
7,same_02,32,LINEAR-POP,paired,alpha,0.05610322952270508,0.20040154457092285,
7,same_02,32,LINEAR-POP,paired,beta,0.04236438125371933,0.16030245274305344,
7,same_02,32,LINEAR-POP,paired,low_gamma,0.048865802586078644,0.18647027760744095,
7,same_02,32,LINEAR-POP,paired,high_frequency_secondary,0.08354087918996811,0.3206741288304329,
7,same_02,32,DET-POP,paired,delta,0.10566714406013489,0.26981931924819946,
7,same_02,32,DET-POP,paired,theta,0.07372020184993744,0.22295625507831573,
7,same_02,32,DET-POP,paired,alpha,0.057449229061603546,0.19905554503202438,
7,same_02,32,DET-POP,paired,beta,0.05181680619716644,0.15085002779960632,
7,same_02,32,DET-POP,paired,low_gamma,0.06663616746664047,0.16869991272687912,
7,same_02,32,DET-POP,paired,high_frequency_secondary,0.1169959306716919,0.2872190773487091,
7,same_02,32,DIFF-POP,paired,delta,0.10249076783657074,0.2729956954717636,
7,same_02,32,DIFF-POP,paired,theta,0.07426979392766953,0.22240666300058365,
7,same_02,32,DIFF-POP,paired,alpha,0.05865355581045151,0.19785121828317642,
7,same_02,32,DIFF-POP,paired,beta,0.0521969310939312,0.15046990290284157,
7,same_02,32,DIFF-POP,paired,low_gamma,0.06883666664361954,0.16649941354990005,
7,same_02,32,DIFF-POP,paired,high_frequency_secondary,0.1321389526128769,0.2720760554075241,
7,same_02,32,LINEAR-MATCH,paired,delta,0.06584761291742325,0.3096388503909111,
7,same_02,32,LINEAR-MATCH,paired,theta,0.04021275043487549,0.2564637064933777,
7,same_02,32,LINEAR-MATCH,paired,alpha,0.03018908016383648,0.22631569392979145,
7,same_02,32,LINEAR-MATCH,paired,beta,0.021662065759301186,0.18100476823747158,
7,same_02,32,LINEAR-MATCH,paired,low_gamma,0.024629175662994385,0.2107069045305252,
7,same_02,32,LINEAR-MATCH,paired,high_frequency_secondary,0.03450305387377739,0.3697119541466236,
7,same_02,32,DET-MATCH,paired,delta,0.08216024935245514,0.2933262139558792,
7,same_02,32,DET-MATCH,paired,theta,0.05639714002609253,0.24027931690216064,
