subject,protocol,k,method,rrmse,correlation,delta_snr,paired_psd_error_1_45,paired_spectral_utility
2,same_01,8,DIFF-MATCH,0.10766720026731491,0.9946249163861842,12.357206344604492,0.05405496060848236,0.14898037910461426
2,same_01,8,LINEAR-WRONG,0.278023362159729,0.9637295539408091,4.117249488830566,0.07923721522092819,0.12379812449216843
2,same_01,8,DET-WRONG,0.253233402967453,0.9688757680806033,4.928455829620361,0.09040442854166031,0.11263091117143631
2,same_01,8,DIFF-WRONG,0.23396828770637512,0.9727426569814231,5.615735054016113,0.0801830142736435,0.12285232543945312
2,same_01,8,DIFF-TEMPORAL-SHUFFLED,0.6236578822135925,0.843872355432115,-2.9000532627105713,0.29703447222709656,-0.09399913251399994
2,same_02,8,RAW,0.3861199617385864,0.9324141333879434,0.0,0.23746544122695923,0.0
2,same_02,8,LINEAR-POP,0.1286686211824417,0.991802935043948,9.544991493225098,0.0631416067481041,0.17432383447885513
2,same_02,8,DET-POP,0.17030353844165802,0.9863868526961255,7.109971523284912,0.07942270487546921,0.15804273635149002
2,same_02,8,DIFF-POP,0.16412949562072754,0.9865717153844742,7.430713176727295,0.08071447163820267,0.15675096958875656
2,same_02,8,LINEAR-MATCH,0.0265580452978611,0.9996475812189902,23.250524520874023,0.012634887360036373,0.22483055386692286
2,same_02,8,DET-MATCH,0.122446209192276,0.993741931227063,9.97553825378418,0.044492751359939575,0.19297268986701965
2,same_02,8,DIFF-MATCH,0.11431782692670822,0.9937379715800436,10.572165489196777,0.047148991376161575,0.19031644985079765
2,same_02,8,LINEAR-WRONG,0.12530198693275452,0.9922450252704641,9.775286674499512,0.0346214659512043,0.20284397527575493
2,same_02,8,DET-WRONG,0.15013013780117035,0.9897288908515015,8.205086708068848,0.055185288190841675,0.18228015303611755
2,same_02,8,DIFF-WRONG,0.14155453443527222,0.9901054311156429,8.715970039367676,0.05658875033259392,0.1808766908943653
2,same_02,8,DIFF-TEMPORAL-SHUFFLED,0.48017704486846924,0.8981263919724536,-1.8935835361480713,0.3108901083469391,-0.07342466711997986
2,same_03,8,RAW,0.535010576248169,0.8821904333894074,0.0,0.22216227650642395,0.0
2,same_03,8,LINEAR-POP,0.2075483649969101,0.97947285608709,8.224861145019531,0.1028168648481369,0.11934541165828705
2,same_03,8,DET-POP,0.22580882906913757,0.9761466225168558,7.492429733276367,0.10127603262662888,0.12088624387979507
2,same_03,8,DIFF-POP,0.2098827064037323,0.977894725376815,8.127715110778809,0.10061462223529816,0.1215476542711258
2,same_03,8,LINEAR-MATCH,0.032707877457141876,0.999468297311101,24.274200439453125,0.008498293347656727,0.21366398315876722
2,same_03,8,DET-MATCH,0.16806888580322266,0.9862327430873068,10.057501792907715,0.050495684146881104,0.17166659235954285
2,same_03,8,DIFF-MATCH,0.15849022567272186,0.9870905922333926,10.567198753356934,0.05297241732478142,0.16918985918164253
2,same_03,8,LINEAR-WRONG,0.17194895446300507,0.985302268958316,9.859256744384766,0.04641440883278847,0.17574786767363548
2,same_03,8,DET-WRONG,0.19647665321826935,0.9807565583967062,8.701029777526855,0.06357939541339874,0.1585828810930252
