successful_update,pair_indices,pair_keys
4773,432;440;577;618;100;722;541;388,study05/study05_p43:target_t38_0:source_t4_0;study05/study05_p44:target_t16_0:source_t9_0;study05/study05_p45:target_t34_512:source_t0_1536;study05/study05_p46:target_t25_1536:source_t4_1024;study05/study05_p10:target_t20_512:source_t3_1536;study05/study05_p47:target_t30_512:source_t15_1024;study05/study05_p45:target_t23_1536:source_t7_512;study05/study05_p43:target_t25_0:source_t6_1024
4774,129;495;816;95;40;469;75;797,study05/study05_p10:target_t27_1024:source_t11_1024;study05/study05_p44:target_t29_1536:source_t10_1024;study05/study05_p48:target_t36_1024:source_t3_512;study05/study05_p10:target_t19_0:source_t2_1024;study05/study05_p06:target_t27_0:source_t10_1024;study05/study05_p44:target_t23_512:source_t3_1024;study05/study05_p06:target_t36_0:source_t2_1024;study05/study05_p48:target_t30_1024:source_t11_1024
4775,266;787;39;610;632;584;607;530,study05/study05_p40:target_t30_0:source_t12_1536;study05/study05_p48:target_t27_512:source_t9_0;study05/study05_p06:target_t26_1536:source_t10_512;study05/study05_p46:target_t23_1536:source_t2_1024;study05/study05_p46:target_t29_1536:source_t8_0;study05/study05_p45:target_t36_512:source_t2_1024;study05/study05_p46:target_t23_0:source_t1_1536;study05/study05_p45:target_t20_0:source_t4_1024
4776,627;291;468;668;384;439;588;613,study05/study05_p46:target_t28_1024:source_t6_1536;study05/study05_p40:target_t36_1024:source_t1_1024;study05/study05_p44:target_t23_0:source_t3_512;study05/study05_p46:target_t38_1536:source_t17_1536;study05/study05_p43:target_t24_0:source_t5_1024;study05/study05_p44:target_t15_1536:source_t8_1536;study05/study05_p46:target_t18_512:source_t15_0;study05/study05_p46:target_t24_1024:source_t3_512
4777,361;382;358;65;319;21;463;158,study05/study05_p41:target_t33_512:source_t3_1024;study05/study05_p43:target_t23_0:source_t5_0;study05/study05_p41:target_t32_1024:source_t2_1536;study05/study05_p06:target_t33_1024:source_t0_0;study05/study05_p41:target_t22_1024:source_t7_0;study05/study05_p06:target_t22_512:source_t5_1536;study05/study05_p44:target_t21_1536:source_t2_0;study05/study05_p10:target_t34_1536:source_t2_512
4778,726;247;542;71;104;417;612;161,study05/study05_p47:target_t31_512:source_t16_1536;study05/study05_p40:target_t25_0:source_t7_512;study05/study05_p45:target_t24_1024:source_t7_1024;study05/study05_p06:target_t35_0:source_t1_1024;study05/study05_p10:target_t21_512:source_t4_1536;study05/study05_p43:target_t33_0:source_t0_512;study05/study05_p46:target_t24_512:source_t3_0;study05/study05_p10:target_t35_1024:source_t3_0
4779,811;257;738;1;259;13;168;185,study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p40:target_t27_1536:source_t10_0;study05/study05_p47:target_t34_512:source_t2_1536;study05/study05_p06:target_t17_512:source_t0_1536;study05/study05_p40:target_t28_512:source_t10_1024;study05/study05_p06:target_t20_512:source_t3_1536;study05/study05_p10:target_t37_512:source_t4_1536;study05/study05_p24:target_t24_0:source_t8_1536
4780,392;467;150;459;637;426;724;287,study05/study05_p43:target_t26_0:source_t7_1024;study05/study05_p44:target_t22_1536:source_t3_0;study05/study05_p10:target_t32_1536:source_t0_512;study05/study05_p44:target_t20_1536:source_t1_0;study05/study05_p46:target_t31_0:source_t9_512;study05/study05_p43:target_t36_512:source_t2_1024;study05/study05_p47:target_t30_1536:source_t16_512;study05/study05_p40:target_t35_1024:source_t0_1024
4781,728;489;333;354;549;586;256;676,study05/study05_p47:target_t31_1536:source_t0_512;study05/study05_p44:target_t28_512:source_t8_1024;study05/study05_p41:target_t26_0:source_t10_1024;study05/study05_p41:target_t31_512:source_t1_1536;study05/study05_p45:target_t26_512:source_t9_1024;study05/study05_p45:target_t36_1536:source_t3_0;study05/study05_p40:target_t27_1024:source_t9_1536;study05/study05_p47:target_t18_1536:source_t2_512
4782,268;769;537;559;418;44;360;309,study05/study05_p40:target_t30_1024:source_t13_512;study05/study05_p48:target_t22_512:source_t4_1024;study05/study05_p45:target_t22_1536:source_t6_512;study05/study05_p45:target_t29_1024:source_t12_512;study05/study05_p43:target_t33_1536:source_t0_1024;study05/study05_p06:target_t28_512:source_t11_1024;study05/study05_p41:target_t33_0:source_t3_512;study05/study05_p41:target_t20_0:source_t4_1024
4783,350;390;20;452;790;593;81;631,study05/study05_p41:target_t30_512:source_t0_1536;study05/study05_p43:target_t25_1024:source_t7_0;study05/study05_p06:target_t22_0:source_t5_1024;study05/study05_p44:target_t19_0:source_t13_1536;study05/study05_p48:target_t28_0:source_t9_1536;study05/study05_p46:target_t19_1024:source_t16_512;study05/study05_p06:target_t37_1024:source_t4_0;study05/study05_p46:target_t29_1024:source_t7_1536
4784,267;645;290;708;97;260;638;58,study05/study05_p40:target_t30_512:source_t13_0;study05/study05_p46:target_t33_0:source_t11_512;study05/study05_p40:target_t36_512:source_t1_512;study05/study05_p47:target_t26_1536:source_t11_512;study05/study05_p10:target_t19_1024:source_t3_0;study05/study05_p40:target_t28_1024:source_t10_1536;study05/study05_p46:target_t31_512:source_t9_1024;study05/study05_p06:target_t31_1536:source_t15_512
4785,289;813;114;359;732;698;502;108,study05/study05_p40:target_t36_0:source_t1_0;study05/study05_p48:target_t35_1536:source_t2_1024;study05/study05_p10:target_t23_1536:source_t7_512;study05/study05_p41:target_t32_1536:source_t3_0;study05/study05_p47:target_t32_1536:source_t1_512;study05/study05_p47:target_t24_512:source_t8_1024;study05/study05_p44:target_t31_1024:source_t13_512;study05/study05_p10:target_t22_512:source_t5_1536
4786,709;651;70;9;695;153;671;451,study05/study05_p47:target_t27_0:source_t11_1024;study05/study05_p46:target_t34_1024:source_t13_512;study05/study05_p06:target_t34_1536:source_t1_512;study05/study05_p06:target_t19_512:source_t2_1536;study05/study05_p47:target_t23_1024:source_t7_512;study05/study05_p10:target_t33_1024:source_t1_0;study05/study05_p47:target_t17_1024:source_t1_0;study05/study05_p44:target_t18_1536:source_t13_512
4787,443;484;253;646;86;228;666;32,study05/study05_p44:target_t16_1536:source_t9_1536;study05/study05_p44:target_t27_0:source_t7_512;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p46:target_t33_512:source_t11_1024;study05/study05_p06:target_t38_1536:source_t5_512;study05/study05_p40:target_t20_0:source_t2_1024;study05/study05_p46:target_t38_512:source_t17_512;study05/study05_p06:target_t25_0:source_t8_1024
4788,581;342;766;554;117;718;182;43,study05/study05_p45:target_t35_512:source_t1_1536;study05/study05_p41:target_t28_512:source_t14_0;study05/study05_p48:target_t21_1024:source_t3_1536;study05/study05_p45:target_t27_1024:source_t10_1536;study05/study05_p10:target_t24_1024:source_t8_0;study05/study05_p47:target_t29_512:source_t14_0;study05/study05_p24:target_t23_0:source_t8_0;study05/study05_p06:target_t27_1536:source_t11_512
4789,74;706;34;214;428;314;118;277,study05/study05_p06:target_t35_1536:source_t2_512;study05/study05_p47:target_t26_512:source_t10_1024;study05/study05_p06:target_t25_1024:source_t9_0;study05/study05_p24:target_t31_1024:source_t1_512;study05/study05_p43:target_t37_0:source_t3_0;study05/study05_p41:target_t21_512:source_t5_1536;study05/study05_p10:target_t24_1536:source_t8_512;study05/study05_p40:target_t33_0:source_t16_0
4790,196;801;376;327;72;328;197;679,study05/study05_p24:target_t27_0:source_t13_0;study05/study05_p48:target_t31_1536:source_t13_512;study05/study05_p43:target_t21_1024:source_t3_1024;study05/study05_p41:target_t24_1024:source_t9_0;study05/study05_p06:target_t35_512:source_t1_1536;study05/study05_p41:target_t24_1536:source_t9_512;study05/study05_p24:target_t27_512:source_t13_512;study05/study05_p47:target_t19_1024:source_t3_0
4791,628;746;23;138;585;231;512;344,study05/study05_p46:target_t28_1536:source_t7_0;study05/study05_p48:target_t16_512:source_t11_1536;study05/study05_p06:target_t22_1536:source_t6_512;study05/study05_p10:target_t29_1536:source_t14_0;study05/study05_p45:target_t36_1024:source_t2_1536;study05/study05_p40:target_t21_0:source_t3_512;study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p41:target_t28_1536:source_t15_0
4792,412;187;46;5;518;730;173;33,study05/study05_p43:target_t31_1536:source_t13_512;study05/study05_p24:target_t24_1024:source_t9_512;study05/study05_p06:target_t28_1536:source_t12_0;study05/study05_p06:target_t18_512:source_t1_1536;study05/study05_p44:target_t35_1024:source_t3_0;study05/study05_p47:target_t32_512:source_t0_1536;study05/study05_p10:target_t38_1024:source_t6_0;study05/study05_p06:target_t25_512:source_t8_1536
4793,553;597;755;721;444;113;183;561,study05/study05_p45:target_t27_512:source_t10_1024;study05/study05_p46:target_t20_1024:source_t17_512;study05/study05_p48:target_t18_1536:source_t1_0;study05/study05_p47:target_t30_0:source_t15_512;study05/study05_p44:target_t17_0:source_t10_1024;study05/study05_p10:target_t23_1024:source_t7_0;study05/study05_p24:target_t23_512:source_t8_512;study05/study05_p45:target_t30_0:source_t13_0
4794,642;515;703;672;714;136;404;691,study05/study05_p46:target_t32_512:source_t10_1024;study05/study05_p44:target_t34_1536:source_t2_512;study05/study05_p47:target_t25_1024:source_t9_1536;study05/study05_p47:target_t17_1536:source_t1_512;study05/study05_p47:target_t28_512:source_t13_0;study05/study05_p10:target_t29_512:source_t13_1024;study05/study05_p43:target_t29_1024:source_t10_1024;study05/study05_p47:target_t22_1024:source_t6_0
4795,446;598;505;164;551;203;807;383,study05/study05_p44:target_t17_1024:source_t11_512;study05/study05_p46:target_t20_1536:source_t17_1024;study05/study05_p44:target_t32_512:source_t14_1536;study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p45:target_t26_1536:source_t10_0;study05/study05_p24:target_t28_1536:source_t15_512;study05/study05_p48:target_t33_1536:source_t1_0;study05/study05_p43:target_t23_1536:source_t5_512
4796,116;544;110;31;460;608;305;751,study05/study05_p10:target_t24_512:source_t7_1536;study05/study05_p45:target_t25_0:source_t8_512;study05/study05_p10:target_t22_1536:source_t6_512;study05/study05_p06:target_t24_1536:source_t8_512;study05/study05_p44:target_t21_0:source_t1_512;study05/study05_p46:target_t23_512:source_t2_0;study05/study05_p41:target_t19_0:source_t3_1024;study05/study05_p48:target_t17_1024:source_t0_0
4797,464;278;611;480;336;543;600;719,study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p40:target_t33_512:source_t16_512;study05/study05_p46:target_t24_0:source_t2_1536;study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p41:target_t26_1536:source_t11_512;study05/study05_p45:target_t24_1536:source_t8_0;study05/study05_p46:target_t21_512:source_t0_0;study05/study05_p47:target_t29_1024:source_t14_512
4798,800;193;372;497;745;377;456;809,study05/study05_p48:target_t31_1024:source_t12_1536;study05/study05_p24:target_t26_512:source_t10_1536;study05/study05_p43:target_t20_0:source_t2_1024;study05/study05_p44:target_t30_512:source_t11_512;study05/study05_p48:target_t16_0:source_t11_1024;study05/study05_p43:target_t21_1536:source_t3_1536;study05/study05_p44:target_t20_0:source_t0_512;study05/study05_p48:target_t34_512:source_t1_1024
4799,36;274;804;788;442;564;184;134,study05/study05_p06:target_t26_0:source_t9_1024;study05/study05_p40:target_t32_512:source_t15_512;study05/study05_p48:target_t32_1024:source_t0_512;study05/study05_p48:target_t27_1024:source_t9_512;study05/study05_p44:target_t16_1024:source_t9_1024;study05/study05_p45:target_t30_1536:source_t13_1536;study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p10:target_t28_1536:source_t13_0
4800,236;288;271;653;397;84;520;273,study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p40:target_t35_1536:source_t0_1536;study05/study05_p40:target_t31_1024:source_t14_1024;study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p43:target_t27_512:source_t8_1536;study05/study05_p06:target_t38_512:source_t4_1536;study05/study05_p45:target_t17_0:source_t2_0;study05/study05_p40:target_t32_0:source_t15_0
4801,621;191;132;341;723;206;496;198,study05/study05_p46:target_t26_1024:source_t5_512;study05/study05_p24:target_t25_1536:source_t10_512;study05/study05_p10:target_t28_512:source_t12_1024;study05/study05_p41:target_t28_0:source_t13_512;study05/study05_p47:target_t30_1024:source_t15_1536;study05/study05_p24:target_t29_1024:source_t16_512;study05/study05_p44:target_t30_0:source_t11_0;study05/study05_p24:target_t27_1024:source_t13_1024
4802,103;482;339;623;176;112;524;657,study05/study05_p10:target_t21_0:source_t4_1024;study05/study05_p44:target_t26_1024:source_t6_1536;study05/study05_p41:target_t27_1024:source_t12_1024;study05/study05_p46:target_t27_0:source_t5_1536;study05/study05_p24:target_t17_512:source_t6_1024;study05/study05_p10:target_t23_512:source_t6_1536;study05/study05_p45:target_t18_1024:source_t3_0;study05/study05_p46:target_t36_0:source_t15_0
4803,329;622;76;99;425;255;222;470,study05/study05_p41:target_t25_0:source_t9_1024;study05/study05_p46:target_t26_1536:source_t5_1024;study05/study05_p06:target_t36_512:source_t2_1536;study05/study05_p10:target_t20_0:source_t3_1024;study05/study05_p43:target_t36_0:source_t2_512;study05/study05_p40:target_t27_512:source_t9_512;study05/study05_p40:target_t18_1024:source_t1_0;study05/study05_p44:target_t23_1024:source_t3_1536
4804,462;42;707;601;66;321;562;656,study05/study05_p44:target_t21_1024:source_t1_1536;study05/study05_p06:target_t27_1024:source_t11_0;study05/study05_p47:target_t26_1024:source_t10_1536;study05/study05_p46:target_t21_1024:source_t0_512;study05/study05_p06:target_t33_1536:source_t0_512;study05/study05_p41:target_t23_0:source_t7_1024;study05/study05_p45:target_t30_512:source_t13_512;study05/study05_p46:target_t35_1536:source_t14_1536
4805,796;785;605;371;536;744;704;749,study05/study05_p48:target_t30_512:source_t11_512;study05/study05_p48:target_t26_1024:source_t8_1024;study05/study05_p46:target_t22_1024:source_t1_512;study05/study05_p43:target_t19_1536:source_t2_512;study05/study05_p45:target_t22_0:source_t6_0;study05/study05_p48:target_t15_1536:source_t11_512;study05/study05_p47:target_t25_1536:source_t10_0;study05/study05_p48:target_t17_0:source_t13_512
4806,817;68;436;375;583;602;320;227,study05/study05_p48:target_t36_1536:source_t3_1024;study05/study05_p06:target_t34_512:source_t0_1536;study05/study05_p44:target_t15_0:source_t8_0;study05/study05_p43:target_t20_1536:source_t3_512;study05/study05_p45:target_t35_1536:source_t2_512;study05/study05_p46:target_t21_1536:source_t0_1024;study05/study05_p41:target_t22_1536:source_t7_512;study05/study05_p40:target_t19_1536:source_t2_512
4807,576;448;516;177;485;504;774;595,study05/study05_p45:target_t34_0:source_t0_1024;study05/study05_p44:target_t18_0:source_t11_1536;study05/study05_p44:target_t35_0:source_t2_1024;study05/study05_p24:target_t20_0:source_t6_1536;study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p44:target_t32_0:source_t14_512;study05/study05_p48:target_t23_1024:source_t5_1536;study05/study05_p46:target_t20_0:source_t16_1536
4808,41;91;181;566;624;152;144;175,study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p24:target_t22_1536:source_t7_1536;study05/study05_p45:target_t31_512:source_t14_1024;study05/study05_p46:target_t27_512:source_t6_0;study05/study05_p10:target_t33_512:source_t0_1536;study05/study05_p10:target_t31_512:source_t15_1536;study05/study05_p24:target_t17_0:source_t6_512
4809,670;494;650;49;434;413;799;603,study05/study05_p47:target_t17_512:source_t0_1536;study05/study05_p44:target_t29_1024:source_t9_1536;study05/study05_p46:target_t34_512:source_t13_0;study05/study05_p06:target_t29_1024:source_t13_0;study05/study05_p43:target_t38_1024:source_t4_1024;study05/study05_p43:target_t32_0:source_t14_512;study05/study05_p48:target_t31_512:source_t12_512;study05/study05_p46:target_t22_0:source_t0_1536
4810,420;762;24;124;682;806;51;284,study05/study05_p43:target_t34_512:source_t1_0;study05/study05_p48:target_t20_1024:source_t2_1536;study05/study05_p06:target_t23_0:source_t6_1024;study05/study05_p10:target_t26_512:source_t10_0;study05/study05_p47:target_t20_512:source_t3_1536;study05/study05_p48:target_t33_0:source_t0_1536;study05/study05_p06:target_t30_0:source_t13_1024;study05/study05_p40:target_t34_1536:source_t17_1536
4811,560;10;243;292;694;281;658;194,study05/study05_p45:target_t29_1536:source_t12_1536;study05/study05_p06:target_t19_1024:source_t3_0;study05/study05_p40:target_t24_0:source_t6_512;study05/study05_p40:target_t36_1536:source_t1_1536;study05/study05_p47:target_t23_512:source_t7_0;study05/study05_p40:target_t34_0:source_t17_0;study05/study05_p46:target_t36_512:source_t15_512;study05/study05_p24:target_t26_1024:source_t11_1536
4812,11;740;780;54;133;386;422;121,study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p47:target_t34_1536:source_t3_512;study05/study05_p48:target_t25_512:source_t7_512;study05/study05_p06:target_t30_1536:source_t14_512;study05/study05_p10:target_t28_1024:source_t12_1536;study05/study05_p43:target_t24_1024:source_t6_0;study05/study05_p43:target_t34_1536:source_t1_1024;study05/study05_p10:target_t25_1024:source_t9_512
4813,303;62;55;629;507;199;757;660,study05/study05_p41:target_t18_1024:source_t3_0;study05/study05_p06:target_t32_1536:source_t16_512;study05/study05_p06:target_t31_0:source_t14_1024;study05/study05_p46:target_t29_0:source_t7_512;study05/study05_p44:target_t32_1536:source_t0_512;study05/study05_p24:target_t27_1536:source_t14_0;study05/study05_p48:target_t19_512:source_t1_1024;study05/study05_p46:target_t36_1536:source_t15_1536
4814,155;192;148;25;768;539;742;15,study05/study05_p10:target_t34_0:source_t1_1024;study05/study05_p24:target_t26_0:source_t10_1024;study05/study05_p10:target_t32_512:source_t16_1536;study05/study05_p06:target_t23_512:source_t6_1536;study05/study05_p48:target_t22_0:source_t4_512;study05/study05_p45:target_t23_512:source_t6_1536;study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p06:target_t20_1536:source_t4_512
4815,364;526;750;488;78;735;365;739,study05/study05_p43:target_t18_0:source_t0_1024;study05/study05_p45:target_t19_0:source_t3_1024;study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p44:target_t28_0:source_t8_512;study05/study05_p06:target_t36_1536:source_t3_512;study05/study05_p47:target_t33_1024:source_t2_0;study05/study05_p43:target_t18_512:source_t0_1536;study05/study05_p47:target_t34_1024:source_t3_0
4816,240;89;430;529;4;640;643;545,study05/study05_p40:target_t23_512:source_t5_1024;study05/study05_p10:target_t17_1024:source_t1_0;study05/study05_p43:target_t37_1024:source_t3_1024;study05/study05_p45:target_t19_1536:source_t4_512;study05/study05_p06:target_t18_0:source_t1_1024;study05/study05_p46:target_t31_1536:source_t10_0;study05/study05_p46:target_t32_1024:source_t10_1536;study05/study05_p45:target_t25_512:source_t8_1024
4817,491;511;481;498;513;639;438;531,study05/study05_p44:target_t28_1536:source_t9_0;study05/study05_p44:target_t33_1536:source_t1_512;study05/study05_p44:target_t26_512:source_t6_1024;study05/study05_p44:target_t30_1024:source_t11_1024;study05/study05_p44:target_t34_512:source_t1_1536;study05/study05_p46:target_t31_1024:source_t9_1536;study05/study05_p44:target_t15_1024:source_t8_1024;study05/study05_p45:target_t20_512:source_t4_1536
4818,715;300;710;264;139;590;299;338,study05/study05_p47:target_t28_1024:source_t13_512;study05/study05_p41:target_t17_1536:source_t2_512;study05/study05_p47:target_t27_512:source_t11_1536;study05/study05_p40:target_t29_1024:source_t11_1536;study05/study05_p10:target_t30_0:source_t14_512;study05/study05_p46:target_t18_1536:source_t15_1024;study05/study05_p41:target_t17_1024:source_t2_0;study05/study05_p41:target_t27_512:source_t11_1536
4819,216;6;431;753;262;805;335;419,study05/study05_p24:target_t32_0:source_t1_1536;study05/study05_p06:target_t18_1024:source_t2_0;study05/study05_p43:target_t37_1536:source_t3_1536;study05/study05_p48:target_t18_512:source_t0_1024;study05/study05_p40:target_t29_0:source_t11_512;study05/study05_p48:target_t32_1536:source_t0_1024;study05/study05_p41:target_t26_1024:source_t11_0;study05/study05_p43:target_t34_0:source_t0_1536
4820,128;317;786;527;179;506;106;369,study05/study05_p10:target_t27_512:source_t11_512;study05/study05_p41:target_t22_0:source_t6_1024;study05/study05_p48:target_t26_1536:source_t8_1536;study05/study05_p45:target_t19_512:source_t3_1536;study05/study05_p24:target_t21_512:source_t7_512;study05/study05_p44:target_t32_1024:source_t0_0;study05/study05_p10:target_t21_1536:source_t5_512;study05/study05_p43:target_t19_512:source_t1_1536
4821,252;151;286;159;131;343;596;79,study05/study05_p40:target_t26_1024:source_t8_1024;study05/study05_p10:target_t33_0:source_t0_1024;study05/study05_p40:target_t35_512:source_t0_512;study05/study05_p10:target_t35_0:source_t2_1024;study05/study05_p10:target_t28_0:source_t12_512;study05/study05_p41:target_t28_1024:source_t14_1024;study05/study05_p46:target_t20_512:source_t17_0;study05/study05_p06:target_t37_0:source_t3_1024
4822,669;519;773;380;500;692;569;557,study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p44:target_t35_1536:source_t3_512;study05/study05_p48:target_t23_512:source_t5_1024;study05/study05_p43:target_t22_1024:source_t4_1024;study05/study05_p44:target_t31_0:source_t12_1024;study05/study05_p47:target_t22_1536:source_t6_512;study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p45:target_t29_0:source_t11_1536
4823,716;340;686;680;331;172;30;414,study05/study05_p47:target_t28_1536:source_t13_1024;study05/study05_p41:target_t27_1536:source_t12_1536;study05/study05_p47:target_t21_512:source_t4_1536;study05/study05_p47:target_t19_1536:source_t3_512;study05/study05_p41:target_t25_1024:source_t10_0;study05/study05_p10:target_t38_512:source_t5_1536;study05/study05_p06:target_t24_1024:source_t8_0;study05/study05_p43:target_t32_512:source_t15_0
4824,409;654;648;391;641;655;52;2,study05/study05_p43:target_t31_0:source_t11_1536;study05/study05_p46:target_t35_512:source_t14_512;study05/study05_p46:target_t33_1536:source_t12_1024;study05/study05_p43:target_t25_1536:source_t7_512;study05/study05_p46:target_t32_0:source_t10_512;study05/study05_p46:target_t35_1024:source_t14_1024;study05/study05_p06:target_t30_512:source_t13_1536;study05/study05_p06:target_t17_1024:source_t1_0
4825,219;697;689;90;508;802;61;22,study05/study05_p24:target_t32_1536:source_t2_1024;study05/study05_p47:target_t24_0:source_t8_0;study05/study05_p47:target_t22_0:source_t5_1024;study05/study05_p10:target_t17_1536:source_t1_512;study05/study05_p44:target_t33_0:source_t0_1024;study05/study05_p48:target_t32_0:source_t14_512;study05/study05_p06:target_t32_1024:source_t16_0;study05/study05_p06:target_t22_1024:source_t6_0
4826,73;514;522;77;633;690;617;555,study05/study05_p06:target_t35_1024:source_t2_0;study05/study05_p44:target_t34_1024:source_t2_0;study05/study05_p45:target_t18_0:source_t2_1024;study05/study05_p06:target_t36_1024:source_t3_0;study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p47:target_t22_512:source_t5_1536;study05/study05_p46:target_t25_1024:source_t4_512;study05/study05_p45:target_t27_1536:source_t11_0
4827,125;307;229;223;381;200;626;667,study05/study05_p10:target_t26_1024:source_t10_512;study05/study05_p41:target_t19_1024:source_t4_0;study05/study05_p40:target_t20_512:source_t2_1536;study05/study05_p40:target_t18_1536:source_t1_512;study05/study05_p43:target_t22_1536:source_t4_1536;study05/study05_p24:target_t28_0:source_t14_512;study05/study05_p46:target_t27_1536:source_t6_1024;study05/study05_p46:target_t38_1024:source_t17_1024
4828,647;461;571;759;525;242;579;396,study05/study05_p46:target_t33_1024:source_t11_1536;study05/study05_p44:target_t21_512:source_t1_1024;study05/study05_p45:target_t32_1024:source_t16_0;study05/study05_p48:target_t19_1536:source_t2_0;study05/study05_p45:target_t18_1536:source_t3_512;study05/study05_p40:target_t23_1536:source_t6_0;study05/study05_p45:target_t34_1536:source_t1_512;study05/study05_p43:target_t27_0:source_t8_1024
4829,174;445;487;717;649;367;154;180,study05/study05_p10:target_t38_1536:source_t6_512;study05/study05_p44:target_t17_512:source_t11_0;study05/study05_p44:target_t27_1536:source_t8_0;study05/study05_p47:target_t29_0:source_t13_1536;study05/study05_p46:target_t34_0:source_t12_1536;study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p10:target_t33_1536:source_t1_512;study05/study05_p24:target_t21_1024:source_t7_1024
4830,215;453;493;59;119;373;574;83,study05/study05_p24:target_t31_1536:source_t1_1024;study05/study05_p44:target_t19_512:source_t14_512;study05/study05_p44:target_t29_512:source_t9_1024;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p10:target_t25_0:source_t8_1024;study05/study05_p43:target_t20_512:source_t2_1536;study05/study05_p45:target_t33_1024:source_t0_0;study05/study05_p06:target_t38_0:source_t4_1024
4831,591;16;204;677;733;441;808;636,study05/study05_p46:target_t19_0:source_t15_1536;study05/study05_p06:target_t21_0:source_t4_1024;study05/study05_p24:target_t29_0:source_t15_1024;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p47:target_t33_0:source_t1_1024;study05/study05_p44:target_t16_512:source_t9_512;study05/study05_p48:target_t34_0:source_t1_512;study05/study05_p46:target_t30_1536:source_t9_0
4832,147;122;186;332;211;616;394;510,study05/study05_p10:target_t32_0:source_t16_1024;study05/study05_p10:target_t25_1536:source_t9_1024;study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p41:target_t25_1536:source_t10_512;study05/study05_p24:target_t30_1536:source_t0_1024;study05/study05_p46:target_t25_512:source_t4_0;study05/study05_p43:target_t26_1024:source_t8_0;study05/study05_p44:target_t33_1024:source_t1_0
4833,313;245;403;533;521;517;789;37,study05/study05_p41:target_t21_0:source_t5_1024;study05/study05_p40:target_t24_1024:source_t6_1536;study05/study05_p43:target_t29_512:source_t10_512;study05/study05_p45:target_t21_0:source_t5_512;study05/study05_p45:target_t17_512:source_t2_512;study05/study05_p44:target_t35_512:source_t2_1536;study05/study05_p48:target_t27_1536:source_t9_1024;study05/study05_p06:target_t26_512:source_t9_1536
4834,210;254;244;312;265;96;752;688,study05/study05_p24:target_t30_1024:source_t0_512;study05/study05_p40:target_t27_0:source_t9_0;study05/study05_p40:target_t24_512:source_t6_1024;study05/study05_p41:target_t20_1536:source_t5_512;study05/study05_p40:target_t29_1536:source_t12_1024;study05/study05_p10:target_t19_512:source_t2_1536;study05/study05_p48:target_t17_1536:source_t0_512;study05/study05_p47:target_t21_1536:source_t5_512
4835,427;270;472;587;523;803;471;578,study05/study05_p43:target_t36_1024:source_t2_1536;study05/study05_p40:target_t31_512:source_t14_512;study05/study05_p44:target_t24_0:source_t4_512;study05/study05_p46:target_t18_0:source_t14_1536;study05/study05_p45:target_t18_512:source_t2_1536;study05/study05_p48:target_t32_512:source_t0_0;study05/study05_p44:target_t23_1536:source_t4_0;study05/study05_p45:target_t34_1024:source_t1_0
4836,269;345;772;326;156;146;69;334,study05/study05_p40:target_t31_0:source_t13_1024;study05/study05_p41:target_t29_0:source_t15_1024;study05/study05_p48:target_t23_0:source_t5_512;study05/study05_p41:target_t24_512:source_t8_1536;study05/study05_p10:target_t34_512:source_t1_1536;study05/study05_p10:target_t31_1536:source_t16_512;study05/study05_p06:target_t34_1024:source_t1_0;study05/study05_p41:target_t26_512:source_t10_1536
4837,370;85;368;208;547;727;793;781,study05/study05_p43:target_t19_1024:source_t2_0;study05/study05_p06:target_t38_1024:source_t5_0;study05/study05_p43:target_t19_0:source_t1_1024;study05/study05_p24:target_t30_0:source_t16_1536;study05/study05_p45:target_t25_1536:source_t9_0;study05/study05_p47:target_t31_1024:source_t0_0;study05/study05_p48:target_t29_512:source_t10_1024;study05/study05_p48:target_t25_1024:source_t7_1024
4838,374;297;665;779;160;465;458;225,study05/study05_p43:target_t20_1024:source_t3_0;study05/study05_p41:target_t17_0:source_t1_1024;study05/study05_p46:target_t38_0:source_t17_0;study05/study05_p48:target_t25_0:source_t7_0;study05/study05_p10:target_t35_512:source_t2_1536;study05/study05_p44:target_t22_512:source_t2_1024;study05/study05_p44:target_t20_1024:source_t0_1536;study05/study05_p40:target_t19_512:source_t1_1536
