basis,fold,participant,projection_error,sample,session,task
QUERY_ORACLE,0,sub-05,0.3140517771244049,228,ses-03,ERP
POP,0,sub-03,0.4552718997001648,229,ses-02,ERP
MATCH,0,sub-03,0.29496994614601135,229,ses-02,ERP
WRONG,0,sub-03,0.38623854517936707,229,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.27327942848205566,229,ses-02,ERP
POP,0,sub-05,0.5113335251808167,230,ses-02,SSVEP
MATCH,0,sub-05,0.3647557199001312,230,ses-02,SSVEP
WRONG,0,sub-05,0.4604659974575043,230,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.25919342041015625,230,ses-02,SSVEP
POP,0,sub-02,0.7129903435707092,231,ses-02,SSVEP
MATCH,0,sub-02,0.6282404065132141,231,ses-02,SSVEP
WRONG,0,sub-02,0.6490637063980103,231,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.24962987005710602,231,ses-02,SSVEP
POP,0,sub-02,0.36225536465644836,232,ses-03,ERP
MATCH,0,sub-02,0.2978808581829071,232,ses-03,ERP
WRONG,0,sub-02,0.32080134749412537,232,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.29903289675712585,232,ses-03,ERP
POP,0,sub-05,0.40550124645233154,233,ses-04,ERP
MATCH,0,sub-05,0.31609463691711426,233,ses-04,ERP
WRONG,0,sub-05,0.3860315680503845,233,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.3188789188861847,233,ses-04,ERP
POP,0,sub-02,0.9228222966194153,234,ses-02,SSVEP
MATCH,0,sub-02,0.7869949340820312,234,ses-02,SSVEP
WRONG,0,sub-02,0.8492388129234314,234,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.17254412174224854,234,ses-02,SSVEP
POP,0,sub-05,0.3704974055290222,235,ses-03,ERP
MATCH,0,sub-05,0.3241744339466095,235,ses-03,ERP
WRONG,0,sub-05,0.31396424770355225,235,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.31827548146247864,235,ses-03,ERP
POP,0,sub-05,0.3536926209926605,236,ses-03,SSVEP
MATCH,0,sub-05,0.2916780114173889,236,ses-03,SSVEP
WRONG,0,sub-05,0.32001104950904846,236,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.27590489387512207,236,ses-03,SSVEP
POP,0,sub-02,0.0,237,ses-04,ERP
MATCH,0,sub-02,0.0,237,ses-04,ERP
WRONG,0,sub-02,0.0,237,ses-04,ERP
QUERY_ORACLE,0,sub-02,0.0,237,ses-04,ERP
POP,0,sub-03,0.39771828055381775,238,ses-03,ERP
MATCH,0,sub-03,0.3300025463104248,238,ses-03,ERP
WRONG,0,sub-03,0.3717503547668457,238,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.3001285791397095,238,ses-03,ERP
POP,0,sub-03,0.4370151460170746,239,ses-03,SSVEP
MATCH,0,sub-03,0.30095037817955017,239,ses-03,SSVEP
WRONG,0,sub-03,0.32621756196022034,239,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.31636708974838257,239,ses-03,SSVEP
POP,0,sub-03,0.4450783133506775,240,ses-02,SSVEP
MATCH,0,sub-03,0.2641184329986572,240,ses-02,SSVEP
WRONG,0,sub-03,0.33188915252685547,240,ses-02,SSVEP
QUERY_ORACLE,0,sub-03,0.24972432851791382,240,ses-02,SSVEP
POP,0,sub-05,0.4769940674304962,241,ses-02,ERP
MATCH,0,sub-05,0.39658287167549133,241,ses-02,ERP
WRONG,0,sub-05,0.4158954322338104,241,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.28721317648887634,241,ses-02,ERP
POP,0,sub-02,0.0,242,ses-04,SSVEP
MATCH,0,sub-02,0.0,242,ses-04,SSVEP
WRONG,0,sub-02,0.0,242,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.0,242,ses-04,SSVEP
POP,0,sub-05,0.0,243,ses-02,SSVEP
MATCH,0,sub-05,0.0,243,ses-02,SSVEP
WRONG,0,sub-05,0.0,243,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.0,243,ses-02,SSVEP
POP,0,sub-03,0.4463905096054077,244,ses-03,ERP
MATCH,0,sub-03,0.3299984335899353,244,ses-03,ERP
WRONG,0,sub-03,0.3999275267124176,244,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.2853766977787018,244,ses-03,ERP
POP,0,sub-05,0.37283825874328613,245,ses-02,ERP
MATCH,0,sub-05,0.30271443724632263,245,ses-02,ERP
WRONG,0,sub-05,0.34138184785842896,245,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2861282229423523,245,ses-02,ERP
POP,0,sub-02,0.7498316764831543,246,ses-03,SSVEP
MATCH,0,sub-02,0.1853298842906952,246,ses-03,SSVEP
WRONG,0,sub-02,0.5826453566551208,246,ses-03,SSVEP
QUERY_ORACLE,0,sub-02,0.1845611333847046,246,ses-03,SSVEP
POP,0,sub-03,0.6796539425849915,247,ses-04,ERP
MATCH,0,sub-03,0.39259642362594604,247,ses-04,ERP
WRONG,0,sub-03,0.6373057961463928,247,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.26290810108184814,247,ses-04,ERP
POP,0,sub-02,0.8354888558387756,248,ses-04,SSVEP
MATCH,0,sub-02,0.33643049001693726,248,ses-04,SSVEP
WRONG,0,sub-02,0.6617652177810669,248,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.19978158175945282,248,ses-04,SSVEP
POP,0,sub-03,0.5118790864944458,249,ses-03,ERP
MATCH,0,sub-03,0.27181917428970337,249,ses-03,ERP
WRONG,0,sub-03,0.3999885320663452,249,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.23798447847366333,249,ses-03,ERP
POP,0,sub-05,0.8487963080406189,250,ses-04,SSVEP
MATCH,0,sub-05,0.31027305126190186,250,ses-04,SSVEP
WRONG,0,sub-05,0.48160237073898315,250,ses-04,SSVEP
QUERY_ORACLE,0,sub-05,0.3039204180240631,250,ses-04,SSVEP
POP,0,sub-05,0.4440995752811432,251,ses-03,SSVEP
MATCH,0,sub-05,0.28691500425338745,251,ses-03,SSVEP
WRONG,0,sub-05,0.3463346064090729,251,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.25977012515068054,251,ses-03,SSVEP
POP,0,sub-03,0.43720734119415283,252,ses-02,ERP
MATCH,0,sub-03,0.2861712872982025,252,ses-02,ERP
WRONG,0,sub-03,0.3435315787792206,252,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.26249614357948303,252,ses-02,ERP
POP,0,sub-02,0.3275212049484253,253,ses-03,ERP
MATCH,0,sub-02,0.30065563321113586,253,ses-03,ERP
WRONG,0,sub-02,0.3189854919910431,253,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.3027210533618927,253,ses-03,ERP
POP,0,sub-03,0.8654937148094177,254,ses-04,SSVEP
MATCH,0,sub-03,0.2982226014137268,254,ses-04,SSVEP
WRONG,0,sub-03,0.6625454425811768,254,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.2340659648180008,254,ses-04,SSVEP
POP,0,sub-03,0.43071842193603516,255,ses-03,SSVEP
MATCH,0,sub-03,0.30387869477272034,255,ses-03,SSVEP
WRONG,0,sub-03,0.39601829648017883,255,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.3162270188331604,255,ses-03,SSVEP
POP,0,sub-05,0.8552638292312622,256,ses-04,SSVEP
MATCH,0,sub-05,0.31599655747413635,256,ses-04,SSVEP
WRONG,0,sub-05,0.42675548791885376,256,ses-04,SSVEP
QUERY_ORACLE,0,sub-05,0.3252812325954437,256,ses-04,SSVEP
POP,0,sub-03,0.0,257,ses-04,ERP
MATCH,0,sub-03,0.0,257,ses-04,ERP
WRONG,0,sub-03,0.0,257,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.0,257,ses-04,ERP
POP,0,sub-05,0.4365842342376709,258,ses-03,SSVEP
MATCH,0,sub-05,0.29358726739883423,258,ses-03,SSVEP
WRONG,0,sub-05,0.3598017692565918,258,ses-03,SSVEP
QUERY_ORACLE,0,sub-05,0.2722202241420746,258,ses-03,SSVEP
POP,0,sub-03,0.4907814562320709,259,ses-03,SSVEP
MATCH,0,sub-03,0.3913877606391907,259,ses-03,SSVEP
WRONG,0,sub-03,0.37057191133499146,259,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.2659916281700134,259,ses-03,SSVEP
POP,0,sub-03,0.4628075659275055,260,ses-03,SSVEP
MATCH,0,sub-03,0.36844602227211,260,ses-03,SSVEP
WRONG,0,sub-03,0.3332291543483734,260,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.2954382598400116,260,ses-03,SSVEP
POP,0,sub-02,0.0,261,ses-04,SSVEP
MATCH,0,sub-02,0.0,261,ses-04,SSVEP
WRONG,0,sub-02,0.0,261,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.0,261,ses-04,SSVEP
POP,0,sub-02,0.33185693621635437,262,ses-03,ERP
MATCH,0,sub-02,0.30434513092041016,262,ses-03,ERP
WRONG,0,sub-02,0.28689488768577576,262,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.30625542998313904,262,ses-03,ERP
POP,0,sub-02,0.47991442680358887,263,ses-03,ERP
MATCH,0,sub-02,0.3016391098499298,263,ses-03,ERP
WRONG,0,sub-02,0.4431476294994354,263,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.2888948917388916,263,ses-03,ERP
POP,0,sub-03,0.518114447593689,264,ses-02,ERP
MATCH,0,sub-03,0.22536472976207733,264,ses-02,ERP
WRONG,0,sub-03,0.4316423535346985,264,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.1946236938238144,264,ses-02,ERP
POP,0,sub-03,0.4808589816093445,265,ses-02,SSVEP
MATCH,0,sub-03,0.3181314766407013,265,ses-02,SSVEP
WRONG,0,sub-03,0.44632264971733093,265,ses-02,SSVEP
QUERY_ORACLE,0,sub-03,0.23653917014598846,265,ses-02,SSVEP
POP,0,sub-03,0.4263485074043274,266,ses-04,ERP
MATCH,0,sub-03,0.2929069697856903,266,ses-04,ERP
WRONG,0,sub-03,0.3410528898239136,266,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.2628112733364105,266,ses-04,ERP
POP,0,sub-05,0.3582594692707062,267,ses-03,ERP
MATCH,0,sub-05,0.3225093185901642,267,ses-03,ERP
WRONG,0,sub-05,0.32490235567092896,267,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3160681426525116,267,ses-03,ERP
POP,0,sub-03,0.403928279876709,268,ses-03,SSVEP
MATCH,0,sub-03,0.30191171169281006,268,ses-03,SSVEP
WRONG,0,sub-03,0.33290210366249084,268,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.2676757276058197,268,ses-03,SSVEP
POP,0,sub-05,0.46429699659347534,269,ses-02,SSVEP
MATCH,0,sub-05,0.31570449471473694,269,ses-02,SSVEP
WRONG,0,sub-05,0.3639157712459564,269,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.2546917200088501,269,ses-02,SSVEP
POP,0,sub-03,0.4725222885608673,270,ses-02,SSVEP
MATCH,0,sub-03,0.2689398229122162,270,ses-02,SSVEP
WRONG,0,sub-03,0.3826366066932678,270,ses-02,SSVEP
QUERY_ORACLE,0,sub-03,0.20123884081840515,270,ses-02,SSVEP
POP,0,sub-05,0.395480215549469,271,ses-03,ERP
MATCH,0,sub-05,0.32064709067344666,271,ses-03,ERP
WRONG,0,sub-05,0.345704585313797,271,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.31105032563209534,271,ses-03,ERP
POP,0,sub-05,0.91807621717453,272,ses-04,SSVEP
MATCH,0,sub-05,0.2904345989227295,272,ses-04,SSVEP
WRONG,0,sub-05,0.5948824286460876,272,ses-04,SSVEP
QUERY_ORACLE,0,sub-05,0.22119028866291046,272,ses-04,SSVEP
POP,0,sub-03,0.36719831824302673,273,ses-03,ERP
MATCH,0,sub-03,0.31288737058639526,273,ses-03,ERP
WRONG,0,sub-03,0.35435783863067627,273,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.29395073652267456,273,ses-03,ERP
POP,0,sub-02,0.30972912907600403,274,ses-02,ERP
MATCH,0,sub-02,0.28888699412345886,274,ses-02,ERP
WRONG,0,sub-02,0.2690301239490509,274,ses-02,ERP
QUERY_ORACLE,0,sub-02,0.2942294478416443,274,ses-02,ERP
POP,0,sub-02,0.5239543318748474,275,ses-03,ERP
MATCH,0,sub-02,0.31232357025146484,275,ses-03,ERP
WRONG,0,sub-02,0.48229649662971497,275,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.2714853286743164,275,ses-03,ERP
POP,0,sub-03,0.39302870631217957,276,ses-02,ERP
MATCH,0,sub-03,0.26905912160873413,276,ses-02,ERP
WRONG,0,sub-03,0.2989424467086792,276,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.2559695243835449,276,ses-02,ERP
POP,0,sub-05,0.9273852109909058,277,ses-04,SSVEP
MATCH,0,sub-05,0.28749752044677734,277,ses-04,SSVEP
WRONG,0,sub-05,0.5502811074256897,277,ses-04,SSVEP
QUERY_ORACLE,0,sub-05,0.2370525747537613,277,ses-04,SSVEP
POP,0,sub-03,0.42397022247314453,278,ses-04,ERP
MATCH,0,sub-03,0.33038824796676636,278,ses-04,ERP
WRONG,0,sub-03,0.3916654884815216,278,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.3038082718849182,278,ses-04,ERP
POP,0,sub-05,0.582572340965271,279,ses-02,SSVEP
MATCH,0,sub-05,0.48582080006599426,279,ses-02,SSVEP
WRONG,0,sub-05,0.4893800914287567,279,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.24583697319030762,279,ses-02,SSVEP
POP,0,sub-05,0.40404683351516724,280,ses-02,ERP
MATCH,0,sub-05,0.33966681361198425,280,ses-02,ERP
WRONG,0,sub-05,0.36679893732070923,280,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2858825623989105,280,ses-02,ERP
POP,0,sub-02,0.7529979944229126,281,ses-03,SSVEP
MATCH,0,sub-02,0.18216432631015778,281,ses-03,SSVEP
WRONG,0,sub-02,0.6560956239700317,281,ses-03,SSVEP
QUERY_ORACLE,0,sub-02,0.18167512118816376,281,ses-03,SSVEP
POP,0,sub-03,0.8582879900932312,282,ses-04,SSVEP
MATCH,0,sub-03,0.27516403794288635,282,ses-04,SSVEP
WRONG,0,sub-03,0.606978178024292,282,ses-04,SSVEP
QUERY_ORACLE,0,sub-03,0.26292094588279724,282,ses-04,SSVEP
POP,0,sub-02,0.0,283,ses-02,SSVEP
MATCH,0,sub-02,0.0,283,ses-02,SSVEP
WRONG,0,sub-02,0.0,283,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.0,283,ses-02,SSVEP
POP,0,sub-05,0.5860978364944458,284,ses-04,ERP
MATCH,0,sub-05,0.24422240257263184,284,ses-04,ERP
WRONG,0,sub-05,0.48725852370262146,284,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.2242795079946518,284,ses-04,ERP
POP,0,sub-02,0.7505545616149902,285,ses-03,SSVEP
MATCH,0,sub-02,0.18462207913398743,285,ses-03,SSVEP
WRONG,0,sub-02,0.6979015469551086,285,ses-03,SSVEP
QUERY_ORACLE,0,sub-02,0.18368500471115112,285,ses-03,SSVEP
POP,0,sub-02,0.5553048849105835,286,ses-02,SSVEP
MATCH,0,sub-02,0.4876013398170471,286,ses-02,SSVEP
WRONG,0,sub-02,0.4824576675891876,286,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.2988853454589844,286,ses-02,SSVEP
POP,0,sub-05,0.3621905446052551,287,ses-03,ERP
MATCH,0,sub-05,0.32208240032196045,287,ses-03,ERP
WRONG,0,sub-05,0.3340400755405426,287,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3146103024482727,287,ses-03,ERP
POP,0,sub-03,0.5639360547065735,288,ses-02,SSVEP
MATCH,0,sub-03,0.2727843225002289,288,ses-02,SSVEP
WRONG,0,sub-03,0.46678534150123596,288,ses-02,SSVEP
QUERY_ORACLE,0,sub-03,0.21494533121585846,288,ses-02,SSVEP
POP,0,sub-02,0.0,289,ses-03,SSVEP
MATCH,0,sub-02,0.0,289,ses-03,SSVEP
WRONG,0,sub-02,0.0,289,ses-03,SSVEP
QUERY_ORACLE,0,sub-02,0.0,289,ses-03,SSVEP
POP,0,sub-03,0.5058658123016357,290,ses-02,ERP
MATCH,0,sub-03,0.22673054039478302,290,ses-02,ERP
WRONG,0,sub-03,0.4237505793571472,290,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.19762977957725525,290,ses-02,ERP
POP,0,sub-03,0.49461132287979126,291,ses-04,ERP
MATCH,0,sub-03,0.35440850257873535,291,ses-04,ERP
WRONG,0,sub-03,0.39397549629211426,291,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.29883790016174316,291,ses-04,ERP
POP,0,sub-02,0.5745642781257629,292,ses-04,SSVEP
MATCH,0,sub-02,0.337462455034256,292,ses-04,SSVEP
WRONG,0,sub-02,0.45591282844543457,292,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.25776976346969604,292,ses-04,SSVEP
POP,0,sub-03,0.4367877244949341,293,ses-02,ERP
MATCH,0,sub-03,0.2699207067489624,293,ses-02,ERP
WRONG,0,sub-03,0.3777536153793335,293,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.25844651460647583,293,ses-02,ERP
POP,0,sub-02,0.9398226141929626,294,ses-02,SSVEP
MATCH,0,sub-02,0.7934879660606384,294,ses-02,SSVEP
WRONG,0,sub-02,0.8528982400894165,294,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.14680004119873047,294,ses-02,SSVEP
POP,0,sub-05,0.40697500109672546,295,ses-04,ERP
MATCH,0,sub-05,0.3166743516921997,295,ses-04,ERP
WRONG,0,sub-05,0.379048228263855,295,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.3199220299720764,295,ses-04,ERP
POP,0,sub-02,0.5086880922317505,296,ses-02,SSVEP
MATCH,0,sub-02,0.45981428027153015,296,ses-02,SSVEP
WRONG,0,sub-02,0.3267444670200348,296,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.30280789732933044,296,ses-02,SSVEP
POP,0,sub-02,0.0,297,ses-04,SSVEP
MATCH,0,sub-02,0.0,297,ses-04,SSVEP
WRONG,0,sub-02,0.0,297,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.0,297,ses-04,SSVEP
POP,0,sub-05,0.48668259382247925,298,ses-02,ERP
MATCH,0,sub-05,0.4101501703262329,298,ses-02,ERP
WRONG,0,sub-05,0.39875274896621704,298,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2852541506290436,298,ses-02,ERP
POP,0,sub-02,0.34787389636039734,299,ses-02,ERP
MATCH,0,sub-02,0.32261866331100464,299,ses-02,ERP
WRONG,0,sub-02,0.306979775428772,299,ses-02,ERP
QUERY_ORACLE,0,sub-02,0.2969571053981781,299,ses-02,ERP
POP,0,sub-05,0.37063008546829224,300,ses-03,ERP
MATCH,0,sub-05,0.3226092755794525,300,ses-03,ERP
WRONG,0,sub-05,0.34938374161720276,300,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3156968355178833,300,ses-03,ERP
POP,0,sub-02,0.6384276747703552,301,ses-02,SSVEP
MATCH,0,sub-02,0.567969799041748,301,ses-02,SSVEP
WRONG,0,sub-02,0.5578850507736206,301,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.2833380103111267,301,ses-02,SSVEP
POP,0,sub-05,0.3902553915977478,302,ses-03,ERP
MATCH,0,sub-05,0.3264186680316925,302,ses-03,ERP
WRONG,0,sub-05,0.3774105906486511,302,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.31520456075668335,302,ses-03,ERP
POP,0,sub-03,0.37113142013549805,303,ses-03,ERP
MATCH,0,sub-03,0.31076690554618835,303,ses-03,ERP
WRONG,0,sub-03,0.33254677057266235,303,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.2986326217651367,303,ses-03,ERP
POP,0,sub-03,0.36739230155944824,304,ses-04,ERP
MATCH,0,sub-03,0.3236235976219177,304,ses-04,ERP
WRONG,0,sub-03,0.35156142711639404,304,ses-04,ERP
QUERY_ORACLE,0,sub-03,0.3081691563129425,304,ses-04,ERP
POP,0,sub-02,0.4476587772369385,305,ses-03,ERP
MATCH,0,sub-02,0.3116183578968048,305,ses-03,ERP
WRONG,0,sub-02,0.4038577973842621,305,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.30448922514915466,305,ses-03,ERP
POP,0,sub-03,0.5101264119148254,306,ses-02,ERP
MATCH,0,sub-03,0.2272404581308365,306,ses-02,ERP
WRONG,0,sub-03,0.4966002404689789,306,ses-02,ERP
QUERY_ORACLE,0,sub-03,0.19721241295337677,306,ses-02,ERP
POP,0,sub-02,0.3541709780693054,307,ses-02,ERP
MATCH,0,sub-02,0.3230101466178894,307,ses-02,ERP
WRONG,0,sub-02,0.31786075234413147,307,ses-02,ERP
QUERY_ORACLE,0,sub-02,0.3042867183685303,307,ses-02,ERP
POP,0,sub-02,0.0,308,ses-04,SSVEP
MATCH,0,sub-02,0.0,308,ses-04,SSVEP
WRONG,0,sub-02,0.0,308,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.0,308,ses-04,SSVEP
POP,0,sub-02,0.5155616998672485,309,ses-04,ERP
MATCH,0,sub-02,0.3586145341396332,309,ses-04,ERP
WRONG,0,sub-02,0.3944229781627655,309,ses-04,ERP
QUERY_ORACLE,0,sub-02,0.2687823176383972,309,ses-04,ERP
POP,0,sub-02,0.42635101079940796,310,ses-02,ERP
MATCH,0,sub-02,0.38483861088752747,310,ses-02,ERP
WRONG,0,sub-02,0.36750656366348267,310,ses-02,ERP
QUERY_ORACLE,0,sub-02,0.28326648473739624,310,ses-02,ERP
POP,0,sub-05,0.37047475576400757,311,ses-03,ERP
MATCH,0,sub-05,0.3208979070186615,311,ses-03,ERP
WRONG,0,sub-05,0.3517473638057709,311,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.3121649920940399,311,ses-03,ERP
POP,0,sub-05,0.3550274968147278,312,ses-02,ERP
MATCH,0,sub-05,0.29030802845954895,312,ses-02,ERP
WRONG,0,sub-05,0.32843825221061707,312,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2880328893661499,312,ses-02,ERP
POP,0,sub-03,0.40719860792160034,313,ses-03,ERP
MATCH,0,sub-03,0.30589377880096436,313,ses-03,ERP
WRONG,0,sub-03,0.36203837394714355,313,ses-03,ERP
QUERY_ORACLE,0,sub-03,0.28277042508125305,313,ses-03,ERP
POP,0,sub-02,0.32966598868370056,314,ses-02,ERP
MATCH,0,sub-02,0.2982521653175354,314,ses-02,ERP
WRONG,0,sub-02,0.30170774459838867,314,ses-02,ERP
QUERY_ORACLE,0,sub-02,0.29490530490875244,314,ses-02,ERP
POP,0,sub-02,0.8474845886230469,315,ses-02,SSVEP
MATCH,0,sub-02,0.7175734639167786,315,ses-02,SSVEP
WRONG,0,sub-02,0.7832988500595093,315,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.16376736760139465,315,ses-02,SSVEP
POP,0,sub-02,0.3661184012889862,316,ses-03,ERP
MATCH,0,sub-02,0.3018922507762909,316,ses-03,ERP
WRONG,0,sub-02,0.3282233476638794,316,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.30515241622924805,316,ses-03,ERP
POP,0,sub-03,0.43763163685798645,317,ses-03,SSVEP
MATCH,0,sub-03,0.32065582275390625,317,ses-03,SSVEP
WRONG,0,sub-03,0.3773679733276367,317,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.29815199971199036,317,ses-03,SSVEP
POP,0,sub-05,0.4557163119316101,318,ses-03,ERP
MATCH,0,sub-05,0.3069601356983185,318,ses-03,ERP
WRONG,0,sub-05,0.3746650516986847,318,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.27913546562194824,318,ses-03,ERP
POP,0,sub-05,0.0,319,ses-02,ERP
MATCH,0,sub-05,0.0,319,ses-02,ERP
WRONG,0,sub-05,0.0,319,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.0,319,ses-02,ERP
POP,0,sub-05,0.0,320,ses-03,ERP
MATCH,0,sub-05,0.0,320,ses-03,ERP
WRONG,0,sub-05,0.0,320,ses-03,ERP
QUERY_ORACLE,0,sub-05,0.0,320,ses-03,ERP
POP,0,sub-05,0.34388652443885803,321,ses-02,ERP
MATCH,0,sub-05,0.28151005506515503,321,ses-02,ERP
WRONG,0,sub-05,0.3161340057849884,321,ses-02,ERP
QUERY_ORACLE,0,sub-05,0.2847302258014679,321,ses-02,ERP
POP,0,sub-03,0.0,322,ses-02,SSVEP
MATCH,0,sub-03,0.0,322,ses-02,SSVEP
WRONG,0,sub-03,0.0,322,ses-02,SSVEP
QUERY_ORACLE,0,sub-03,0.0,322,ses-02,SSVEP
POP,0,sub-02,0.3801628053188324,323,ses-03,ERP
MATCH,0,sub-02,0.30934056639671326,323,ses-03,ERP
WRONG,0,sub-02,0.3434537351131439,323,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.2802560031414032,323,ses-03,ERP
POP,0,sub-02,0.7431620955467224,324,ses-03,SSVEP
MATCH,0,sub-02,0.1914825290441513,324,ses-03,SSVEP
WRONG,0,sub-02,0.6090171933174133,324,ses-03,SSVEP
QUERY_ORACLE,0,sub-02,0.19059664011001587,324,ses-03,SSVEP
POP,0,sub-02,0.40125516057014465,325,ses-02,SSVEP
MATCH,0,sub-02,0.3548671305179596,325,ses-02,SSVEP
WRONG,0,sub-02,0.3445349335670471,325,ses-02,SSVEP
QUERY_ORACLE,0,sub-02,0.28686100244522095,325,ses-02,SSVEP
POP,0,sub-05,0.8001981377601624,326,ses-04,ERP
MATCH,0,sub-05,0.2496989369392395,326,ses-04,ERP
WRONG,0,sub-05,0.7584360837936401,326,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.19932150840759277,326,ses-04,ERP
POP,0,sub-05,0.48197445273399353,327,ses-04,ERP
MATCH,0,sub-05,0.332109659910202,327,ses-04,ERP
WRONG,0,sub-05,0.43213680386543274,327,ses-04,ERP
QUERY_ORACLE,0,sub-05,0.32075929641723633,327,ses-04,ERP
POP,0,sub-05,0.0,328,ses-04,SSVEP
MATCH,0,sub-05,0.0,328,ses-04,SSVEP
WRONG,0,sub-05,0.0,328,ses-04,SSVEP
QUERY_ORACLE,0,sub-05,0.0,328,ses-04,SSVEP
POP,0,sub-02,0.46871936321258545,329,ses-03,ERP
MATCH,0,sub-02,0.31726574897766113,329,ses-03,ERP
WRONG,0,sub-02,0.3993203341960907,329,ses-03,ERP
QUERY_ORACLE,0,sub-02,0.2921580374240875,329,ses-03,ERP
POP,0,sub-03,0.49077823758125305,330,ses-03,SSVEP
MATCH,0,sub-03,0.3123772144317627,330,ses-03,SSVEP
WRONG,0,sub-03,0.4481050372123718,330,ses-03,SSVEP
QUERY_ORACLE,0,sub-03,0.26914310455322266,330,ses-03,SSVEP
POP,0,sub-05,0.46275392174720764,331,ses-02,SSVEP
MATCH,0,sub-05,0.28481173515319824,331,ses-02,SSVEP
WRONG,0,sub-05,0.31144216656684875,331,ses-02,SSVEP
QUERY_ORACLE,0,sub-05,0.25468626618385315,331,ses-02,SSVEP
POP,0,sub-02,0.7330231070518494,332,ses-04,SSVEP
MATCH,0,sub-02,0.45470908284187317,332,ses-04,SSVEP
WRONG,0,sub-02,0.6609165668487549,332,ses-04,SSVEP
QUERY_ORACLE,0,sub-02,0.3010988235473633,332,ses-04,SSVEP
POP,0,sub-02,0.7244287729263306,333,ses-04,ERP
MATCH,0,sub-02,0.33710727095603943,333,ses-04,ERP
WRONG,0,sub-02,0.6621642708778381,333,ses-04,ERP
