adaptive_subject_attack_recall,cross_session_same_different_auroc,cross_session_verification_recall,fixed_head_balanced_accuracy,fold,linear_subject_probe_recall,method,participant,seed,strength
0.14,0.5227912184433924,0.22,0.6100000000000001,5,0.31,OneStep-Bridge,51,20260941,weak
0.27,0.5203834532906633,0.12,0.76,5,0.41,OneStep-Bridge,52,20260941,weak
0.22,0.5527860870672097,0.3,0.71,5,0.48,OneStep-Bridge,53,20260941,weak
0.27,0.489616006083072,0.22,0.73,5,0.15,OneStep-Bridge,54,20260941,weak
0.1,0.5363819482810012,0.15,0.76,5,0.15,Gaussian-Bridge,46,20260941,medium
0.24,0.5187203040861577,0.22,0.85,5,0.33,Gaussian-Bridge,47,20260941,medium
0.15,0.4963163668835311,0.17,0.67,5,0.14,Gaussian-Bridge,48,20260941,medium
0.08,0.4963985399227917,0.06,0.8,5,0.17,Gaussian-Bridge,49,20260941,medium
0.21,0.5019794535111055,0.1,0.6000000000000001,5,0.33,Gaussian-Bridge,50,20260941,medium
0.14,0.5014068057546318,0.17,0.63,5,0.23,Gaussian-Bridge,51,20260941,medium
0.23,0.5193115759864877,0.15,0.73,5,0.27,Gaussian-Bridge,52,20260941,medium
0.12,0.4993426600687373,0.26,0.72,5,0.18,Gaussian-Bridge,53,20260941,medium
0.12,0.4858767313857134,0.1,0.76,5,0.23,Gaussian-Bridge,54,20260941,medium
0.13,0.5128315022278924,0.06,0.73,5,0.1,Stratified-Resample,46,20260941,strong
0.16,0.5117162918382431,0.14,0.85,5,0.07,Stratified-Resample,47,20260941,strong
0.07,0.48257992090827917,0.13,0.66,5,0.13,Stratified-Resample,48,20260941,strong
0.09,0.49591312158391626,0.04,0.82,5,0.07,Stratified-Resample,49,20260941,strong
0.09,0.4854338773330015,0.03,0.5900000000000001,5,0.11,Stratified-Resample,50,20260941,strong
0.08,0.5045061218974263,0.03,0.6100000000000001,5,0.15,Stratified-Resample,51,20260941,strong
0.14,0.5333094283865796,0.12,0.76,5,0.11,Stratified-Resample,52,20260941,strong
0.13,0.5047679520430244,0.27,0.71,5,0.12,Stratified-Resample,53,20260941,strong
0.08,0.5094286535154798,0.08,0.73,5,0.08,Stratified-Resample,54,20260941,strong
0.54,0.5530526967275516,0.26,0.73,5,0.46,SARD-Bridge,46,20260941,weak
0.51,0.5867395206419597,0.41,0.8400000000000001,5,0.71,SARD-Bridge,47,20260941,weak
0.48,0.5313585916570991,0.3,0.66,5,0.57,SARD-Bridge,48,20260941,weak
0.48,0.5288833467110041,0.2,0.82,5,0.56,SARD-Bridge,49,20260941,weak
0.45,0.5211402730888706,0.09,0.5900000000000001,5,0.43,SARD-Bridge,50,20260941,weak
0.43,0.5418581418581419,0.39,0.6100000000000001,5,0.59,SARD-Bridge,51,20260941,weak
0.46,0.5509968458928833,0.3,0.75,5,0.68,SARD-Bridge,52,20260941,weak
0.26,0.547805817209776,0.22,0.71,5,0.47,SARD-Bridge,53,20260941,weak
0.35,0.5076859268476035,0.22,0.74,5,0.39,SARD-Bridge,54,20260941,weak
